element_type,osmid,geometry,amenity,maxheight,parking,name,access,description,lit,addr:housenumber,addr:street,nodes,operator,fee,surface,building,addr:city,addr:postcode,addr:state,capacity,payment:credit_cards,charge,maxstay,ref,fee:conditional,park_ride,payment:coins,payment:debit_cards,access:conditional,supervised,website,opening_hours,operational_status,operator:type,capacity:disabled,note,old_name,area,ways,type
way,313502489,"POLYGON ((-83.6774714 42.3116812, -83.6773325 42.3116835, -83.677329 42.3115729, -83.6769722 42.311579, -83.6769606 42.3112078, -83.6769483 42.3108136, -83.6769345 42.3103704, -83.6774301 42.3103619, -83.6774714 42.3116812))",parking,,surface,,destination,Parking permitted in designated areas only.,yes,,,"[3194993255, 4073338578, 4073338574, 3194993256, 10892436015, 10892393895, 3194993241, 3194993239, 3194993255]",University of Michigan,no,asphalt,,,,,,,,48 hours,,,,,,,,,,,,,,,,,
way,313502490,"POLYGON ((-83.6744012 42.3117665, -83.6743822 42.3112062, -83.674694 42.3112005, -83.6746909 42.3111076, -83.6748528 42.3111046, -83.6748719 42.3116686, -83.6747096 42.3116716, -83.674712 42.3117419, -83.6745682 42.3117445, -83.6745689 42.3117634, -83.6744012 42.3117665))",parking,,,,,,,,,"[3194993258, 3194993250, 3863904893, 3863904890, 3194993249, 3194993257, 3863904897, 3863904898, 3863904899, 3863904900, 3194993258]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,313502491,"POLYGON ((-83.6742601 42.3122628, -83.6730324 42.3122604, -83.6730366 42.3110638, -83.6731371 42.311064, -83.6739175 42.3110655, -83.6742643 42.3110662, -83.6742601 42.3122628))",parking,,,,,,,,,"[3194993260, 3194993259, 3194993245, 3194993246, 3194993247, 3194993248, 3194993260]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,313502623,"POLYGON ((-83.6755703 42.3066598, -83.6755671 42.3067511, -83.6754558 42.3067521, -83.6754587 42.3069712, -83.6753552 42.3069783, -83.6752431 42.3069926, -83.6750869 42.3070298, -83.6749555 42.3070777, -83.6747899 42.3071727, -83.6747209 42.3071174, -83.6746729 42.3071454, -83.6745233 42.3070263, -83.6744405 42.3070824, -83.6743769 42.3070428, -83.6744566 42.3069723, -83.6745315 42.3069158, -83.6746256 42.3068642, -83.6747235 42.3068196, -83.6748223 42.30678, -83.6749515 42.3067372, -83.6750494 42.3067075, -83.6751509 42.3066857, -83.675276 42.3066708, -83.6753847 42.3066638, -83.6755703 42.3066598))",parking,,,,,,,,,"[3194994166, 4511440104, 4511440103, 3194994178, 4511440114, 3194994179, 4511440113, 3194994183, 3194994185, 3194994184, 3194994188, 3194994186, 4511440112, 3194994181, 4511440111, 3194994175, 4511440110, 4511440108, 3194994171, 4511440109, 4511440107, 3194994167, 4511440106, 4511440105, 3194994166]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,313503380,"POLYGON ((-83.6744339 42.3091148, -83.6741109 42.3085771, -83.6739459 42.3086313, -83.6738066 42.3083994, -83.6737284 42.3084251, -83.6739179 42.3087405, -83.6740509 42.3086968, -83.6741928 42.3089331, -83.6723967 42.3095231, -83.6726671 42.3099732, -83.6745707 42.3093478, -83.6745221 42.3092669, -83.6742365 42.3093607, -83.6741456 42.3092095, -83.6744339 42.3091148))",parking,,,,,,,,,"[3195001873, 3195001439, 3195001442, 3195001431, 3195001434, 3195001449, 3195001446, 3195001452, 3195001880, 4511440115, 3195001877, 4511440118, 4511440117, 4511440116, 3195001873]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,313503381,"POLYGON ((-83.676419 42.3084146, -83.6763784 42.3085036, -83.6763275 42.308581, -83.6762633 42.3086583, -83.6761786 42.3087377, -83.67607 42.3088131, -83.6759353 42.3088802, -83.6758326 42.3089232, -83.6757119 42.3089658, -83.6749824 42.3092074, -83.6749366 42.3091322, -83.675619 42.3089069, -83.6758674 42.3088196, -83.6759855 42.3087665, -83.676093 42.3087034, -83.6762098 42.3085913, -83.6761784 42.3085344, -83.6760886 42.3085632, -83.6757731 42.3080336, -83.676165 42.3079037, -83.6764053 42.3083053, -83.676419 42.3084146))",parking,,,,,,,,,"[3195001435, 4511440125, 4511440124, 3195001444, 4511440123, 4511440122, 3195001455, 4511440120, 4511440121, 3195001870, 3195001866, 3195001457, 3195001451, 4511440119, 3195001445, 3195001441, 3195001436, 3195001438, 3195001422, 3195001420, 3195001433, 3195001435]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,313503382,"POLYGON ((-83.6754234 42.3088992, -83.6750447 42.3082675, -83.6745476 42.3084305, -83.6746011 42.3085196, -83.6744427 42.3085716, -83.6747159 42.3090274, -83.6748799 42.3089737, -83.6749319 42.3090604, -83.6754234 42.3088992))",parking,,,,,,,,,"[3195001456, 3195001428, 4511440130, 4511440129, 3195001437, 3195001863, 4511440131, 4511440132, 3195001456]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,313503384,"POLYGON ((-83.676044 42.308637, -83.6759426 42.3086713, -83.6759546 42.3086911, -83.6757588 42.3087585, -83.6757715 42.3087801, -83.675492 42.3088765, -83.6751142 42.3082483, -83.6756972 42.3080583, -83.676044 42.308637))",parking,,,,,,,,,"[3195001443, 4511440126, 4511440127, 4511440128, 3195001450, 3195001454, 3195001427, 3195001423, 3195001443]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,316162240,"POLYGON ((-83.7284948 42.2851962, -83.7284879 42.2850597, -83.7284146 42.2850274, -83.7283214 42.2849986, -83.7282718 42.2849354, -83.7282525 42.2848743, -83.7282566 42.2848081, -83.7281685 42.284803, -83.7280928 42.2847684, -83.7280432 42.2847072, -83.7278932 42.2847062, -83.7278973 42.2848305, -83.7279056 42.284911, -83.7279593 42.2849761, -83.7280474 42.2850301, -83.7282195 42.2851177, -83.7283337 42.2851554, -83.7284948 42.2851962))",parking,,surface,U-M Lot M10,,,,,,"[3222750914, 3222750904, 3222750901, 3222750896, 3222750892, 3222750889, 3222750883, 3222750882, 3222750880, 3222750878, 3222750877, 3222750887, 3222750891, 3222750894, 3222750899, 3222750908, 3222750909, 3222750914]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,316162241,"POLYGON ((-83.7303526 42.2835988, -83.7303422 42.2839298, -83.7303933 42.2839307, -83.7303916 42.2839843, -83.7305527 42.2839871, -83.7305563 42.2838731, -83.7304891 42.2838719, -83.7304976 42.2836013, -83.7303526 42.2835988))",parking,,surface,U-M Lot M13,,,,,,"[3222750458, 3222750864, 3222750865, 3222750866, 3222750867, 3222750863, 3222750862, 3222750459, 3222750458]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,316162242,"POLYGON ((-83.7337074 42.2827073, -83.7336897 42.2824169, -83.7341092 42.2824069, -83.7341115 42.2824353, -83.7341137 42.2824497, -83.7341286 42.282456, -83.7341431 42.2824534, -83.7341515 42.2824457, -83.7341499 42.2824324, -83.7341898 42.2824315, -83.7342303 42.2824306, -83.7342356 42.2824503, -83.7342504 42.2824757, -83.7342691 42.2824907, -83.7342816 42.2827297, -83.7338434 42.2827468, -83.7338437 42.2827145, -83.7338024 42.2827154, -83.7338015 42.2827071, -83.7337074 42.2827073))",parking,,surface,U-M Lot M27,private,,,,,"[3222750447, 3222750436, 3222750435, 3222750438, 5615363502, 5615363503, 5615363504, 5615363505, 5615363506, 5615363509, 3222750437, 5615363501, 5615363500, 5615363499, 3222750448, 3222750449, 5615363497, 3222750446, 5615363498, 3222750447]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,316162244,"POLYGON ((-83.735161 42.2835229, -83.7351639 42.2836254, -83.7352556 42.2836239, -83.7352526 42.2835215, -83.735161 42.2835229))",parking,,surface,U-M Lot M36,private,,,,,"[3222750457, 3222750861, 3222750460, 3222750456, 3222750457]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,316162245,"POLYGON ((-83.7312858 42.2817472, -83.7313693 42.2817457, -83.7315235 42.2817429, -83.7315223 42.2816872, -83.7315305 42.2816738, -83.7315376 42.2816621, -83.7315351 42.2815953, -83.7314732 42.281596, -83.7314653 42.2815823, -83.7313418 42.2815829, -83.7313279 42.281599, -83.7313207 42.2816044, -83.7313122 42.2816099, -83.7312997 42.2816137, -83.7312879 42.2816143, -83.7312869 42.2816228, -83.7312796 42.2816274, -83.7312809 42.2816593, -83.731282 42.2816879, -83.7312858 42.2817472))",parking,,surface,U-M Lot M44,private,,,,,"[3222750424, 5615308277, 3222750423, 5615308252, 5615363377, 5615308251, 5615308250, 5615308249, 3222750421, 5615308248, 5615308258, 5615308257, 3222750422, 5615308256, 5615308255, 5615308254, 5615308247, 5615308261, 5615308253, 3222750424]",University of Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,316162246,"POLYGON ((-83.7312108 42.2808576, -83.731209 42.2807302, -83.7314146 42.2807285, -83.7314163 42.280858, -83.7312108 42.2808576))",parking,,surface,U-M Lot M45,private,,,,,"[3222750409, 3222750401, 3222750400, 3222750408, 3222750409]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,316162248,"POLYGON ((-83.7311225 42.2850116, -83.7307188 42.2850114, -83.7305818 42.2850113, -83.7305822 42.2846325, -83.7308821 42.2846326, -83.7308819 42.2848153, -83.7311227 42.2848155, -83.7311226 42.2849015, -83.7311225 42.2850116))",parking,,surface,U-M Lot M53,,,,,,"[3222750898, 5931895613, 3222750897, 3222750875, 3222750876, 3222750885, 3222750886, 5931895619, 3222750898]",,,,,,,,,,,,,,no,,,,yes,,,,,,,,,,
way,316162249,"POLYGON ((-83.7352851 42.2840782, -83.7350721 42.2840756, -83.7350702 42.2841564, -83.7352833 42.2841591, -83.7352851 42.2840782))",parking,,surface,U-M Lot M54,,,,,,"[3222750869, 3222750868, 3222750870, 3222750871, 3222750869]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,316162250,"POLYGON ((-83.7332889 42.2847999, -83.7333935 42.284861, -83.7332323 42.2849904, -83.7332334 42.2851799, -83.7331117 42.2851803, -83.7331083 42.284621, -83.7332878 42.2846204, -83.7332889 42.2847999))",parking,,surface,U-M Lot M55,,,,,,"[3222750881, 3222750888, 3222750895, 3222750911, 3222750912, 3222750874, 3222750873, 3222750881]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,316162251,"POLYGON ((-83.734973 42.284602, -83.7348748 42.2845712, -83.7348268 42.2846417, -83.7346954 42.2847588, -83.7345565 42.2848555, -83.7344459 42.2849036, -83.7345031 42.2849685, -83.7346379 42.2849002, -83.7347727 42.2848131, -83.7348832 42.2847098, -83.734973 42.284602))",parking,,surface,U-M Lot M69,,,,,,"[3222750872, 2044154307, 2044154350, 2044154234, 2044154446, 2044154376, 3222750893, 3222750890, 3222750884, 3222750879, 3222750872]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,316162253,"POLYGON ((-83.7306633 42.2855825, -83.730708 42.2856041, -83.7311617 42.2855379, -83.731189 42.2854601, -83.7310663 42.2854356, -83.7309748 42.2854241, -83.7306769 42.2854255, -83.7306633 42.2855825))",parking,,surface,U-M Lot M83,,,,,,"[3222750926, 3222750929, 3222750925, 3222750924, 3222750921, 3222750919, 3222750920, 3222750926]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,316162254,"POLYGON ((-83.7343417 42.2821511, -83.7343437 42.282196, -83.7347978 42.282185, -83.7347958 42.28214, -83.7343417 42.2821511))",parking,,surface,U-M Lot M89,,,,,,"[3222750430, 3222750432, 3222750431, 3222750429, 3222750430]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,316162256,"POLYGON ((-83.7276496 42.2806476, -83.7276494 42.2805754, -83.7273183 42.2805851, -83.7272263 42.2806738, -83.7271949 42.2806768, -83.7270471 42.2806618, -83.7267843 42.2811182, -83.7267565 42.2812106, -83.7267898 42.2813327, -83.7275712 42.2813222, -83.7275684 42.2812167, -83.7276274 42.2812167, -83.7276335 42.2807108, -83.7273324 42.2807177, -83.7273136 42.2807107, -83.7273049 42.2806983, -83.7273033 42.2806738, -83.7273189 42.2806591, -83.7273469 42.2806558, -83.7276496 42.2806476))",parking,,surface,U-M Lot M95,permit,,,,,"[3222750395, 3222750392, 3222750393, 3222750397, 3222750398, 3222750394, 3222750415, 3222750418, 3222750420, 3222750419, 5324521314, 5324521313, 5324521315, 5324521316, 9419801741, 9419801742, 3222750399, 9419801743, 3222750396, 3222750395]",University of Michigan,,,,,,,,,,,,,,,,,,,,,university,,,,,,
way,316162257,"POLYGON ((-83.7272175 42.2828847, -83.7278955 42.2828765, -83.7278939 42.2828019, -83.7279761 42.2828009, -83.7279743 42.2827184, -83.7279738 42.2826959, -83.7279056 42.2826967, -83.7278417 42.2826975, -83.7278352 42.2824043, -83.7277683 42.2824051, -83.7277673 42.2823608, -83.7266837 42.2823738, -83.7266939 42.2828384, -83.7267595 42.2828377, -83.7267606 42.2828903, -83.7272175 42.2828847))",parking,,multi-storey,U-M P3 Structure,,,,,,"[2043272496, 3222750452, 3065664572, 3065664573, 3065664574, 9408885549, 3049411092, 9408885548, 2043272487, 2043272480, 2043272528, 2043272482, 2043272507, 2043272511, 2043272483, 2043272496]",,,,yes,,,,,,,,,,,,,,,,,,,,,,,,
way,346946422,"POLYGON ((-83.6986344 42.2989522, -83.6986431 42.2982585, -83.6981365 42.2982456, -83.6981299 42.298882, -83.6981864 42.2988842, -83.6981879 42.2989535, -83.6986344 42.2989522))",parking,,,,,,,,,"[3533893324, 3533893325, 3533893326, 3533893327, 3533893328, 3533893329, 3533893324]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,346946427,"POLYGON ((-83.6965228 42.2987127, -83.696131 42.2987144, -83.6961291 42.2981642, -83.6965181 42.2981614, -83.6965228 42.2987127))",parking,,,,,,,,,"[3533893373, 3533893374, 3533893375, 3533893376, 3533893373]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,346946428,"POLYGON ((-83.6955764 42.298602, -83.6952 42.2986039, -83.6951899 42.2980953, -83.6955739 42.2980953, -83.6955764 42.298602))",parking,,,,,,,,,"[3533893380, 3533893381, 3533893382, 3533893383, 3533893380]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,346946429,"POLYGON ((-83.6973092 42.2988941, -83.6970082 42.2988955, -83.6970024 42.298344, -83.6972995 42.298344, -83.6973092 42.2988941))",parking,,,,,,,,,"[3533893384, 3533893385, 3533893386, 3533893387, 3533893384]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,346946431,"POLYGON ((-83.697651 42.2989515, -83.6974024 42.2989529, -83.6974063 42.2981386, -83.6976529 42.2981414, -83.697651 42.2989515))",parking,,,,,,,,,"[3533893388, 3533893389, 3533893390, 3533893391, 3533893388]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,382245084,"POLYGON ((-83.7440032 42.2758911, -83.7434365 42.2758981, -83.7434369 42.2759163, -83.7433057 42.2759179, -83.7433032 42.2758077, -83.7432896 42.2752142, -83.7437498 42.2752084, -83.7437494 42.2751887, -83.7439871 42.2751857, -83.7439898 42.2753057, -83.743999 42.2757091, -83.7440032 42.2758911))",parking,"7'0""",multi-storey,Thompson Structure,,,,508,Thompson Street,"[3854372194, 3854372195, 3854372196, 3854372197, 9575398986, 3854372189, 3854372188, 3854372187, 3854372186, 3854372190, 3854372192, 3854372194]",University of Michigan,,,yes,Ann Arbor,48104,MI,1040,,,,W3,,,,,,,,,,public,,,,,,
way,382593635,"POLYGON ((-83.7408303 42.2645054, -83.7407758 42.2645067, -83.7406233 42.2645102, -83.7406051 42.2640811, -83.7408121 42.2640763, -83.7408303 42.2645054))",parking,,surface,Glick,,,,,,"[3858009789, 4645954913, 3858009790, 3858009787, 3858009786, 3858009789]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,382593637,"POLYGON ((-83.7414256 42.2684502, -83.7414143 42.2680299, -83.7413397 42.2680308, -83.7413312 42.267137, -83.7406583 42.2671431, -83.7406562 42.266579, -83.7406891 42.2665787, -83.7407069 42.2665777, -83.7407145 42.2665764, -83.7407222 42.2665712, -83.7407229 42.2665645, -83.7407187 42.2665567, -83.7407021 42.2665461, -83.7406893 42.2665442, -83.7406428 42.2665441, -83.7406403 42.26648, -83.7411276 42.2664732, -83.7411831 42.2664741, -83.7412086 42.2664762, -83.7415222 42.2665114, -83.7415193 42.2665391, -83.7414721 42.2667054, -83.741472 42.2667124, -83.741476 42.2667176, -83.7414835 42.2667202, -83.7415362 42.2667193, -83.7415546 42.2676131, -83.741484 42.2676141, -83.7415023 42.2682941, -83.7423955 42.2682751, -83.7423878 42.2680781, -83.7434559 42.2680554, -83.7434641 42.2682662, -83.7435025 42.2682653, -83.7436008 42.2682623, -83.7437586 42.2682139, -83.7437297 42.2681703, -83.7443542 42.2679822, -83.7442936 42.267882, -83.7442568 42.267766, -83.7442078 42.2677732, -83.7440583 42.2672011, -83.7441294 42.267182, -83.7444355 42.2676959, -83.7444982 42.2678955, -83.7444897 42.2679859, -83.7446373 42.2682218, -83.7447119 42.2681952, -83.7449239 42.2685689, -83.7448256 42.2686002, -83.7450037 42.2688889, -83.7448603 42.2689335, -83.7447593 42.268941, -83.7445166 42.2690096, -83.7444613 42.2689123, -83.7443629 42.2689425, -83.7441339 42.268887, -83.7439263 42.268955, -83.7437848 42.2687188, -83.7438616 42.268694, -83.7437033 42.2684455, -83.7436433 42.268322, -83.7435959 42.2683312, -83.7435053 42.2683393, -83.743508 42.2684082, -83.7414972 42.2684488, -83.7415032 42.2685999, -83.741435 42.2686018, -83.7414256 42.2684502))",parking,,surface,U-M Lot SC20 (Athletics Campus Grey Lot),,,,,,"[3858009841, 3858009822, 3858009823, 3858009807, 3858009808, 5599682378, 5599682377, 5599682376, 5599682375, 5599682374, 5599682373, 5599682372, 5599682371, 5599682370, 5599682369, 3858009796, 5599682368, 5599682367, 3858009795, 3858009801, 3858009800, 5599682366, 5599682365, 5599682364, 5599682363, 5599682362, 3858009811, 3858009812, 3858009834, 3858009833, 3858009825, 3858009824, 3858009832, 3858009831, 3858009830, 3858009828, 3858009826, 3858009820, 3858009817, 3858009814, 3858009815, 3858009810, 3858009809, 3858009813, 3858009818, 3858009821, 3858009829, 3858009827, 3858009843, 3858009844, 3858009851, 3858009853, 3858009854, 3858009857, 3858009852, 3858009855, 3858009850, 5474432102, 3858009847, 3858009846, 3858009840, 3858009835, 3858009836, 3858009837, 3858009839, 5474432084, 5474432085, 5474432086, 3858009841]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,382593638,"POLYGON ((-83.7450727 42.2691304, -83.7450406 42.269077, -83.7450876 42.2690605, -83.74518 42.2690282, -83.7454291 42.2694406, -83.7453751 42.2694643, -83.7453751 42.2695002, -83.7452763 42.2695041, -83.745226 42.2694194, -83.7451678 42.26943, -83.7450069 42.2691548, -83.7450727 42.2691304))",parking,,surface,U-M Lot SC37 (Revelli Hall),,,,,,"[3858009864, 3858009862, 2656031458, 3858009858, 3858009872, 3858009873, 3858009874, 3858009875, 3858009870, 3858009871, 3858009866, 3858009864]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,382593639,"POLYGON ((-83.7450755 42.2657903, -83.7452019 42.2660096, -83.7453855 42.2663281, -83.745477 42.2663902, -83.7455966 42.2664182, -83.7469482 42.2664112, -83.7469271 42.2657633, -83.7450755 42.2657903))",parking,,surface,U-M Lot SC5 / Champions East,private,,,,,"[3858009794, 10053895265, 1710201068, 1710201071, 1710201077, 1710201061, 1710201058, 3858009794]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,384164265,"POLYGON ((-83.7305711 42.281945, -83.7302188 42.2819475, -83.7302179 42.281875, -83.7305702 42.2818726, -83.7305711 42.281945))",parking,,surface,,,,,,,"[3874536971, 3874536972, 3874536961, 3874536960, 3874536971]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,434364139,"POLYGON ((-83.7055247 42.299511, -83.7055255 42.2994378, -83.7054309 42.2994361, -83.7054333 42.2995111, -83.7055247 42.299511))",parking,,,,,,,,,"[4325217927, 4325219927, 4325219928, 4325219929, 4325217927]",University of Michigan,,,,,,,3,,,,,,,,,,,,,,,,,,,,
way,445178937,"POLYGON ((-83.749713 42.2550768, -83.7494019 42.2550743, -83.7494006 42.2551631, -83.7497117 42.2551657, -83.749713 42.2550768))",parking,,surface,,,,,,,"[4426492457, 4426492456, 4426492470, 4426492472, 4426492457]",,,paved,,,,,,,,,,,,,,,,,,,,,,,,,
way,445178938,"POLYGON ((-83.749576 42.2547188, -83.7495752 42.2544676, -83.749668 42.2544675, -83.7496683 42.2545501, -83.7497853 42.2545498, -83.7497856 42.2546506, -83.749664 42.2546508, -83.7496642 42.2547186, -83.749576 42.2547188))",parking,,surface,,,,,,,"[4426492403, 4426492374, 4426492373, 4426492382, 4426492381, 4426492390, 4426492391, 4426492402, 4426492403]",,,paved,,,,,,,,,,,,,,,,,,,,,,,,,
way,445709912,"POLYGON ((-83.7500273 42.2678007, -83.7500307 42.2678381, -83.7500459 42.267859, -83.7501321 42.2678637, -83.7500927 42.2684655, -83.7499516 42.2684626, -83.7498454 42.2685098, -83.7496009 42.2685087, -83.749307 42.2684622, -83.7492887 42.2683823, -83.7492506 42.2682163, -83.7492167 42.2680721, -83.7492132 42.268053, -83.7492892 42.2680522, -83.7492846 42.2678113, -83.7496929 42.2678055, -83.7500273 42.2678007))",parking,,surface,U-M Lot SC36 / Champions North,customers,,,,,"[4430916125, 10017251979, 4430916129, 4430916130, 4430916147, 4965007282, 4430916148, 4430916149, 4430916150, 4965007280, 4965007286, 4965007290, 4430916140, 4430916139, 4430916126, 10017251983, 4430916125]",,yes,paved,,,,,,,,,,,,,,,,,,,,,,,,,
way,445709913,"POLYGON ((-83.7485614 42.2692842, -83.7483441 42.2692921, -83.7483388 42.2691115, -83.7482932 42.2687026, -83.7484085 42.2686987, -83.7484005 42.2685617, -83.7483093 42.2685657, -83.7483007 42.2682832, -83.7483524 42.2682809, -83.7483624 42.2682684, -83.7483618 42.2682533, -83.7482529 42.2681568, -83.7477165 42.2681687, -83.7477085 42.2679325, -83.7482047 42.2679226, -83.748261 42.2679305, -83.7483093 42.2679583, -83.748509 42.2682319, -83.7485131 42.2687125, -83.7485668 42.2691155, -83.7485614 42.2692842))",parking,,surface,U-M Lot SC2,customers,,,,,"[4430916463, 4430916465, 4430916415, 4430916160, 4430916159, 4430916153, 4430916154, 10017252002, 10017252004, 10017252005, 10017252003, 4430916141, 4430916142, 4430916135, 4430916133, 4430916134, 4430916138, 4430916144, 4430916162, 4430916416, 4430916463]",,yes,paved,,,,,,,,,,,,,,,,,,,,,,,,,
way,445709917,"POLYGON ((-83.7489486 42.2687087, -83.7488057 42.2687115, -83.7488067 42.268739, -83.7488716 42.2687398, -83.7488873 42.269279, -83.7486576 42.2692829, -83.7486448 42.2687373, -83.7487093 42.268735, -83.7487082 42.2687091, -83.7485131 42.2687125, -83.748509 42.2682319, -83.7484829 42.2678776, -83.7486016 42.2678754, -83.7486038 42.2679408, -83.7488243 42.2679368, -83.748821 42.2678352, -83.7489199 42.2678334, -83.7489486 42.2687087))",parking,,surface,U-M Lot SC35 / Buffalo Lot,customers,,,,,"[4430916161, 10042832020, 10042832026, 10042832027, 10042832021, 10042832022, 10042832024, 10042832025, 4965007298, 4430916162, 4430916144, 4430916132, 4430916131, 4430916137, 4965007302, 4430916128, 4430916127, 4430916161]",,yes,paved,,,,,,,,,,,,,,,,,,,,,,,,,
way,447748021,"POLYGON ((-83.6999286 42.2992987, -83.6996416 42.2990884, -83.6996147 42.2990586, -83.6995584 42.2989455, -83.6993894 42.2990586, -83.6994484 42.2991023, -83.6992714 42.2992411, -83.6993304 42.2993225, -83.6993519 42.299384, -83.6993546 42.2994971, -83.6996845 42.2994891, -83.6999286 42.2992987))",parking,,,,,,,,,"[4448128125, 4448128126, 4448128127, 4448128128, 4448128129, 4448128130, 4448128131, 4448128132, 4448128133, 4448128134, 4448128135, 4448128125]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,457363254,"POLYGON ((-83.7458577 42.2690743, -83.7457947 42.2690515, -83.7456203 42.2690515, -83.7455479 42.2690763, -83.7455801 42.2691696, -83.7456203 42.2692728, -83.7456512 42.2693462, -83.7456887 42.2694177, -83.7457008 42.2694385, -83.7458644 42.2693938, -83.7458577 42.2690743))",parking,,surface,,permit,,,,,"[4535199254, 4535199253, 4535199252, 4535199251, 4535199250, 4535199249, 4535199248, 4535199247, 4535199246, 4535199245, 4535199254]",University of Michigan,,paved,,,,,,,,,,,,,,,,,,,,,,,,,
way,500163147,"POLYGON ((-83.7457918 42.2736862, -83.7463064 42.2736848, -83.7463064 42.2735899, -83.7463064 42.2735314, -83.7461482 42.2735287, -83.7461464 42.2735059, -83.7457809 42.2734964, -83.7457864 42.273592, -83.7457918 42.2736862))",parking,,surface,,,,,,,"[4912842331, 4912842332, 5010512170, 4912842333, 4912842334, 4912842335, 4912842336, 5010512171, 4912842331]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,501089076,"POLYGON ((-83.7425418 42.2697206, -83.7423125 42.2697266, -83.7423192 42.2701126, -83.7424401 42.2701108, -83.7425492 42.2701092, -83.7425489 42.2700931, -83.7425418 42.2697206))",parking,,,,,,,,,"[4919869941, 4919869942, 4919869943, 6310941200, 4919869944, 5605024843, 4919869941]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,501446761,"POLYGON ((-83.7469823 42.2680343, -83.7469896 42.2683597, -83.7471341 42.268358, -83.7472065 42.2683004, -83.7472092 42.268089, -83.7471102 42.2680539, -83.7470523 42.2680334, -83.7469823 42.2680343))",parking,,surface,U-M Lot SC3,private,,,,,"[4922554210, 4922554211, 4922554212, 4922554213, 4922554214, 6789627200, 4922554215, 4922554210]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,501446763,"POLYGON ((-83.7471149 42.2696031, -83.747129 42.269893, -83.7474052 42.2698856, -83.747391 42.2695957, -83.7471149 42.2696031))",parking,,,U-M Lot SC14,,,,,,"[4922554216, 4922554217, 4922554218, 4922554219, 4922554216]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,506047601,"POLYGON ((-83.743067 42.2773661, -83.7426252 42.2773716, -83.7426241 42.2773233, -83.7425806 42.2773238, -83.7425352 42.2773444, -83.7425148 42.2773734, -83.742596 42.2773721, -83.7426006 42.2775292, -83.7423794 42.2775328, -83.7423742 42.2773539, -83.7423942 42.2773536, -83.7423884 42.2771459, -83.742484 42.2771444, -83.7424831 42.2771131, -83.7424102 42.2771142, -83.7424067 42.2769842, -83.7424846 42.276983, -83.7424816 42.2768731, -83.7426367 42.2768708, -83.7426379 42.2769149, -83.7427689 42.2769131, -83.7427677 42.2768686, -83.7430538 42.2768646, -83.7430555 42.2769303, -83.7430563 42.2769616, -83.7429922 42.2769625, -83.7429929 42.2769904, -83.7430617 42.2769895, -83.7430676 42.2772388, -83.7430029 42.2772397, -83.7430037 42.2772734, -83.7430648 42.2772727, -83.7430654 42.2772989, -83.743067 42.2773661))",parking,,surface,U-M Lot W13,private,,,,,"[4958401064, 4958401065, 4958401066, 4958401067, 4958401068, 4958401069, 4958401070, 4958401071, 4958401072, 4958401073, 4958401074, 4958401075, 4958401076, 4958401077, 4958401078, 4958401079, 4958401080, 4958401081, 4958401082, 4958401083, 4958401084, 4958401085, 4958401086, 4958401098, 4958401087, 4958401088, 4958401089, 4958401090, 4958401091, 4958401092, 4958401093, 4958401094, 4958401096, 4958401064]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
