element_type,osmid,building,name,geometry,nodes,int_name,name:en,alt_name,amenity,building:colour,height,min_height,roof:colour,roof:shape,building:levels,source,website,emergency,healthcare,roof:levels,roof:direction,roof:height,layer,roof:material,note,roof:orientation,shop,addr:postcode,addr:province,description,ways,type,location
way,380971704,yes,,"POLYGON ((121.4011259 31.2331061, 121.4011239 31.2331064, 121.4011191 31.2331071, 121.4011196 31.2331099, 121.4011202 31.2331128, 121.401127 31.2331118, 121.4011264 31.2331088, 121.4011259 31.2331061))","[3842607450, 3842607453, 3842607455, 3842608460, 3842608462, 3842608461, 3842608459, 3842607450]",,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,
way,380977543,school,,"POLYGON ((121.4019508 31.2333061, 121.4019262 31.2333096, 121.4019368 31.2333646, 121.4014873 31.233428, 121.4014507 31.2332382, 121.4019247 31.2331713, 121.4019508 31.2333061))","[3842645386, 3842645387, 3842645388, 3842645390, 3842645384, 3842645374, 3842645386]",,,,,,,,7d827e,flat,6,,,,,,,,,,,,,,,,,,
way,380978816,yes,,"POLYGON ((121.4002545 31.2335275, 121.4006016 31.2334799, 121.4006049 31.2334974, 121.4007517 31.2334773, 121.4007484 31.2334598, 121.4007464 31.2334491, 121.4009102 31.2334266, 121.4008876 31.2333061, 121.4007238 31.2333286, 121.4007214 31.2333162, 121.4007194 31.2333052, 121.4005726 31.2333254, 121.4005747 31.2333364, 121.4002675 31.2333785, 121.4002275 31.233384, 121.4002334 31.2334151, 121.4001293 31.2334294, 121.4001442 31.2335089, 121.4002483 31.2334946, 121.4002545 31.2335275))","[3842654978, 3842654974, 3842654976, 3842654973, 3842654972, 3842654971, 3842654969, 3842654960, 3842654963, 3842654961, 3842654959, 3842654962, 3842654964, 3842654965, 3842654966, 3842654968, 3842654970, 3842654977, 3842654975, 3842654978]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,380978817,yes,,"POLYGON ((121.4002641 31.2331871, 121.4002353 31.2330337, 121.4001439 31.2330462, 121.4001573 31.2331175, 121.4001727 31.2331996, 121.4002324 31.2331914, 121.4002641 31.2331871))","[3842654956, 3842654952, 3842654953, 3842654954, 3842654958, 3842654957, 3842654956]",,,,,,,,7d827e,flat,3,,,,,,,,,,,,,,,,,,
way,380978818,yes,,"POLYGON ((121.4002675 31.2333785, 121.4002324 31.2331914, 121.4001727 31.2331996, 121.4001573 31.2331175, 121.4001255 31.2331219, 121.400176 31.2333911, 121.4002275 31.233384, 121.4002675 31.2333785))","[3842654965, 3842654957, 3842654958, 3842654954, 3842654955, 3842654967, 3842654966, 3842654965]",,,,,,,,7d827e,flat,2,,,,,,,,,,,,,,,,,,
way,381440759,yes,,"POLYGON ((121.4013303 31.2334538, 121.4013348 31.23348, 121.4013478 31.2334783, 121.4013432 31.2334522, 121.4013303 31.2334538))","[3846414073, 3846414079, 3846414078, 3846414072, 3846414073]",,,,,,2.8,,8c9293,flat,,,,,,,,,,,,,,,,,,,
way,381440760,yes,,"POLYGON ((121.4014242 31.2334406, 121.401429 31.2334668, 121.4014922 31.2334583, 121.4014874 31.2334321, 121.4014242 31.2334406))","[3846414069, 3846414076, 3846414074, 3846414068, 3846414069]",,,,,,2.8,,8c9293,flat,,,,,,,,,,,,,,,,,,,
way,381440761,yes,,"POLYGON ((121.4013363 31.2334873, 121.4013348 31.23348, 121.4013303 31.2334538, 121.40123 31.233467, 121.401236 31.2335005, 121.4013363 31.2334873))","[3846414080, 3846414079, 3846414073, 3846414077, 3846414081, 3846414080]",,,,,,4,,7d827e,flat,,,,,,,,,,,,,,,,,,,
way,381440762,yes,,"POLYGON ((121.4015937 31.2334521, 121.4015875 31.2334187, 121.4014874 31.2334321, 121.4014922 31.2334583, 121.4014935 31.2334656, 121.4015937 31.2334521))","[3846414071, 3846414067, 3846414068, 3846414074, 3846414075, 3846414071]",,,,,,4,,7d827e,flat,,,,,,,,,,,,,,,,,,,
way,381464488,school,,"POLYGON ((121.4024784 31.2325595, 121.4025391 31.2325807, 121.4025576 31.232544, 121.4026504 31.23236, 121.4025898 31.2323376, 121.4024977 31.232521, 121.4024784 31.2325595))","[3846674522, 3846674523, 3846674521, 3846674519, 3846674517, 8992730609, 3846674522]",,,,,,,,8c9293,flat,2,,,,,,,,,,,,,,,,,,
way,381500309,school,,"POLYGON ((121.4010713 31.2315135, 121.4011806 31.2315494, 121.4012004 31.2315559, 121.4012068 31.2315415, 121.4012528 31.2315566, 121.4012583 31.2315447, 121.4012629 31.2315463, 121.4012669 31.2315476, 121.4012786 31.2315214, 121.4012747 31.2315201, 121.4012701 31.2315186, 121.4012746 31.2315089, 121.4012283 31.2314937, 121.4012353 31.2314781, 121.4012155 31.2314716, 121.4011062 31.2314357, 121.4010713 31.2315135))","[3847032376, 3847032392, 3847032395, 3847032384, 3847032394, 3847032388, 3847032389, 3847032390, 3847032380, 3847032379, 3847032378, 3847032374, 3847032372, 3847032371, 3847032370, 3847032369, 3847032376]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,382440372,residential,,"POLYGON ((121.4009056 31.2261175, 121.4008646 31.226117, 121.4008646 31.2260966, 121.4008473 31.2260876, 121.4008436 31.2260814, 121.4008432 31.2260448, 121.4008474 31.2260398, 121.4008646 31.226031, 121.4008646 31.2259833, 121.400906 31.2259829, 121.4009059 31.2259705, 121.4010732 31.2259712, 121.4010727 31.2259861, 121.4011425 31.2259862, 121.4011425 31.2259715, 121.4013092 31.2259721, 121.4013097 31.2259844, 121.4013502 31.2259842, 121.4013507 31.2260297, 121.4013798 31.2260518, 121.4013501 31.2260737, 121.4013501 31.2261183, 121.4013092 31.2261185, 121.4013089 31.226131, 121.4011427 31.2261305, 121.4011428 31.2261157, 121.4010731 31.2261156, 121.401073 31.2261303, 121.4009057 31.2261299, 121.4009056 31.2261175))","[3856374863, 3856374864, 3856374860, 3856374859, 3856374858, 3856374355, 3856374354, 3856374353, 3856374339, 3856374338, 3856374334, 3856374335, 3856374342, 3856374343, 3856374336, 3856374337, 3856374341, 3856374340, 3856374352, 3856374356, 3856374857, 3856374865, 3856374866, 3856374870, 3856374869, 3856374862, 3856374861, 3856374868, 3856374867, 3856374863]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,382440373,residential,,"POLYGON ((121.4008963 31.2264509, 121.4008554 31.2264512, 121.4008554 31.22643, 121.4008368 31.2264205, 121.4008343 31.2264148, 121.4008339 31.2263782, 121.4008381 31.2263732, 121.4008554 31.2263644, 121.4008554 31.2263167, 121.4008967 31.2263163, 121.4008966 31.2263039, 121.4010639 31.2263046, 121.4010635 31.2263195, 121.4011332 31.2263196, 121.4011332 31.2263049, 121.4013007 31.226306, 121.4013006 31.2263184, 121.4013419 31.2263188, 121.4013414 31.2263631, 121.4013705 31.2263853, 121.4013405 31.2264061, 121.4013408 31.2264517, 121.4012999 31.226452, 121.4012996 31.2264645, 121.4011335 31.2264639, 121.4011335 31.2264491, 121.4010638 31.226449, 121.4010637 31.2264638, 121.4008964 31.2264633, 121.4008963 31.2264509))","[1297097879, 3856374923, 3856374920, 3856374919, 3856374918, 3856374915, 3856374914, 3856374913, 3856374877, 1297097806, 3856374871, 3856374872, 3856374880, 3856374881, 3856374873, 3856374874, 3856374879, 3856374878, 3856374912, 3856374916, 3856374917, 3856374924, 1297097713, 3856374928, 3856374927, 3856374922, 3856374921, 3856374926, 3856374925, 1297097879]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,382849866,yes,,"POLYGON ((121.398901 31.2310144, 121.3988636 31.2310054, 121.3988565 31.2310272, 121.3988939 31.2310361, 121.398901 31.2310144))","[3860605393, 3860605392, 3860605394, 3860605395, 3860605393]",,,,,,,,8c9293,flat,1,,,,,,,,,,,,,,,,,,
way,382849867,yes,,"POLYGON ((121.3989798 31.2307285, 121.3989424 31.2307195, 121.3989353 31.2307413, 121.3989727 31.2307502, 121.3989798 31.2307285))","[3860605389, 3860605388, 3860605390, 3860605391, 3860605389]",,,,,,,,8c9293,flat,1,,,,,,,,,,,,,,,,,,
way,382861040,yes,,"POLYGON ((121.3989661 31.2309178, 121.3989794 31.2308813, 121.3989504 31.2308735, 121.398937 31.23091, 121.3989661 31.2309178))","[3860698525, 3860698520, 3860698519, 3860698522, 3860698525]",,,,,,,,8c9293,flat,1,,,,,,,,,,,,,,,,,,
way,382893197,yes,,"POLYGON ((121.3989403 31.2310621, 121.3990007 31.2310756, 121.3990124 31.2310783, 121.3991102 31.2307591, 121.3990985 31.2307565, 121.3990381 31.230743, 121.3989403 31.2310621))","[3860698532, 3860698534, 3860698535, 3860698515, 3860698514, 3860698513, 3860698532]",,Grocery Stores,,,,,,,,,,,,,,,,,,,,convenience,,,,,,
way,382893198,yes,,"POLYGON ((121.3982387 31.2257509, 121.3981678 31.2257367, 121.3981444 31.2258218, 121.3982153 31.225836, 121.3982387 31.2257509))","[3861000923, 3861000922, 3861000924, 3861000925, 3861000923]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,382893199,school,,"POLYGON ((121.398161 31.223879, 121.3981592 31.2239826, 121.3982475 31.2239837, 121.3982477 31.2239727, 121.3983065 31.2239734, 121.3983073 31.2239297, 121.39825 31.2239289, 121.3982508 31.2238801, 121.398161 31.223879))","[3861000901, 3861000907, 3861000908, 3861000905, 3861000906, 3861000904, 3861000903, 3861000902, 3861000901]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,383026103,school,,"POLYGON ((121.401763 31.2322228, 121.4018238 31.2320899, 121.4016716 31.232039, 121.401629 31.2321321, 121.4015052 31.2320907, 121.4015319 31.2320325, 121.4015885 31.2319088, 121.4018672 31.2320021, 121.4019119 31.2319046, 121.4016556 31.2318186, 121.4016626 31.231803, 121.401546 31.2317643, 121.401535 31.2317885, 121.4015334 31.2317879, 121.4015144 31.2317817, 121.4014837 31.2318492, 121.4015027 31.2318555, 121.4015043 31.2318561, 121.4015213 31.2318617, 121.4015114 31.231883, 121.4014547 31.2320067, 121.4014258 31.231997, 121.4012766 31.231947, 121.4012273 31.2320545, 121.4014726 31.2321367, 121.4014771 31.232127, 121.4014871 31.2321304, 121.4016108 31.2321718, 121.401763 31.2322228))","[3833844716, 3833844706, 3833844705, 3833844709, 3833844707, 3829559449, 3833844703, 3833844704, 3833844702, 3833844698, 3833844697, 3833844694, 3839418419, 3839418418, 3839574200, 3839574201, 3839418438, 3833844699, 3833844700, 3833844701, 3829559447, 3839387883, 3829559443, 3829559450, 3833844710, 3829559453, 3829559455, 3833844713, 3833844716]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,383041043,school,,"POLYGON ((121.3991151 31.2275304, 121.3990662 31.2276909, 121.3991796 31.2277161, 121.3991849 31.2277173, 121.3992792 31.2277383, 121.3992844 31.2277394, 121.3993975 31.2277646, 121.3994134 31.2277125, 121.3994309 31.2277164, 121.3994622 31.2276136, 121.3994447 31.2276097, 121.3994464 31.2276041, 121.3991151 31.2275304))","[3862429163, 3862429213, 3862429239, 3862429241, 3862430363, 3862430364, 3862430365, 3862429235, 3862429240, 3862429166, 3862429165, 3862429164, 3862429163]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,383050666,yes,,"POLYGON ((121.4015425 31.2263361, 121.4015538 31.226387, 121.4015807 31.2263827, 121.4015858 31.2264055, 121.401648 31.2263954, 121.4016367 31.2263444, 121.4016098 31.2263487, 121.4016047 31.226326, 121.4015425 31.2263361))","[3862509985, 3862509991, 3862509990, 3862509993, 3862509992, 3862509986, 3862509987, 3862509984, 3862509985]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,383062109,residential,,"POLYGON ((121.3986556 31.2316882, 121.3986367 31.2317462, 121.3986739 31.2317555, 121.3986927 31.2316971, 121.3986556 31.2316882))","[1297097681, 3862618323, 3862618324, 3862618322, 1297097681]",,,,,,20,,7d827e,flat,6,,,,,,,,,,,,,,,,,,
way,383096207,yes,,"POLYGON ((121.4021271 31.2305178, 121.4021293 31.2305187, 121.4021309 31.2305202, 121.4021317 31.2305222, 121.4021316 31.2305243, 121.4021306 31.2305262, 121.4021288 31.2305275, 121.4021265 31.2305283, 121.402124 31.2305281, 121.4021218 31.2305273, 121.4021202 31.2305257, 121.4021194 31.2305238, 121.4021195 31.2305217, 121.4021205 31.2305198, 121.4021223 31.2305184, 121.4021246 31.2305177, 121.4021271 31.2305178))","[3862988531, 3862988533, 3862988535, 3862988537, 3862988539, 3862988541, 3862988544, 3862988546, 3862988545, 3862988543, 3862988540, 3862988538, 3862988536, 3862988534, 3862988532, 3862988530, 3862988531]",,,,,#cdaa9d,7,,#8c9293,,,,,,,,,,,,,,,,,,,,
way,383796754,yes,,"POLYGON ((121.405219 31.2301525, 121.4052058 31.2301875, 121.4052352 31.2301957, 121.4052484 31.2301607, 121.405219 31.2301525))","[3796499819, 3871133040, 3871133041, 3796499820, 3796499819]",,,,,,,,8c9293,flat,1,,,,,,,,,,,,,,,,,,
way,389373569,yes,,"POLYGON ((121.3982094 31.2251863, 121.3983248 31.2251877, 121.3983271 31.2250486, 121.3982116 31.2250472, 121.3982094 31.2251863))","[3925427733, 3925427734, 3925427727, 3925427726, 3925427733]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,389540313,yes,,"POLYGON ((121.4013663 31.2259311, 121.4013658 31.2258974, 121.4012899 31.2258982, 121.4012904 31.2259319, 121.4013663 31.2259311))","[3927075309, 3927075307, 3927075308, 3927075310, 3927075309]",,,,,,,,8c9293,flat,1,,,,,,,,,,,,,,,,,,
way,389548928,yes,,"POLYGON ((121.4008431 31.227004, 121.4009785 31.2270254, 121.4011124 31.2270046, 121.4011127 31.2269444, 121.401119 31.2269433, 121.4011244 31.2269403, 121.401128 31.2269357, 121.4011293 31.2269303, 121.401128 31.2269249, 121.4011245 31.2269203, 121.4011191 31.2269172, 121.4011128 31.2269161, 121.4011128 31.2267796, 121.4008439 31.2267799, 121.4008431 31.227004))","[3824408680, 3930147475, 3824408681, 3862481373, 3862481372, 3862481368, 3862481366, 3862481364, 3862481361, 3862481359, 3862478955, 3862478954, 3923496839, 3824408674, 3824408680]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,389853142,yes,,"POLYGON ((121.4011471 31.2268598, 121.4013189 31.2268599, 121.4014163 31.2268605, 121.4014165 31.226799, 121.4014229 31.2267979, 121.4014282 31.2267948, 121.4014317 31.2267902, 121.4014329 31.2267847, 121.4014317 31.2267793, 121.4014279 31.2267748, 121.4014225 31.2267718, 121.4014166 31.2267708, 121.4014167 31.226717, 121.4014233 31.2267159, 121.4014286 31.2267128, 121.4014321 31.2267082, 121.4014333 31.2267028, 121.401432 31.2266974, 121.4014283 31.2266928, 121.401423 31.2266898, 121.4014166 31.2266888, 121.4014171 31.2266341, 121.4013196 31.2266339, 121.4011471 31.2266335, 121.4011471 31.2267796, 121.4011471 31.2267848, 121.4011471 31.2268542, 121.4011471 31.2268598))","[3923496848, 3930147474, 3824408679, 3830918093, 3862460984, 3862460980, 3862460978, 3830918092, 3862460974, 3862460971, 3862460967, 3830918087, 3830918086, 3862460966, 3862460962, 3862460960, 3830918081, 3862460656, 3862460654, 3862460650, 3830918080, 3824408673, 3930147471, 3824408672, 3923496840, 3862460973, 3923496845, 3923496848]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,514669207,yes,田家炳教育书院,"POLYGON ((121.4024226 31.2326002, 121.4018468 31.2326916, 121.4019569 31.2330825, 121.4022267 31.233123, 121.4024226 31.2326002))","[5027703726, 5027703727, 1317204248, 5027703728, 5027703726]",,,,,,,,,,,,,,,,,,,,,,,200062,上海市,免费师范生暑假里面上课的地方啊哈哈,,,
relation,1618082,residential,,"POLYGON ((121.403015 31.2313636, 121.4029246 31.2315689, 121.4029485 31.2315768, 121.4029153 31.2316546, 121.4031498 31.2317272, 121.4031775 31.231667, 121.4031919 31.231672, 121.4032413 31.2316044, 121.4032611 31.2316103, 121.4033734 31.2314545, 121.4033579 31.2314498, 121.4033781 31.2314075, 121.4034028 31.2314146, 121.4034464 31.2313251, 121.4033078 31.2312803, 121.403295 31.2313022, 121.4028885 31.2311726, 121.4028346 31.2313062, 121.403015 31.2313636), (121.403146 31.231334, 121.4033018 31.2313829, 121.4031047 31.231649, 121.4030197 31.2316221, 121.403146 31.231334))","[[[1317247984, 1317247951, 1317248017, 1317248053, 1317247984], [1317248045, 1317248012, 3834004204, 3834004202, 1317248022, 1317247997, 3834004213, 3834004218, 3834004220, 3834004226, 3834004225, 3834004227, 1317248003, 1317247995, 1317248002, 1317247986, 1317247967, 1317247938, 1317248045]]]",,,,,,,,,,7,,,,,,,,,,,,,,,,"[116945150, 116945153]",multipolygon,
relation,2812444,school,,"POLYGON ((121.4019213 31.2326178, 121.4018527 31.2326618, 121.401675 31.2326016, 121.4016066 31.2327493, 121.4018079 31.2328175, 121.4018197 31.2328798, 121.4017649 31.2328867, 121.4017657 31.2328907, 121.4016603 31.2329043, 121.4015543 31.232918, 121.4015529 31.2329106, 121.4014699 31.2329214, 121.4014603 31.232984, 121.401475 31.2330675, 121.4015369 31.2330595, 121.4015764 31.2330544, 121.4020084 31.2329986, 121.4020404 31.2332005, 121.4023088 31.233164, 121.4024562 31.2328561, 121.4025809 31.2325955, 121.4025391 31.2325807, 121.4024784 31.2325595, 121.4024304 31.2325433, 121.4019255 31.2326237, 121.4019213 31.2326178), (121.4021182 31.2327915, 121.4021817 31.2327229, 121.4022934 31.2327059, 121.4023055 31.2327539, 121.4022941 31.2328002, 121.4022476 31.2329072, 121.402275 31.232917, 121.402218 31.233032, 121.4021912 31.2330568, 121.4021498 31.2330721, 121.4020936 31.2330802, 121.4020789 31.2329891, 121.4020633 31.2329915, 121.4020594 31.2329693, 121.4020428 31.2329714, 121.40204 31.2329552, 121.402027 31.2329569, 121.402019 31.2329119, 121.4020045 31.2329137, 121.4020031 31.2329042, 121.4019987 31.2328779, 121.4019756 31.2328812, 121.4019517 31.2328845, 121.4019486 31.2328671, 121.4019189 31.2328709, 121.4019183 31.2328669, 121.4018995 31.2327641, 121.4019487 31.2327567, 121.402062 31.2327411, 121.4020531 31.2327511, 121.4021182 31.2327915))","[[[1317248051, 3842546532, 3842577247, 3808695727, 3834004245, 3842579477, 3846413021, 3808695729, 3842547283, 3808695730, 3808695733, 3808695732, 1317248033, 3808695739, 1317247963, 3808695744, 3808695743, 1317247965, 1317247932, 1317247930, 3842547281, 1317248052, 3846674523, 3846674522, 1317247945, 1317248051], [1317248036, 1317248057, 1317247923, 1317247946, 1317248006, 1317247980, 1317247998, 1317247982, 1317248042, 1317248013, 1317248046, 1317248015, 3846443141, 3808695741, 3846443138, 3846443139, 3846443137, 3808695731, 3846443133, 3846443134, 3846443130, 3846443121, 3846443124, 3846443127, 3834004248, 3834004249, 3846413011, 3842547267, 3834004246, 3834004244, 1317248036]]]",,Tian Jiabin Building,,,,,,,,,,,,,,,,-1,,,,,,,,"[116945152, 209249495]",multipolygon,surface
relation,3393757,school,对外汉语学院办公楼,"POLYGON ((121.3990289 31.2240041, 121.3992081 31.2240025, 121.3992078 31.223968, 121.3992892 31.2239673, 121.3992865 31.2237336, 121.3991864 31.2237345, 121.399186 31.2237025, 121.3989126 31.2237047, 121.3989155 31.2239736, 121.3990286 31.2239728, 121.3990289 31.2240041), (121.3990265 31.223787, 121.3992102 31.2237855, 121.3992117 31.2239154, 121.399028 31.2239168, 121.3990265 31.223787))","[[[1317204388, 1317204362, 1317204365, 1317204279, 1317204312, 1317204304, 1317204314, 1317204358, 1317204390, 1317204311, 1317204388], [1317204508, 1317204379, 1317204329, 1317204400, 1317204508]]]",Office Building of School of Teaching Chinese as a Foreign Language,,,,,,,,,,,,,,,,,,,,,,,,,"[116940031, 253080411]",multipolygon,
relation,5699952,school,图书馆,"POLYGON ((121.4013637 31.2303805, 121.4013672 31.2303815, 121.4014135 31.2303942, 121.401417 31.2303951, 121.401463 31.2304077, 121.4014666 31.2304086, 121.4015127 31.2304213, 121.4015162 31.2304223, 121.4015624 31.2304349, 121.4015659 31.2304359, 121.401612 31.2304485, 121.4016155 31.2304495, 121.4016599 31.2304617, 121.4016633 31.2304627, 121.4017038 31.2304738, 121.4017009 31.2304817, 121.4017 31.2304841, 121.4017073 31.2304861, 121.4017034 31.2304969, 121.4017018 31.2305012, 121.4016999 31.2305063, 121.4017757 31.230527, 121.4017776 31.2305219, 121.4017792 31.2305176, 121.4017833 31.2305068, 121.4018408 31.2305226, 121.401848 31.2305246, 121.4019074 31.2305407, 121.4019146 31.2305428, 121.4019155 31.2305405, 121.4019753 31.2305568, 121.4019745 31.230559, 121.4019814 31.2305609, 121.4019941 31.2305269, 121.4020455 31.230541, 121.4020566 31.230544, 121.4020742 31.230497, 121.4020752 31.2304972, 121.4020807 31.2304825, 121.4021024 31.2304884, 121.4021769 31.2305088, 121.4021814 31.23051, 121.4021838 31.2305106, 121.4022369 31.2303685, 121.4022159 31.2303627, 121.4022277 31.2303313, 121.4022043 31.2303249, 121.4021891 31.2303207, 121.4021978 31.2302974, 121.4021492 31.2302841, 121.4021691 31.2302307, 121.4020985 31.2302115, 121.4021187 31.2301575, 121.4020757 31.2301458, 121.4020773 31.2301417, 121.4020851 31.2301207, 121.402098 31.2300862, 121.4019591 31.2300483, 121.4019387 31.2300427, 121.4019249 31.2300389, 121.4019143 31.230036, 121.4019105 31.2300461, 121.4019001 31.2300741, 121.4014946 31.2299635, 121.4014888 31.2299792, 121.4014667 31.2300384, 121.4014784 31.2300416, 121.4013967 31.2302601, 121.4013841 31.2302567, 121.4013405 31.2303742, 121.4013637 31.2303805), (121.401704 31.2303443, 121.4016595 31.2303321, 121.401656 31.2303311, 121.40161 31.2303186, 121.4016065 31.2303176, 121.4015602 31.230305, 121.4015568 31.230304, 121.4015104 31.2302914, 121.4015068 31.2302904, 121.4015328 31.230221, 121.4015619 31.230229, 121.4015995 31.2301284, 121.4018267 31.2301904, 121.4018107 31.2302331, 121.4018379 31.2302406, 121.4018106 31.2303137, 121.4018009 31.2303396, 121.4017658 31.23033, 121.4017692 31.2303208, 121.4017529 31.2303163, 121.4017532 31.2303156, 121.4017209 31.2303068, 121.4017115 31.2303322, 121.4017122 31.2303323, 121.4017074 31.2303452, 121.401704 31.2303443))","[[[3787375093, 3787375087, 3787375088, 1317204417, 3787721592, 3787375067, 3786257228, 1317204753, 3788863901, 1317204766, 3787466957, 3792673126, 3787466958, 3786250943, 3788863910, 3788863914, 3786250944, 1317204747, 3786250945, 3786250946, 1317204754, 1317204770, 3862618315, 3862618316, 3862618317, 3862618319, 3788749714, 1317204398, 3788749719, 3788749718, 3862988528, 3809674238, 3809674240, 3809674239, 3787350666, 3862988548, 3865372300, 3862988552, 3862988551, 3862988549, 3862988547, 3787350667, 3787486322, 3787486321, 3787486320, 3865621498, 3865621500, 3865621501, 3865621502, 3865621497, 3865621496, 3865621494, 3787350664, 3863189423, 3866758764, 3866758763, 3862566757, 3865372299, 3865372298, 3865372297, 3865372296, 3865372295, 3865372294, 3865372293, 3865372292, 3865372291, 3865372289, 3865372288, 3865372287, 3865372286, 3787375093], [3787344842, 3809673921, 3809673920, 3809673916, 3809673918, 3809673919, 3862916815, 3862916816, 3862916817, 3786257236, 3786257235, 3786257234, 3786257232, 3787344838, 3862905121, 3862905120, 3862905124, 3865372278, 3865372279, 3865372280, 3865372281, 3865372282, 3865372283, 3865372284, 3865372285, 3787344842]]]",Library,,,library,,,,,,,,,,,,,,,,,,,,,,"[116940069, 383088710]",multipolygon,
relation,6179556,yes,,"POLYGON ((121.3974943 31.2328564, 121.3974646 31.2328564, 121.3974645 31.2327675, 121.3976161 31.2327674, 121.3976489 31.2327042, 121.3975681 31.2326869, 121.3975584 31.2327202, 121.3974437 31.2326824, 121.3974444 31.2327363, 121.3974106 31.2327363, 121.3974113 31.2333475, 121.3975688 31.2333474, 121.3975688 31.2333028, 121.3974574 31.2333029, 121.3974573 31.233214, 121.3974947 31.233214, 121.3974945 31.2330845, 121.3974583 31.2330845, 121.3974582 31.2329955, 121.3974944 31.2329955, 121.3974943 31.2328564))","[[[4156175125, 4156175126], [4156175126, 3930395626, 3930395644, 4156175127], [4156175127, 4156175128], [4156175128, 4156175129, 4156175120, 4156175121, 4156175117, 4156175119, 1130836114], [1130836114, 4156175118], [4156175118, 4156175122], [4156175122, 3930395564, 3930395574, 4156175123], [4156175123, 4156175124], [4156175124, 3930395593, 3930395601, 4156175125]]]",,,,,,,,,,,,,,,,,,,,,,,,,,"[414477910, 389878913, 414477911, 414477936, 414477919, 414477915, 389878912, 414477918, 389878915]",multipolygon,
