element_type,osmid,building,name,geometry,nodes,int_name,name:en,alt_name,amenity,building:colour,height,min_height,roof:colour,roof:shape,building:levels,source,website,emergency,healthcare,roof:levels,roof:direction,roof:height,layer,roof:material,note,roof:orientation,shop,addr:postcode,addr:province,description,ways,type,location
way,375402055,yes,,"POLYGON ((121.4013787 31.2298918, 121.4013473 31.2299781, 121.4013932 31.2299902, 121.4014024 31.2299648, 121.4014491 31.2299772, 121.4014524 31.229968, 121.4014713 31.2299162, 121.4013787 31.2298918))","[3787721584, 3787721591, 3792673113, 3792673107, 3787375069, 3792673109, 3787721585, 3787721584]",,,,,,2.8,,7d827e,flat,1,,,,,,,,,,,,,,,,,,
way,375402057,yes,,"POLYGON ((121.4013787 31.2298918, 121.4014713 31.2299162, 121.4015295 31.2297584, 121.4014358 31.2297338, 121.4013787 31.2298918))","[3787721584, 3787721585, 3787721581, 3787721580, 3787721584]",,,,,#cdaa9d,7,,#7d827e,gabled,1,,,,,,,3,,,,,,,,,,,
way,375404058,school,,"POLYGON ((121.4009827 31.2278464, 121.4007415 31.2277901, 121.4007029 31.2279108, 121.4009442 31.2279671, 121.4009827 31.2278464))","[3822810472, 3822810464, 3822810474, 3822810477, 3822810472]",,,,,,,,7d827e,flat,1,,,,,,,,,,,,,,,,,,
way,375411989,school,逸夫楼——学术交流中心,"POLYGON ((121.4018546 31.2283474, 121.4021006 31.2284087, 121.4021336 31.2283115, 121.4021542 31.2283166, 121.4021621 31.2283182, 121.402173 31.228321, 121.4021796 31.2282869, 121.4021791 31.2282515, 121.4022358 31.228082, 121.4022337 31.2280815, 121.4022131 31.2280763, 121.4022026 31.2280737, 121.4022006 31.2280732, 121.4021862 31.2280696, 121.4021714 31.2280659, 121.4021694 31.2280654, 121.4021598 31.228063, 121.4021325 31.2280562, 121.4021014 31.2280484, 121.4020661 31.2280396, 121.402068 31.2280341, 121.4019692 31.2280092, 121.4019662 31.2280183, 121.4019643 31.2280178, 121.4019453 31.2280735, 121.4019472 31.228074, 121.4019441 31.2280832, 121.4019154 31.2280761, 121.4019129 31.2280832, 121.4018902 31.2280776, 121.4018548 31.228182, 121.4018775 31.2281876, 121.4018746 31.2281963, 121.4018825 31.2281982, 121.4018609 31.2282619, 121.4018818 31.2282671, 121.4018546 31.2283474))","[3787819722, 3787819720, 3787910826, 3812665247, 3787910828, 3812665248, 3812665245, 3812665243, 3787819718, 3804696713, 3804806101, 3816656012, 3816656011, 3804696710, 3804696709, 3804696708, 3804696707, 3804696706, 3804696704, 3791266763, 3791266762, 3790429966, 3808615603, 3808615602, 3808615604, 3808615605, 3808615608, 3808615606, 3808615607, 3791266767, 3808615609, 3808615610, 3808615611, 3787910810, 3787910818, 3791266772, 3787819722]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,375422188,school,,"POLYGON ((121.4025328 31.2283712, 121.4022404 31.2283031, 121.4022134 31.228388, 121.402342 31.2284179, 121.4024131 31.2284345, 121.4025058 31.2284561, 121.4025132 31.2284327, 121.4025328 31.2283712))","[3787910829, 3787910824, 3787910830, 3788622829, 3788622830, 3787910831, 1317216527, 3787910829]",,,,,#f8f5d8,,,#7d827e,flat,4,,,,,,,,,,,,,,,,,,
way,375502715,yes,,"POLYGON ((121.4008221 31.2288508, 121.4008401 31.2287983, 121.40085 31.2287694, 121.4008432 31.2287677, 121.4008632 31.2287094, 121.4008907 31.2287163, 121.4008707 31.2287746, 121.4008579 31.2287714, 121.4008262 31.2288639, 121.4008244 31.2288634, 121.4008281 31.2288523, 121.4008221 31.2288508))","[3788661746, 3837258588, 3837185821, 3837185820, 3788661738, 3788661739, 3837185823, 3837185822, 3788661748, 3837185826, 3837258590, 3788661746]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,375697687,school,,"POLYGON ((121.3997613 31.2278207, 121.3998882 31.2278485, 121.3999231 31.2277323, 121.3999668 31.2277419, 121.3999938 31.2276519, 121.3999501 31.2276423, 121.3999613 31.227605, 121.399593 31.2275242, 121.3995813 31.2275631, 121.3995454 31.2275552, 121.3995262 31.2276191, 121.3995154 31.2276167, 121.399508 31.2276416, 121.3994642 31.2277875, 121.3995829 31.2278136, 121.3995919 31.2277835, 121.3997613 31.2278207))","[3790455217, 3790455218, 3790337240, 3790455216, 3790455211, 3790337210, 3790455204, 3790455200, 3790455202, 3790455201, 3790556175, 3790556174, 3790455209, 3790556182, 3790556183, 3790556181, 3790455217]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,375814153,yes,,"POLYGON ((121.4010735 31.2279832, 121.4011203 31.2279942, 121.401114 31.2280138, 121.4011928 31.2280323, 121.4012065 31.2279897, 121.4012649 31.2280034, 121.4012884 31.2279301, 121.4012301 31.2279164, 121.4012403 31.2278845, 121.4011614 31.227866, 121.4011146 31.227855, 121.4011032 31.2278907, 121.4010735 31.2279832))","[3791507759, 3791507761, 3791507763, 3791507764, 3791507760, 3791507762, 3791507758, 3791507757, 3791507054, 3791507053, 3791507052, 3791507055, 3791507759]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,375892085,yes,中國工商銀行,"POLYGON ((121.4054319 31.2294975, 121.4053808 31.2294846, 121.4053541 31.2294779, 121.4052983 31.2296398, 121.4053574 31.2296547, 121.4053761 31.2296594, 121.4053866 31.229629, 121.4053948 31.2296298, 121.4054032 31.2296277, 121.40541 31.2296229, 121.4054141 31.2296163, 121.405415 31.2296089, 121.4054124 31.2296017, 121.4054069 31.2295959, 121.4053991 31.2295924, 121.4054319 31.2294975))","[3792330714, 3798076047, 3792330713, 3792330730, 3792341710, 3792330731, 3792330726, 3792330727, 3792330725, 3792330724, 3792330723, 3792330721, 3792330718, 3792330717, 3792330716, 3792330714]",ICBC,Commercial Bank of China,,,,,,8c9293,flat,3,,http://big5.icbc.com.cn/icbc/,,,,,,,,,,,,,,,,
way,375892086,yes,,"POLYGON ((121.4051994 31.2295926, 121.405082 31.2295631, 121.40507 31.2295972, 121.4051876 31.2296268, 121.4051922 31.2296133, 121.4051994 31.2295926))","[3792330720, 3792330715, 3792330719, 3792330728, 3792330722, 3792330720]",,,,,,,,8c9293,flat,1,,,,,,,,,,,,,,,,,,
way,375893612,yes,,"POLYGON ((121.4050968 31.2298988, 121.4051244 31.2299066, 121.4051151 31.229932, 121.4051783 31.229949, 121.4051877 31.2299236, 121.4051983 31.2299262, 121.4052032 31.2299243, 121.4052122 31.2299001, 121.4052009 31.2298971, 121.4052041 31.2298884, 121.4051931 31.2298854, 121.4051957 31.2298783, 121.4051679 31.2298706, 121.4051872 31.2298179, 121.405206 31.229767, 121.4052323 31.2297742, 121.4052349 31.2297671, 121.405246 31.2297701, 121.4052492 31.2297615, 121.4052604 31.2297645, 121.4052694 31.2297403, 121.4052667 31.2297363, 121.4052562 31.2297332, 121.4052656 31.2297078, 121.4051997 31.2296899, 121.4051903 31.2297153, 121.4051652 31.2297088, 121.4051493 31.2297517, 121.4051777 31.2297594, 121.4051588 31.2298108, 121.4051397 31.229863, 121.4051126 31.2298559, 121.4050968 31.2298988))","[3792330865, 3792330868, 3792330873, 3792330875, 3792330869, 3792330871, 3792330870, 3792330866, 3792330864, 3792330861, 3792330859, 3792330858, 3792330857, 3792330892, 3792330746, 3792330750, 3792330747, 3792330748, 3792330744, 3792330745, 3792330740, 3792330739, 3792330738, 3792330735, 3792330733, 3792330737, 3792330736, 3792330742, 3792330743, 3792330754, 3792330756, 3792330755, 3792330865]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,375893613,roof,,"POLYGON ((121.4053948 31.2296298, 121.4053814 31.2296697, 121.4052951 31.229648, 121.4052983 31.2296398, 121.4053574 31.2296547, 121.4053761 31.2296594, 121.4053866 31.229629, 121.4053948 31.2296298))","[3792330727, 3792341711, 3792341709, 3792330730, 3792341710, 3792330731, 3792330726, 3792330727]",,,,,,2.5,,,,,,,,,,,,1,glass,,,,,,,,,
way,375923702,yes,,"POLYGON ((121.4021957 31.2311176, 121.4022149 31.231125, 121.4022822 31.2309982, 121.4022489 31.2309853, 121.4021816 31.2311121, 121.4021957 31.2311176))","[7808646191, 3792618972, 7808646193, 7808646192, 7808646190, 7808646191]",,,,,,1,,bfc6ca,skillion,,,,,,,245.8,1,,,,,,,,,,,
way,375923703,yes,,"POLYGON ((121.4022741 31.2309462, 121.4023086 31.2309591, 121.4023756 31.230829, 121.4023528 31.2308204, 121.4023411 31.2308161, 121.4022741 31.2309462))","[7808621515, 7808621516, 3792618964, 7808621514, 7808621517, 7808621515]",,,,,,1,,bfc6ca,skillion,,,,,,,245.8,1,,,,,,,,,,,
way,375944085,yes,中山北路校区大礼堂,"POLYGON ((121.4031538 31.2301101, 121.4032216 31.2299405, 121.4036501 31.2300656, 121.4036524 31.2300663, 121.4036547 31.230067, 121.4036458 31.2300892, 121.4036945 31.2301034, 121.4037044 31.2301064, 121.4036932 31.2301343, 121.4036892 31.2301331, 121.4036865 31.2301397, 121.4036874 31.23014, 121.4037064 31.2301455, 121.403684 31.2302014, 121.4036651 31.2301959, 121.4036642 31.2301956, 121.4036615 31.2302024, 121.4036656 31.2302036, 121.4036544 31.2302317, 121.4036451 31.230229, 121.4035957 31.2302145, 121.4035898 31.2302292, 121.4035889 31.2302315, 121.4035868 31.2302366, 121.4035845 31.2302359, 121.4035823 31.2302353, 121.4035802 31.2302347, 121.4033877 31.2301783, 121.4031538 31.2301101))","[1290048314, 1290048299, 1290048303, 3800462239, 3800462240, 3800462243, 3792823463, 3802365466, 3800462251, 3800462250, 3792823464, 3802055865, 3792823465, 3792823467, 3802055871, 3792823466, 3799269517, 3799269518, 3792823469, 3802365467, 3799269522, 3802267540, 3856137371, 3799269528, 3799269527, 3799269526, 3802267544, 3802267539, 1290048314]",Zhongshan North Campus Auditorium,,,public_building,,,,,,,,,,,,,,,,,,,,,,,,
way,375969083,yes,,"POLYGON ((121.4032615 31.2303616, 121.403501 31.2304319, 121.4035076 31.2304155, 121.4035628 31.2304317, 121.4036087 31.2303174, 121.4035535 31.2303012, 121.4035594 31.2302865, 121.403585 31.2302941, 121.4035886 31.2302953, 121.4036123 31.2302357, 121.403609 31.2302347, 121.4035898 31.2302292, 121.4035889 31.2302315, 121.4035868 31.2302366, 121.4035845 31.2302359, 121.4035823 31.2302353, 121.4035802 31.2302347, 121.4033877 31.2301783, 121.403368 31.2302276, 121.4033209 31.2302137, 121.4033145 31.2302295, 121.4032378 31.230207, 121.4032258 31.2302368, 121.4033025 31.2302593, 121.4032615 31.2303616))","[1290048313, 1290048310, 3792823501, 3792823531, 3792823471, 3792823470, 3802267550, 3802267552, 3856140581, 3856140580, 3802267542, 3802267540, 3856137371, 3799269528, 3799269527, 3799269526, 3802267544, 3802267539, 3802267545, 1290048305, 3808737046, 3808737041, 3808737049, 3808737054, 1290048313]",,,,public_building,,,,,,,,,,,,,,,,,,,,,,,,
way,376043948,residential,第十一宿舍,"POLYGON ((121.3978826 31.2309157, 121.3978444 31.2309273, 121.3978405 31.2309177, 121.3977393 31.2309484, 121.3977688 31.2310196, 121.3977382 31.2310289, 121.3977616 31.2310855, 121.3977318 31.2310945, 121.3977596 31.2311617, 121.3978948 31.2311209, 121.3978687 31.2310579, 121.3978983 31.231049, 121.3978758 31.2309947, 121.3979109 31.230984, 121.3978826 31.2309157))","[3793898322, 3826162878, 3826162877, 3793898329, 3793898340, 3793898341, 3793898345, 3793898346, 3793898348, 3793898347, 3793898344, 3793898343, 3793898335, 3793898333, 3793898322]",,,,,,,,bfc6ca,flat,6,,,,,,,,,,,,,,,,,,
way,376043950,yes,,"POLYGON ((121.4051896 31.2301446, 121.405219 31.2301525, 121.4052484 31.2301607, 121.4052609 31.2301301, 121.4052718 31.2301328, 121.4052846 31.2301001, 121.4052945 31.2300969, 121.4053039 31.2300718, 121.4052895 31.2300444, 121.405281 31.2300421, 121.4052962 31.2300028, 121.4052207 31.2299817, 121.4052101 31.2300092, 121.4052012 31.2300067, 121.4051695 31.2300886, 121.4052068 31.2300992, 121.4051896 31.2301446))","[3792330888, 3796499819, 3796499820, 3796499818, 3792330889, 3792330887, 3792330886, 3792330885, 3792330884, 3792330883, 3792330880, 3792330879, 3792330881, 3793898260, 3793898267, 3793898271, 3792330888]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376043956,yes,,"POLYGON ((121.3998877 31.2325666, 121.3998622 31.2326402, 121.4001763 31.2327199, 121.4002019 31.2326464, 121.3998877 31.2325666))","[3793898429, 3793898443, 3793898450, 3793898444, 3793898429]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376043958,yes,,"POLYGON ((121.3998426 31.2325853, 121.3996016 31.2325214, 121.3995605 31.2326348, 121.3998016 31.2326986, 121.3998426 31.2325853))","[3793898434, 3793898415, 3793898440, 3793898447, 3793898434]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376043959,yes,,"POLYGON ((121.4003877 31.2329242, 121.4003679 31.2328104, 121.4001476 31.2328384, 121.4001673 31.2329522, 121.4003877 31.2329242))","[3793898558, 3793898455, 3793898456, 3793898559, 3793898558]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376043960,yes,,"POLYGON ((121.4051224 31.2301042, 121.4051563 31.2300134, 121.4051214 31.2300038, 121.4050874 31.2300947, 121.4051224 31.2301042))","[3793898272, 3793898261, 3793898259, 3793898269, 3793898272]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376043962,residential,,"POLYGON ((121.3982023 31.2299247, 121.3983571 31.229955, 121.3983837 31.2298553, 121.3982289 31.229825, 121.3982023 31.2299247))","[1317204296, 1317204349, 3793895054, 3793895053, 1317204296]",,,,,,,,bfc6ca,,6,,,,,,,,,,,,,,,,,,
way,376043965,yes,,"POLYGON ((121.4000158 31.2325832, 121.4000351 31.2325334, 121.3999245 31.2325021, 121.3999192 31.2325159, 121.3998711 31.2325023, 121.3998571 31.2325384, 121.4000158 31.2325832))","[3793898433, 3793898420, 3793898407, 3793898412, 3793898408, 3793898423, 3793898433]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376043967,yes,,"POLYGON ((121.4050818 31.2301098, 121.4050874 31.2300947, 121.4051214 31.2300038, 121.4051246 31.229995, 121.4048332 31.2299155, 121.4047904 31.2300302, 121.4050818 31.2301098))","[3793898273, 3793898269, 3793898259, 3793898258, 3793895055, 3793898264, 3793898273]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376043969,school,,"POLYGON ((121.4004211 31.2328783, 121.4011436 31.2327861, 121.4011118 31.232604, 121.4009739 31.2326216, 121.400989 31.2327083, 121.4007312 31.2327412, 121.4007243 31.2327015, 121.4003976 31.2327432, 121.4004211 31.2328783))","[3793898557, 3793898454, 3793898436, 3793898439, 3793898449, 3793898451, 3793898448, 3793898452, 3793898557]",,,,,#f8f5d8,,,#7d827e,flat,3,,,,,,,,,,,,,,,,,,
way,376352632,yes,,"POLYGON ((121.4043218 31.228205, 121.4043023 31.2282544, 121.404293 31.2282781, 121.4043746 31.2283017, 121.4043659 31.2283236, 121.4044554 31.2283495, 121.4045045 31.2283637, 121.4045134 31.2283412, 121.4045259 31.2283095, 121.4044594 31.2282903, 121.4044711 31.2282607, 121.4044486 31.2282542, 121.4043826 31.2282351, 121.4043871 31.2282238, 121.4043218 31.228205))","[3797912915, 3805420891, 3797912926, 3797912928, 3797912930, 3797912934, 3797912936, 3797912933, 3797912929, 3797912927, 3797912924, 3797912922, 3797912919, 3797912917, 3797912915]",,,,,#cdaa9d,,,,,4,,,,,,,,,,,,,,,,,,
way,376352633,yes,,"POLYGON ((121.4049994 31.2288218, 121.4050425 31.2286917, 121.4049797 31.2286764, 121.4049764 31.2286862, 121.4049119 31.2286706, 121.404908 31.2286824, 121.4048393 31.2286657, 121.4048383 31.2286686, 121.4047458 31.2286462, 121.4047432 31.2286541, 121.4046883 31.2286407, 121.4046915 31.228631, 121.4046277 31.2286156, 121.4046261 31.2286206, 121.404563 31.2286053, 121.4045291 31.2287077, 121.4049994 31.2288218))","[3797913082, 3797913071, 3797913068, 3797913070, 3797913067, 3797913069, 3797913065, 3797913066, 3797913063, 3797913064, 3797913062, 3797913061, 3797912956, 3797913059, 3797912954, 3797913075, 3797913082]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376352634,yes,,"POLYGON ((121.4053765 31.2287391, 121.4053728 31.2287496, 121.4054603 31.2287718, 121.4054639 31.2287612, 121.4053765 31.2287391))","[3797913076, 3797913077, 3797913079, 3797913078, 3797913076]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376352635,yes,,"POLYGON ((121.4056273 31.2288141, 121.4054756 31.2287757, 121.405438 31.2288843, 121.4055897 31.2289227, 121.4056273 31.2288141))","[3797913081, 3797913080, 3797913084, 3797913085, 3797913081]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376352637,residential,,"POLYGON ((121.4032325 31.2275213, 121.4031976 31.2276167, 121.4038112 31.2277809, 121.4038461 31.2276855, 121.4032325 31.2275213))","[3797912871, 3797912872, 3797912882, 3797912873, 3797912871]",,,,,,,,#8c9293,hipped,,,,,,,,,,,,,,,,,,,
way,376352638,school,华东师范大学出版社,"POLYGON ((121.4033925 31.2278639, 121.4033894 31.2278721, 121.4033673 31.2279314, 121.4033868 31.2279367, 121.4033828 31.2279474, 121.4034698 31.2279712, 121.403499 31.2278929, 121.4033925 31.2278639))","[3797912890, 3817137374, 3822460693, 3822460694, 3797912904, 3797912905, 3797912897, 3797912890]",,,,,,11,,#7d827e,flat,3,,,,,,,,,,,,,,,,,,
way,376352639,yes,,"POLYGON ((121.4046915 31.228631, 121.4047103 31.2285743, 121.4047126 31.2285675, 121.4046488 31.228552, 121.4046277 31.2286156, 121.4046915 31.228631))","[3797913061, 3797912948, 3797912947, 3797912946, 3797912956, 3797913061]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376352640,yes,,"POLYGON ((121.404485 31.228413, 121.4045045 31.2283637, 121.4044554 31.2283495, 121.4044457 31.2283741, 121.4044359 31.2283988, 121.404485 31.228413))","[3797912941, 3797912936, 3797912934, 3797912937, 3797912940, 3797912941]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376352641,school,,"POLYGON ((121.4035172 31.2279022, 121.4034881 31.2279809, 121.4038512 31.2280794, 121.4038804 31.2280007, 121.4035172 31.2279022))","[3822449447, 3822449454, 3797912909, 3822449455, 3822449447]",,,,,,12,,#7d827e,flat,3,,,,,,,,,,,,,,,,,,
way,376352642,yes,,"POLYGON ((121.4044486 31.2282542, 121.4044815 31.2281707, 121.4044156 31.2281516, 121.4043871 31.2282238, 121.4043826 31.2282351, 121.4044486 31.2282542))","[3797912922, 3797912913, 3797912912, 3797912917, 3797912919, 3797912922]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376352643,yes,,"POLYGON ((121.4038794 31.2278664, 121.4034507 31.2277511, 121.4034281 31.2278129, 121.4038567 31.2279281, 121.4038732 31.2278834, 121.4038794 31.2278664))","[3797912892, 3797912880, 3797912885, 3797912900, 3797912895, 3797912892]",,,,,,,,#8c9293,gabled,,,,,,,,,,,,,,,,,,,
way,376352644,yes,,"POLYGON ((121.4045815 31.2283609, 121.4046197 31.2282643, 121.4045515 31.2282446, 121.4045259 31.2283095, 121.4045134 31.2283412, 121.4045815 31.2283609))","[3797912935, 3797912925, 3797912921, 3797912929, 3797912933, 3797912935]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376352645,yes,,"POLYGON ((121.4041516 31.2279584, 121.4038732 31.2278834, 121.4038567 31.2279281, 121.4038507 31.2279443, 121.4041292 31.2280193, 121.4041516 31.2279584))","[3797912902, 3797912895, 3797912900, 3797912901, 3797912907, 3797912902]",,,,,,,,#8c9293,gabled,,,,,,,,,,,,,,,,,,,
way,376352646,yes,,"POLYGON ((121.4050425 31.2286917, 121.4050646 31.2286252, 121.4050017 31.22861, 121.4049984 31.2286198, 121.4049797 31.2286764, 121.4050425 31.2286917))","[3797913071, 3797913060, 3797912955, 3797913058, 3797913068, 3797913071]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376352647,yes,,"POLYGON ((121.4043871 31.2282238, 121.4044156 31.2281516, 121.4044202 31.22814, 121.4043549 31.2281211, 121.4043218 31.228205, 121.4043871 31.2282238))","[3797912917, 3797912912, 3797912911, 3797912910, 3797912915, 3797912917]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376352648,yes,,"POLYGON ((121.4046261 31.2286206, 121.4046277 31.2286156, 121.4046488 31.228552, 121.4046501 31.2285481, 121.4045871 31.2285328, 121.404563 31.2286053, 121.4046261 31.2286206))","[3797913059, 3797912956, 3797912946, 3797912945, 3797912944, 3797912954, 3797913059]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376352649,yes,,"POLYGON ((121.404293 31.2282781, 121.4043023 31.2282544, 121.4042807 31.2282481, 121.4042529 31.2283185, 121.4044457 31.2283741, 121.4044554 31.2283495, 121.4043659 31.2283236, 121.4043746 31.2283017, 121.404293 31.2282781))","[3797912926, 3805420891, 3805420890, 3797912932, 3797912937, 3797912934, 3797912930, 3797912928, 3797912926]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376352650,yes,,"POLYGON ((121.4047432 31.2286541, 121.4047458 31.2286462, 121.4047652 31.2285876, 121.4047103 31.2285743, 121.4046915 31.228631, 121.4046883 31.2286407, 121.4047432 31.2286541))","[3797913064, 3797913063, 3797912950, 3797912948, 3797913061, 3797913062, 3797913064]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376352651,yes,,"POLYGON ((121.4045259 31.2283095, 121.4045515 31.2282446, 121.404559 31.2282257, 121.4044925 31.2282065, 121.4044711 31.2282607, 121.4044594 31.2282903, 121.4045259 31.2283095))","[3797912929, 3797912921, 3797912918, 3797912916, 3797912924, 3797912927, 3797912929]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376352652,yes,,"POLYGON ((121.404908 31.2286824, 121.4049119 31.2286706, 121.40493 31.2286159, 121.4048613 31.2285993, 121.4048595 31.2286049, 121.4048393 31.2286657, 121.404908 31.2286824))","[3797913069, 3797913067, 3797913057, 3797912951, 3797912953, 3797913065, 3797913069]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376352654,yes,,"POLYGON ((121.4049764 31.2286862, 121.4049797 31.2286764, 121.4049984 31.2286198, 121.4049339 31.2286042, 121.40493 31.2286159, 121.4049119 31.2286706, 121.4049764 31.2286862))","[3797913070, 3797913068, 3797913058, 3797912952, 3797913057, 3797913067, 3797913070]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376352655,residential,,"POLYGON ((121.4039434 31.2277093, 121.403907 31.2278062, 121.4042614 31.2279035, 121.4042198 31.228014, 121.4043396 31.2280469, 121.4044175 31.2278395, 121.4039434 31.2277093))","[3797912876, 3797912883, 3797912898, 3797912906, 3797912908, 3797912887, 3797912876]",,,,,,,,#8c9293,hipped,,,,,,,,,,,,,,,,,,,
way,376352657,yes,,"POLYGON ((121.4047458 31.2286462, 121.4048383 31.2286686, 121.4048393 31.2286657, 121.4048595 31.2286049, 121.4047669 31.2285825, 121.4047652 31.2285876, 121.4047458 31.2286462))","[3797913063, 3797913066, 3797913065, 3797912953, 3797912949, 3797912950, 3797913063]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376352660,yes,,"POLYGON ((121.4045815 31.2283609, 121.4045134 31.2283412, 121.4045045 31.2283637, 121.404485 31.228413, 121.4044621 31.228471, 121.4045364 31.2284925, 121.4045779 31.2283875, 121.4045717 31.2283857, 121.4045815 31.2283609))","[3797912935, 3797912933, 3797912936, 3797912941, 3797912942, 3797912943, 3797912939, 3797912938, 3797912935]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376352663,yes,,"POLYGON ((121.4054756 31.2287757, 121.4054603 31.2287718, 121.4053728 31.2287496, 121.4051616 31.2286961, 121.4051581 31.2287061, 121.4051268 31.2286981, 121.4050771 31.2288415, 121.4054225 31.228929, 121.405438 31.2288843, 121.4054756 31.2287757))","[3797913080, 3797913079, 3797913077, 3797913072, 3797913074, 3797913073, 3797913083, 3797913086, 3797913084, 3797913080]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376378532,residential,,"POLYGON ((121.4044457 31.2266273, 121.4044231 31.2266929, 121.404483 31.226708, 121.404475 31.2267313, 121.4046921 31.226786, 121.4048254 31.2263995, 121.4046144 31.2263463, 121.4045809 31.2264434, 121.4047058 31.2264749, 121.4046367 31.2266755, 121.4044457 31.2266273))","[3798131331, 3798131341, 3798131346, 3798131350, 3798131360, 3798131294, 3798131286, 3798131299, 3798131305, 3798131336, 3798131331]",,,,,,,,8c9293,hipped,,,,,,,,,,,,,,,,,,,
way,376378533,residential,,"POLYGON ((121.4030248 31.2264524, 121.4030646 31.2263389, 121.4029564 31.2263112, 121.4029498 31.2263302, 121.4030031 31.2263438, 121.4029835 31.2263996, 121.4028297 31.2263603, 121.4028492 31.2263045, 121.4029026 31.2263182, 121.4029093 31.2262991, 121.4027996 31.226271, 121.4027598 31.2263845, 121.4030248 31.2264524))","[3798131302, 3798131284, 3798131279, 3798131281, 3798131285, 3798131295, 3798131289, 3798131277, 3798131280, 3798131276, 3798131271, 3798131293, 3798131302]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376378534,residential,,"POLYGON ((121.4028633 31.2270242, 121.4028719 31.2269991, 121.40288 31.2270011, 121.4028931 31.2269629, 121.4028851 31.2269609, 121.4028934 31.2269368, 121.4028594 31.2269283, 121.4028827 31.2268606, 121.4028477 31.2268518, 121.4028433 31.2268647, 121.4027772 31.2268481, 121.40278 31.2268399, 121.402748 31.2268318, 121.4027452 31.2268401, 121.4026859 31.2268251, 121.4026904 31.2268121, 121.4026505 31.2268021, 121.4026272 31.2268698, 121.4025933 31.2268612, 121.402583 31.226891, 121.402574 31.2268887, 121.4025644 31.2269167, 121.4025734 31.226919, 121.4025632 31.2269486, 121.4026606 31.2269731, 121.4026589 31.226978, 121.4026795 31.2269832, 121.4026893 31.2269547, 121.4026955 31.2269367, 121.4027598 31.226953, 121.402754 31.2269699, 121.4027438 31.2269993, 121.4027635 31.2270043, 121.4027652 31.2269995, 121.4028633 31.2270242))","[3798131407, 3816888989, 3816888991, 3816888983, 3816888982, 3798131388, 3798131384, 3798131374, 3798131372, 3798131377, 3816888533, 3816888531, 3816888530, 3816888532, 3798131367, 3798131364, 3798131362, 3798131378, 3798131375, 3816888536, 3816888535, 3816888957, 3816888959, 3798131390, 3816888985, 3816888986, 3816888987, 3816888981, 3798131389, 3798131399, 3816888984, 3798131403, 3816888992, 3816888990, 3798131407]",,,,,#cdaa9d,,,#d5c1b9,,16,,,,,,,,,,,,,,,,,,
way,376378535,residential,,"POLYGON ((121.406128 31.2271843, 121.4059182 31.2271658, 121.4059095 31.2272383, 121.4061193 31.2272568, 121.406128 31.2271843))","[3798131441, 3798131435, 3798131448, 3798131452, 3798131441]",,,,,,,,#bd9c8f,hipped,,,,,,,,,,,,,,,,,,,
way,376378536,yes,,"POLYGON ((121.4051215 31.2275587, 121.4051814 31.2274082, 121.4050665 31.2273748, 121.4050066 31.2275253, 121.4051215 31.2275587))","[3798131482, 3798131469, 3798131462, 3798131480, 3798131482]",,,,,,,,bd9c8f,gabled,,,,,,,,,,,Dining Hall East,,,,,,,,
way,376378537,residential,,"POLYGON ((121.4030001 31.225617, 121.4023217 31.2254442, 121.4022936 31.2255249, 121.4029719 31.2256977, 121.4030001 31.225617))","[3798129518, 3798129513, 3798129516, 3798129524, 3798129518]",,,,,,,,8c9293,hipped,,,,,,,,,,,,,,,,,,,
