u,v,key,osmid,name,highway,maxspeed,width,oneway,reversed,length,lanes,geometry,ref,service,access,bridge,tunnel
9290820338,9290820336,0,1007079320,,service,,,False,True,3.095,,"LINESTRING (-71.096497 42.3567256, -71.0965124 42.356751)",,driveway,private,,
9290902414,8859547407,0,957465385,,footway,,,False,False,21.907,,"LINESTRING (-71.1037792 42.3550251, -71.1036702 42.3548453)",,,,,
9290902414,8859547406,0,957465385,,footway,,,False,True,28.117,,"LINESTRING (-71.1037792 42.3550251, -71.1039134 42.3552577)",,,,,
9290902414,9290942626,0,1007094234,,footway,,,False,False,20.244,,"LINESTRING (-71.1037792 42.3550251, -71.1035552 42.3551009)",,,,,
9290902415,9290942626,0,1007094234,,footway,,,False,True,34.956,,"LINESTRING (-71.1031669 42.3552293, -71.1035552 42.3551009)",,,,,
9290902415,8859547410,0,1007094235,,footway,,,False,True,28.047,,"LINESTRING (-71.1031669 42.3552293, -71.1033046 42.3554601)",,,,,
9290902415,9290942637,0,1007094235,,footway,,,False,False,10.636,,"LINESTRING (-71.1031669 42.3552293, -71.1031567 42.3552102, -71.1031135 42.3551422)",,,,,
9290902416,6357824212,0,485223502,,footway,,,False,False,14.192,,"LINESTRING (-71.1029206 42.354822, -71.1027621 42.3548727)",,,,,
9290902416,9290942619,0,485223502,,footway,,,False,True,16.754,,"LINESTRING (-71.1029206 42.354822, -71.1031078 42.3547623)",,,,,
9290902416,9290942620,0,1007094235,,footway,,,False,True,13.257,,"LINESTRING (-71.1029206 42.354822, -71.1029844 42.3549315)",,,,,
9290942617,9290942620,0,1007094236,,footway,,,False,False,14.226,,"LINESTRING (-71.1028242 42.35498, -71.1029844 42.3549315)",,,,,
9290942617,6357824212,0,1007094246,,footway,,,False,True,12.977,,"LINESTRING (-71.1028242 42.35498, -71.1027621 42.3548727)",,,,,
9290942617,9290942635,0,"[1007094246, 1007094247]",,footway,,,False,"[False, True]",31.947000000000003,,"LINESTRING (-71.1028242 42.35498, -71.1028846 42.35508, -71.1028343 42.3550962, -71.1028627 42.3551476, -71.1029119 42.3552208)",,,,,
9290942619,9290902416,0,485223502,,footway,,,False,False,16.754,,"LINESTRING (-71.1031078 42.3547623, -71.1029206 42.354822)",,,,,
9290942619,9290942627,0,485223502,,footway,,,False,True,18.943,,"LINESTRING (-71.1031078 42.3547623, -71.1033194 42.3546947)",,,,,
9290942619,9290942620,0,1007094236,,footway,,,False,True,30.076,,"LINESTRING (-71.1031078 42.3547623, -71.1031729 42.3548705, -71.1029844 42.3549315)",,,,,
9290942619,9290942662,0,1007094244,,footway,,,False,True,21.259999999999998,,"LINESTRING (-71.1031078 42.3547623, -71.1030796 42.3546956, -71.1030649 42.3546449, -71.1030567 42.3546015, -71.1030603 42.354576)",,,,,
9290942620,9290902416,0,1007094235,,footway,,,False,False,13.257,,"LINESTRING (-71.1029844 42.3549315, -71.1029206 42.354822)",,,,,
9290942620,9290942637,0,1007094235,,footway,,,False,True,25.719,,"LINESTRING (-71.1029844 42.3549315, -71.1031135 42.3551422)",,,,,
9290942620,9290942617,0,1007094236,,footway,,,False,True,14.226,,"LINESTRING (-71.1029844 42.3549315, -71.1028242 42.35498)",,,,,
9290942620,9290942619,0,1007094236,,footway,,,False,False,30.076,,"LINESTRING (-71.1029844 42.3549315, -71.1031729 42.3548705, -71.1031078 42.3547623)",,,,,
9290942626,9290902415,0,1007094234,,footway,,,False,False,34.956,,"LINESTRING (-71.1035552 42.3551009, -71.1031669 42.3552293)",,,,,
9290942626,9290902414,0,1007094234,,footway,,,False,True,20.244,,"LINESTRING (-71.1035552 42.3551009, -71.1037792 42.3550251)",,,,,
9290942626,9290942627,0,1007094238,,footway,,,False,False,49.15,,"LINESTRING (-71.1035552 42.3551009, -71.1033299 42.3547148, -71.1033194 42.3546947)",,,,,
9290942627,9290942619,0,485223502,,footway,,,False,False,18.943,,"LINESTRING (-71.1033194 42.3546947, -71.1031078 42.3547623)",,,,,
9290942627,6357824213,0,485223502,,footway,,,False,True,10.027,,"LINESTRING (-71.1033194 42.3546947, -71.1034314 42.3546589)",,,,,
9290942627,9290942626,0,1007094238,,footway,,,False,True,49.15,,"LINESTRING (-71.1033194 42.3546947, -71.1033299 42.3547148, -71.1035552 42.3551009)",,,,,
9290942635,9290942637,0,1007094240,,footway,,,False,False,18.933999999999997,,"LINESTRING (-71.1029119 42.3552208, -71.1029271 42.3552063, -71.1031135 42.3551422)",,,,,
9290942635,9632179203,0,1007094240,,footway,,,False,True,31.953,,"LINESTRING (-71.1029119 42.3552208, -71.102912 42.3552341, -71.1030678 42.3554828)",,,,,
9290942635,9290942617,0,"[1007094246, 1007094247]",,footway,,,False,"[False, True]",31.947,,"LINESTRING (-71.1029119 42.3552208, -71.1028627 42.3551476, -71.1028343 42.3550962, -71.1028846 42.35508, -71.1028242 42.35498)",,,,,
9290942637,9290942620,0,1007094235,,footway,,,False,False,25.719,,"LINESTRING (-71.1031135 42.3551422, -71.1029844 42.3549315)",,,,,
9290942637,9290902415,0,1007094235,,footway,,,False,True,10.636,,"LINESTRING (-71.1031135 42.3551422, -71.1031567 42.3552102, -71.1031669 42.3552293)",,,,,
9290942637,9290942635,0,1007094240,,footway,,,False,True,18.933999999999997,,"LINESTRING (-71.1031135 42.3551422, -71.1029271 42.3552063, -71.1029119 42.3552208)",,,,,
9290942662,9290942663,0,1007094245,,footway,,,False,False,33.591,,"LINESTRING (-71.1030603 42.354576, -71.1026879 42.3547006)",,,,,
9290942662,9290942619,0,1007094244,,footway,,,False,False,21.259999999999998,,"LINESTRING (-71.1030603 42.354576, -71.1030567 42.3546015, -71.1030649 42.3546449, -71.1030796 42.3546956, -71.1031078 42.3547623)",,,,,
9290942662,6357824213,0,"[679012561, 1007094244]",,footway,,,False,True,60.415000000000006,,"LINESTRING (-71.1030603 42.354576, -71.1030632 42.3545556, -71.103091 42.3545134, -71.1031367 42.3544736, -71.1032118 42.3544313, -71.1032954 42.3543951, -71.1034314 42.3546589)",,,,,
9290942663,6154479698,0,679012557,,footway,,,False,True,12.962,,"LINESTRING (-71.1026879 42.3547006, -71.1025503 42.3547576)",,,,,
9290942663,9290942662,0,1007094245,,footway,,,False,True,33.591,,"LINESTRING (-71.1026879 42.3547006, -71.1030603 42.354576)",,,,,
9291062344,7866981463,0,843364455,,footway,,,False,False,45.953,,"LINESTRING (-71.0979051 42.3600692, -71.0975145 42.360247, -71.0974316 42.360289)",,,,,
9291062344,9291062357,0,"[1184542491, 843364455]",,footway,,,False,True,27.939,,"LINESTRING (-71.0979051 42.3600692, -71.0981594 42.3599534, -71.0981946 42.3599374)",,,,,
9291062344,9291062348,0,1007111499,,footway,,,False,False,16.471,,"LINESTRING (-71.0979051 42.3600692, -71.0979659 42.3601064, -71.0980032 42.3601291, -71.0980597 42.3601635)",,,,,
9291062348,9291062352,0,1007111498,,footway,,,False,True,20.723,,"LINESTRING (-71.0980597 42.3601635, -71.0978432 42.3602591)",,,,,
9291062348,9291062350,0,1008213290,,footway,,,False,False,11.218,,"LINESTRING (-71.0980597 42.3601635, -71.0981648 42.3602279)",,,,,
9291062348,9291062344,0,1007111499,,footway,,,False,True,16.471,,"LINESTRING (-71.0980597 42.3601635, -71.0980032 42.3601291, -71.0979659 42.3601064, -71.0979051 42.3600692)",,,,,
9291062349,9291062351,0,1007111500,,footway,,,False,False,26.93,,"LINESTRING (-71.0980765 42.3604879, -71.0981563 42.360253)",,,,,
9291062349,9291062352,0,1007111498,,footway,,,False,False,41.296,,"LINESTRING (-71.0980765 42.3604879, -71.0977624 42.3602956, -71.0978432 42.3602591)",,,,,
9291062349,9291062350,0,"[1007111498, 1008213290]",,footway,,,False,True,58.647999999999996,,"LINESTRING (-71.0980765 42.3604879, -71.098108 42.3605071, -71.0984144 42.3603671, -71.0981648 42.3602279)",,,,,
9291062350,9291062351,0,1007111500,,footway,,,False,True,2.877,,"LINESTRING (-71.0981648 42.3602279, -71.0981563 42.360253)",,,,,
9291062350,9291062348,0,1008213290,,footway,,,False,True,11.218,,"LINESTRING (-71.0981648 42.3602279, -71.0980597 42.3601635)",,,,,
9291062350,9291062349,0,"[1008213290, 1007111498]",,footway,,,False,False,58.647999999999996,,"LINESTRING (-71.0981648 42.3602279, -71.0984144 42.3603671, -71.098108 42.3605071, -71.0980765 42.3604879)",,,,,
9291062351,9291062350,0,1007111500,,footway,,,False,False,2.877,,"LINESTRING (-71.0981563 42.360253, -71.0981648 42.3602279)",,,,,
9291062351,9291062349,0,1007111500,,footway,,,False,True,26.93,,"LINESTRING (-71.0981563 42.360253, -71.0980765 42.3604879)",,,,,
9291062351,9291062352,0,1007111501,,footway,,,False,False,25.735,,"LINESTRING (-71.0981563 42.360253, -71.0978432 42.3602591)",,,,,
9291062352,9291062348,0,1007111498,,footway,,,False,False,20.723,,"LINESTRING (-71.0978432 42.3602591, -71.0980597 42.3601635)",,,,,
9291062352,9291062351,0,1007111501,,footway,,,False,True,25.735,,"LINESTRING (-71.0978432 42.3602591, -71.0981563 42.360253)",,,,,
9291062352,9291062349,0,1007111498,,footway,,,False,True,41.296,,"LINESTRING (-71.0978432 42.3602591, -71.0977624 42.3602956, -71.0980765 42.3604879)",,,,,
9291062355,9291062357,0,1007111502,,service,,,False,False,37.934,,"LINESTRING (-71.0985622 42.3601438, -71.0981946 42.3599374)",,driveway,,,
9291062356,3687638510,0,44807924,Albany Street,tertiary,25 mph,14.6,False,True,40.668,2,"LINESTRING (-71.0981184 42.3598952, -71.0985436 42.359708)",,,,,
9291062356,9291062357,0,1007111502,,service,,,False,True,7.824,,"LINESTRING (-71.0981184 42.3598952, -71.0981946 42.3599374)",,driveway,,,
9291062357,9291062356,0,1007111502,,service,,,False,False,7.824,,"LINESTRING (-71.0981946 42.3599374, -71.0981184 42.3598952)",,driveway,,,
9291062357,9291062355,0,1007111502,,service,,,False,True,37.934,,"LINESTRING (-71.0981946 42.3599374, -71.0985622 42.3601438)",,driveway,,,
9291062357,9291062344,0,"[1184542491, 843364455]",,footway,,,False,False,27.939,,"LINESTRING (-71.0981946 42.3599374, -71.0981594 42.3599534, -71.0979051 42.3600692)",,,,,
9291062357,7899300289,0,"[1184542491, 1184542492, 1184542501]",,footway,,,False,True,149.28,,"LINESTRING (-71.0981946 42.3599374, -71.098256 42.3599094, -71.0985281 42.3597856, -71.0997198 42.3592526, -71.0997473 42.3592403)",,,,,
9332964163,61322085,0,8615381,Amherst Street,unclassified,25 mph,18.3,False,False,14.877,2,"LINESTRING (-71.0855476 42.3607175, -71.0853823 42.3607721)",,,,,
9332964163,3577801305,0,8615381,Amherst Street,unclassified,25 mph,18.3,False,True,59.509,2,"LINESTRING (-71.0855476 42.3607175, -71.0862068 42.3604958)",,,,,
9332964163,9332964165,0,1011551229,,service,,,False,False,8.568,,"LINESTRING (-71.0855476 42.3607175, -71.0855391 42.3607943)",,,,,
9332964164,9332964165,0,1011551229,,service,,,False,True,44.476,,"LINESTRING (-71.085484 42.3611922, -71.0855391 42.3607943)",,,,,
9332964165,3577823035,0,817075927,,footway,,,False,False,14.56,,"LINESTRING (-71.0855391 42.3607943, -71.0853767 42.3608467)",,,,,
9332964165,7631024536,0,817075927,,footway,,,False,True,64.051,,"LINESTRING (-71.0855391 42.3607943, -71.0862457 42.360551)",,,,,
9332964165,9332964164,0,1011551229,,service,,,False,False,44.476,,"LINESTRING (-71.0855391 42.3607943, -71.085484 42.3611922)",,,,,
9332964165,9332964163,0,1011551229,,service,,,False,True,8.568,,"LINESTRING (-71.0855391 42.3607943, -71.0855476 42.3607175)",,,,,
9333001658,61333464,0,8615988,,service,,,False,False,53.748999999999995,,"LINESTRING (-71.0935226 42.3604659, -71.0932655 42.36006, -71.0932453 42.3600281)",,,,,
9333001658,7896983871,0,"[8615988, 1255382581, 1255382580]",,service,,,False,True,26.559,,"LINESTRING (-71.0935226 42.3604659, -71.0935473 42.3605049, -71.0935962 42.3605682, -71.0936179 42.3605988, -71.0936763 42.3606759)",,,,,
9333001658,269557844,0,1011548268,,footway,,,False,False,70.684,,"LINESTRING (-71.0935226 42.3604659, -71.0928824 42.3606748, -71.0928553 42.3606675, -71.0928314 42.3606312, -71.0927605 42.3606533)",,,,,
9333001664,269557844,0,8616014,,pedestrian,,,False,False,5.058,,"LINESTRING (-71.0927356 42.3606117, -71.0927605 42.3606533)",,,permissive,,
9333001664,61333354,0,8616014,,pedestrian,,,False,True,41.792,,"LINESTRING (-71.0927356 42.3606117, -71.0926284 42.3604202, -71.0925402 42.3602647)",,,permissive,,
9333001664,9333001675,0,1011548272,,footway,,,False,False,81.759,,"LINESTRING (-71.0927356 42.3606117, -71.0922979 42.3607524, -71.0922577 42.3607651, -71.0921889 42.3607906, -71.0921331 42.3608112, -71.0920893 42.360838, -71.0920559 42.3608648, -71.0920335 42.3608957, -71.092027 42.3609253, -71.0920233 42.3609507, -71.0920242 42.3609816, -71.0920261 42.3610022, -71.0920466 42.3610242)",,,,,
9333001675,9333001664,0,1011548272,,footway,,,False,True,81.75899999999999,,"LINESTRING (-71.0920466 42.3610242, -71.0920261 42.3610022, -71.0920242 42.3609816, -71.0920233 42.3609507, -71.092027 42.3609253, -71.0920335 42.3608957, -71.0920559 42.3608648, -71.0920893 42.360838, -71.0921331 42.3608112, -71.0921889 42.3607906, -71.0922577 42.3607651, -71.0922979 42.3607524, -71.0927356 42.3606117)",,,,,
9392680586,7794600776,0,835039250,,footway,,,False,True,25.797,,"LINESTRING (-71.0933957 42.3584717, -71.093285 42.3582546)",,,,,
9392680586,3862046849,0,835039250,,footway,,,False,False,63.43300000000001,,"LINESTRING (-71.0933957 42.3584717, -71.0934503 42.3585789, -71.0937046 42.3589943)",,,,,
9392680586,9392680588,0,"[1018337714, 1018337715]",,"['steps', 'footway']",,,False,False,15.354,,"LINESTRING (-71.0933957 42.3584717, -71.0934958 42.3585483, -71.0935236 42.3585723)",,,,,
9392680588,9392680586,0,"[1018337714, 1018337715]",,"['steps', 'footway']",,,False,True,15.354,,"LINESTRING (-71.0935236 42.3585723, -71.0934958 42.3585483, -71.0933957 42.3584717)",,,,,
9392746177,1830019654,0,263687294,,footway,,,False,False,9.616,,"LINESTRING (-71.0918905 42.3584461, -71.091939 42.3585248)",,,,,
9392746177,1830019643,0,263687294,,footway,,,False,True,39.46,,"LINESTRING (-71.0918905 42.3584461, -71.0916913 42.3581232)",,,,,
9392746177,1830019643,1,1018339608,,footway,,,False,False,152.40300000000002,,"LINESTRING (-71.0918905 42.3584461, -71.0918997 42.3584431, -71.0924884 42.358254, -71.092277 42.3579027, -71.0919308 42.3580168, -71.0919381 42.3580289, -71.0916911 42.3581133, -71.0916913 42.3581232)",,,,,
9632096340,9632096343,0,1047497887,,footway,,,False,False,8.386,,"LINESTRING (-71.0935888 42.3578922, -71.0935467 42.3578235)",,,,,
9632096340,9632096343,1,1047497888,,footway,,,False,False,27.195999999999998,,"LINESTRING (-71.0935888 42.3578922, -71.0934825 42.3579241, -71.0934414 42.3578543, -71.0935467 42.3578235)",,,,,
9632096340,7794600768,0,1047497887,,footway,,,False,True,5.517,,"LINESTRING (-71.0935888 42.3578922, -71.0936165 42.3579374)",,,,,
9632096343,9632096340,0,1047497887,,footway,,,False,True,8.386,,"LINESTRING (-71.0935467 42.3578235, -71.0935888 42.3578922)",,,,,
9632096343,9632096340,1,1047497888,,footway,,,False,True,27.195999999999998,,"LINESTRING (-71.0935467 42.3578235, -71.0934414 42.3578543, -71.0934825 42.3579241, -71.0935888 42.3578922)",,,,,
9632096343,11592996551,0,1047497887,,footway,,,False,False,8.523,,"LINESTRING (-71.0935467 42.3578235, -71.0934864 42.3578056, -71.0934657 42.3577814)",,,,,
9632096352,9632096353,0,1047497889,,service,,,False,True,7.267,,"LINESTRING (-71.0954247 42.3598744, -71.0953763 42.3598197)",,driveway,,,
9632096352,7866981408,0,426604931,Vassar Street,tertiary,,17.1,False,False,42.827999999999996,3,"LINESTRING (-71.0954247 42.3598744, -71.0950343 42.3600639, -71.0949917 42.3600886)",,,,,
9632096352,9632096355,0,"[426604931, 758187789, 758187790]",Vassar Street,tertiary,,17.1,False,True,37.940000000000005,"['3', '2']","LINESTRING (-71.0954247 42.3598744, -71.0954329 42.3598704, -71.0954988 42.3598385, -71.0956621 42.3597566, -71.0958075 42.3596836)",,,,,
9632096353,9632096352,0,1047497889,,service,,,False,False,7.267,,"LINESTRING (-71.0953763 42.3598197, -71.0954247 42.3598744)",,driveway,,,
9632096353,9632096354,0,1047497889,,service,,,False,True,33.72,,"LINESTRING (-71.0953763 42.3598197, -71.0953369 42.359777, -71.095584 42.3596691, -71.0956116 42.3597029)",,driveway,,,
9632096353,9632096354,1,"[1184535597, 1184535598]",,footway,,,False,False,23.290999999999997,,"LINESTRING (-71.0953763 42.3598197, -71.0954235 42.3597963, -71.0956116 42.3597029)",,,,,
9632096353,7866981456,0,"[1184535598, 1184535599]",,footway,,,False,True,45.775,,"LINESTRING (-71.0953763 42.3598197, -71.0953385 42.3598385, -71.0949138 42.3600492)",,,,,
9632096354,9632096353,0,1047497889,,service,,,False,False,33.72,,"LINESTRING (-71.0956116 42.3597029, -71.095584 42.3596691, -71.0953369 42.359777, -71.0953763 42.3598197)",,driveway,,,
9632096354,9632096353,1,"[1184535597, 1184535598]",,footway,,,False,True,23.290999999999997,,"LINESTRING (-71.0956116 42.3597029, -71.0954235 42.3597963, -71.0953763 42.3598197)",,,,,
9632096354,9632096356,0,"[1184535596, 1184535597]",,footway,,,False,False,14.282,,"LINESTRING (-71.0956116 42.3597029, -71.0957042 42.3596569, -71.0957559 42.3596313)",,,,,
9632096355,9632096356,0,1047497890,,service,,,False,False,7.197,,"LINESTRING (-71.0958075 42.3596836, -71.0957559 42.3596313)",,driveway,,,
9632096355,9632096352,0,"[426604931, 758187789, 758187790]",Vassar Street,tertiary,,17.1,False,False,37.940000000000005,"['3', '2']","LINESTRING (-71.0958075 42.3596836, -71.0956621 42.3597566, -71.0954988 42.3598385, -71.0954329 42.3598704, -71.0954247 42.3598744)",,,,,
9632096355,9661124347,0,"[758187788, 758187789]",Vassar Street,tertiary,,17.1,False,True,76.882,2,"LINESTRING (-71.0958075 42.3596836, -71.0958478 42.3596634, -71.0961329 42.3595261, -71.0965892 42.3593036)",,,,,
9632096356,9632096357,0,1047497890,,service,,,False,False,30.954,,"LINESTRING (-71.0957559 42.3596313, -71.0955944 42.3593798)",,driveway,,,
9632096356,9632096355,0,1047497890,,service,,,False,True,7.197,,"LINESTRING (-71.0957559 42.3596313, -71.0958075 42.3596836)",,driveway,,,
9632096356,7899369878,0,"[1184535596, 843364406]",,footway,,,False,False,76.521,,"LINESTRING (-71.0957559 42.3596313, -71.0957851 42.3596168, -71.096529 42.3592476)",,,,,
9632096356,9632096354,0,"[1184535596, 1184535597]",,footway,,,False,True,14.282,,"LINESTRING (-71.0957559 42.3596313, -71.0957042 42.3596569, -71.0956116 42.3597029)",,,,,
9632096357,9632096356,0,1047497890,,service,,,False,True,30.954,,"LINESTRING (-71.0955944 42.3593798, -71.0957559 42.3596313)",,driveway,,,
9632096366,7899369878,0,1047497892,,footway,,,False,True,46.89,,"LINESTRING (-71.0962077 42.3588991, -71.0964725 42.3591864, -71.096529 42.3592476)",,,,,
9632096422,9632096432,0,845727312,,footway,,,False,True,18.242,,"LINESTRING (-71.0972017 42.3589141, -71.0973867 42.3588234)",,,,,
9632096422,9632096434,0,1047497895,,footway,,,False,False,12.888,,"LINESTRING (-71.0972017 42.3589141, -71.0972389 42.3588015)",,,,,
9632096422,7866981455,0,845727312,,footway,,,False,False,5.406,,"LINESTRING (-71.0972017 42.3589141, -71.0971814 42.358924, -71.0971468 42.3589409)",,,,,
9632096431,9632096434,0,1047497895,,footway,,,False,True,110.197,,"LINESTRING (-71.0983164 42.3583362, -71.0978513 42.3585593, -71.0976823 42.3585614, -71.0975783 42.3586137, -71.0974989 42.3586425, -71.0974035 42.3586628, -71.0973255 42.3586788, -71.0972836 42.3586724, -71.0972776 42.3586877, -71.0972641 42.3587255, -71.0972389 42.3588015)",,,,,
9632096432,9632096422,0,845727312,,footway,,,False,False,18.242,,"LINESTRING (-71.0973867 42.3588234, -71.0972017 42.3589141)",,,,,
9632096432,9632096436,0,1047497897,,footway,,,False,True,8.28,,"LINESTRING (-71.0973867 42.3588234, -71.0974419 42.3588857)",,,,,
9632096432,9632096438,0,845727312,,footway,,,False,True,139.063,,"LINESTRING (-71.0973867 42.3588234, -71.0974054 42.3588142, -71.0975439 42.3587464, -71.0977502 42.3586499, -71.0980044 42.3585253, -71.0982998 42.3583883, -71.0985341 42.3582741, -71.0988033 42.3581393)",,,,,
9632096432,9632096434,0,1047497896,,footway,,,False,False,12.402,,"LINESTRING (-71.0973867 42.3588234, -71.0973476 42.3588201, -71.0972389 42.3588015)",,,,,
9632096433,7866981455,0,1004778706,,footway,,,False,False,20.668,,"LINESTRING (-71.0970418 42.358772, -71.0971468 42.3589409)",,,,,
9632096433,579062879,0,1004778706,,footway,,,False,True,90.222,,"LINESTRING (-71.0970418 42.358772, -71.0965837 42.3580346)",,,,,
9632096433,9632096434,0,1047497896,,footway,,,False,True,16.524,,"LINESTRING (-71.0970418 42.358772, -71.0970694 42.3587759, -71.0972389 42.3588015)",,,,,
9632096434,9632096422,0,1047497895,,footway,,,False,True,12.888,,"LINESTRING (-71.0972389 42.3588015, -71.0972017 42.3589141)",,,,,
9632096434,9632096431,0,1047497895,,footway,,,False,False,110.197,,"LINESTRING (-71.0972389 42.3588015, -71.0972641 42.3587255, -71.0972776 42.3586877, -71.0972836 42.3586724, -71.0973255 42.3586788, -71.0974035 42.3586628, -71.0974989 42.3586425, -71.0975783 42.3586137, -71.0976823 42.3585614, -71.0978513 42.3585593, -71.0983164 42.3583362)",,,,,
9632096434,9632096433,0,1047497896,,footway,,,False,False,16.524,,"LINESTRING (-71.0972389 42.3588015, -71.0970694 42.3587759, -71.0970418 42.358772)",,,,,
9632096434,9632096432,0,1047497896,,footway,,,False,True,12.402,,"LINESTRING (-71.0972389 42.3588015, -71.0973476 42.3588201, -71.0973867 42.3588234)",,,,,
9632096435,11595022350,0,854707350,,footway,,,False,False,43.403,,"LINESTRING (-71.0975077 42.3589621, -71.0979484 42.3587469)",,,,,
9632096435,9632096436,0,1047497897,,footway,,,False,False,10.07,,"LINESTRING (-71.0975077 42.3589621, -71.0974419 42.3588857)",,,,,
9632096435,7970981919,0,"[1184535595, 854707350]",,footway,,,False,True,59.919999999999995,,"LINESTRING (-71.0975077 42.3589621, -71.0973354 42.3590488, -71.097104 42.3591613, -71.0969442 42.35924, -71.0969011 42.3592612)",,,,,
9632096436,579062881,0,758187788,Vassar Street,tertiary,,17.1,False,False,24.831,2,"LINESTRING (-71.0974419 42.3588857, -71.0971894 42.3590084)",,,,,
9632096436,9632096439,0,758187788,Vassar Street,tertiary,,17.1,False,True,139.44,2,"LINESTRING (-71.0974419 42.3588857, -71.0988513 42.3581872)",,,,,
9632096436,9632096432,0,1047497897,,footway,,,False,False,8.28,,"LINESTRING (-71.0974419 42.3588857, -71.0973867 42.3588234)",,,,,
9632096436,9632096435,0,1047497897,,footway,,,False,True,10.07,,"LINESTRING (-71.0974419 42.3588857, -71.0975077 42.3589621)",,,,,
9632096437,9632096439,0,1047497898,,cycleway,,,False,False,10.6,,"LINESTRING (-71.0989281 42.3582638, -71.0988513 42.3581872)",,,,,
9632096437,7866981457,0,1051312129,,cycleway,,,False,False,13.497,,"LINESTRING (-71.0989281 42.3582638, -71.0990657 42.3581975)",,,,,
9632096437,11595022350,0,854707350,,footway,,,False,True,96.777,,"LINESTRING (-71.0989281 42.3582638, -71.0980947 42.3586754, -71.0979484 42.3587469)",,,,,
9632096438,9632096439,0,1047497898,,cycleway,,,False,True,6.628,,"LINESTRING (-71.0988033 42.3581393, -71.0988513 42.3581872)",,,,,
9632096438,9632096432,0,845727312,,footway,,,False,False,139.063,,"LINESTRING (-71.0988033 42.3581393, -71.0985341 42.3582741, -71.0982998 42.3583883, -71.0980044 42.3585253, -71.0977502 42.3586499, -71.0975439 42.3587464, -71.0974054 42.3588142, -71.0973867 42.3588234)",,,,,
9632096438,7890342963,0,845727312,,footway,,,False,True,190.32,,"LINESTRING (-71.0988033 42.3581393, -71.0988995 42.3580923, -71.0990436 42.3580209, -71.099206 42.3579416, -71.0994824 42.3578028, -71.0997791 42.3576568, -71.1000071 42.3575446, -71.1002529 42.3574252, -71.1006352 42.3572371, -71.1007307 42.3571901)",,,,,
9632096439,9632096436,0,758187788,Vassar Street,tertiary,,17.1,False,False,139.44,2,"LINESTRING (-71.0988513 42.3581872, -71.0974419 42.3588857)",,,,,
9632096439,7130119143,0,758187788,Vassar Street,tertiary,,17.1,False,True,88.309,2,"LINESTRING (-71.0988513 42.3581872, -71.0997462 42.3577474)",,,,,
9632096439,9632096438,0,1047497898,,cycleway,,,False,False,6.628,,"LINESTRING (-71.0988513 42.3581872, -71.0988033 42.3581393)",,,,,
9632096439,9632096437,0,1047497898,,cycleway,,,False,True,10.6,,"LINESTRING (-71.0988513 42.3581872, -71.0989281 42.3582638)",,,,,
9632179203,9632179205,0,1047505026,,footway,,,False,False,4.346,,"LINESTRING (-71.1030678 42.3554828, -71.103021 42.355501)",,,,,
9632179203,9290942635,0,1007094240,,footway,,,False,False,31.953,,"LINESTRING (-71.1030678 42.3554828, -71.102912 42.3552341, -71.1029119 42.3552208)",,,,,
9632179203,8859547414,0,"[1007094240, 957465388]",,footway,,,False,True,45.725,,"LINESTRING (-71.1030678 42.3554828, -71.1032004 42.3556946, -71.1032112 42.3556956, -71.1032239 42.3556941, -71.1032668 42.3556787, -71.1033333 42.3557937)",,,,,
9632179204,9632179205,0,1047505026,,footway,,,False,True,4.257,,"LINESTRING (-71.1029752 42.3555189, -71.103021 42.355501)",,,,,
9632179205,5456384066,0,679012558,Amherst Alley,residential,25 mph,"20'0""",False,False,43.704,,"LINESTRING (-71.103021 42.355501, -71.1032375 42.35586)",,,,,
9632179205,5456384056,0,679012558,Amherst Alley,residential,25 mph,"20'0""",False,True,27.172,,"LINESTRING (-71.103021 42.355501, -71.1028864 42.3552778)",,,,,
9632179205,9632179204,0,1047505026,,footway,,,False,False,4.257,,"LINESTRING (-71.103021 42.355501, -71.1029752 42.3555189)",,,,,
9632179205,9632179203,0,1047505026,,footway,,,False,True,4.346,,"LINESTRING (-71.103021 42.355501, -71.1030678 42.3554828)",,,,,
9632418969,9632418972,0,835039231,,footway,,,False,False,10.927,,"LINESTRING (-71.1004513 42.3554734, -71.1003302 42.355514)",,,,,
9632418969,9632418972,1,1047528741,,footway,,,False,False,33.071,,"LINESTRING (-71.1004513 42.3554734, -71.1003842 42.3553581, -71.1003547 42.3553666, -71.1003302 42.355514)",,,,,
9632418969,9672102045,0,835039231,,footway,,,False,True,28.292,,"LINESTRING (-71.1004513 42.3554734, -71.1007648 42.3553682)",,,,,
9632418972,9070976124,0,835039231,,footway,,,False,False,17.623,,"LINESTRING (-71.1003302 42.355514, -71.1001349 42.3555795)",,,,,
9632418972,9632418969,0,835039231,,footway,,,False,True,10.927,,"LINESTRING (-71.1003302 42.355514, -71.1004513 42.3554734)",,,,,
9632418972,9632418969,1,1047528741,,footway,,,False,True,33.071,,"LINESTRING (-71.1003302 42.355514, -71.1003547 42.3553666, -71.1003842 42.3553581, -71.1004513 42.3554734)",,,,,
