u,v,key,osmid,name,highway,maxspeed,width,oneway,reversed,length,lanes,geometry,ref,service,access,bridge,tunnel
542904824,542904247,0,43250989,,footway,,,False,True,44.166,,"LINESTRING (-71.0902433 42.3596185, -71.0900206 42.359257)",,,,,
542904824,542905037,0,43251026,,footway,,,False,False,42.327,,"LINESTRING (-71.0902433 42.3596185, -71.089775 42.3597771)",,,,,
542904824,4037195613,0,"[401286424, 1011548275]",,"['corridor', 'footway']",,,False,False,17.006,,"LINESTRING (-71.0902433 42.3596185, -71.0902666 42.3596113, -71.09034 42.3595879, -71.0904338 42.3595587)",,,,,
542905037,542904824,0,43251026,,footway,,,False,True,42.327,,"LINESTRING (-71.089775 42.3597771, -71.0902433 42.3596185)",,,,,
542905037,542904247,0,43251060,,footway,,,False,False,61.252,,"LINESTRING (-71.089775 42.3597771, -71.0900206 42.359257)",,,,,
542905037,542904252,0,43250990,,footway,,,False,True,59.416000000000004,,"LINESTRING (-71.089775 42.3597771, -71.0897881 42.3597813, -71.0904505 42.3599678)",,,,,
542905037,542904658,0,1006629908,,footway,,,False,False,61.828,,"LINESTRING (-71.089775 42.3597771, -71.089572 42.3597262, -71.0890687 42.3595855)",,,,,
542905403,545557136,0,1262658243,,footway,,,False,True,17.687,,"LINESTRING (-71.0893507 42.3606657, -71.089443 42.3608094)",,,,,
542905403,11731505046,0,"[1247717018, 43251092]",,footway,,,False,True,62.06,,"LINESTRING (-71.0893507 42.3606657, -71.089851 42.360502, -71.0900415 42.36044)",,,,,
542905403,4328995181,0,43251111,,footway,,,False,True,20.757,,"LINESTRING (-71.0893507 42.3606657, -71.0892449 42.3607033, -71.0891867 42.3606131)",,,,,
542905536,4328995181,0,43251111,,footway,,,False,False,2.387,,"LINESTRING (-71.0891831 42.3605918, -71.0891867 42.3606131)",,,,,
542905536,542913821,0,43251086,,footway,,,False,False,111.0,,"LINESTRING (-71.0891831 42.3605918, -71.0886641 42.3596915, -71.0886537 42.3596734)",,,,,
542905536,542903471,0,43251086,,footway,,,False,True,34.35,,"LINESTRING (-71.0891831 42.3605918, -71.0890303 42.3606391, -71.0888006 42.3607164)",,,,,
542913821,11591860907,0,8616041,,footway,,,False,False,25.859,,"LINESTRING (-71.0886537 42.3596734, -71.0883668 42.359769)",,,,,
542913821,11591860905,0,8616041,,footway,,,False,True,3.948,,"LINESTRING (-71.0886537 42.3596734, -71.0886975 42.3596588)",,,,,
542913821,542905536,0,43251086,,footway,,,False,True,111.0,,"LINESTRING (-71.0886537 42.3596734, -71.0886641 42.3596915, -71.0891831 42.3605918)",,,,,
545538077,545538115,0,43359141,,footway,,,False,False,7.351,,"LINESTRING (-71.0884221 42.3599405, -71.0883408 42.3599681)",,,,,
545538115,542903494,0,43250967,,footway,,,False,False,19.309,,"LINESTRING (-71.0883408 42.3599681, -71.0882445 42.3598097)",,,,,
545538115,2292063725,0,43250967,,footway,,,False,True,14.562,,"LINESTRING (-71.0883408 42.3599681, -71.088413 42.3600877)",,,,,
545538115,545538116,0,43359141,,footway,,,False,False,21.938,,"LINESTRING (-71.0883408 42.3599681, -71.0880971 42.3600487)",,,,,
545538115,545538077,0,43359141,,footway,,,False,True,7.351,,"LINESTRING (-71.0883408 42.3599681, -71.0884221 42.3599405)",,,,,
545538116,542903470,0,43250965,,footway,,,False,False,19.257,,"LINESTRING (-71.0880971 42.3600487, -71.0879976 42.3598919)",,,,,
545538116,2292063629,0,43250965,,footway,,,False,True,13.431,,"LINESTRING (-71.0880971 42.3600487, -71.0881628 42.3601593)",,,,,
545538116,545538117,0,43359141,,footway,,,False,False,6.809,,"LINESTRING (-71.0880971 42.3600487, -71.0880203 42.3600717)",,,,,
545538116,545538115,0,43359141,,footway,,,False,True,21.938,,"LINESTRING (-71.0880971 42.3600487, -71.0883408 42.3599681)",,,,,
545538117,545538116,0,43359141,,footway,,,False,True,6.809,,"LINESTRING (-71.0880203 42.3600717, -71.0880971 42.3600487)",,,,,
545539137,545539606,0,43359293,,footway,,,False,False,7.493,,"LINESTRING (-71.0886405 42.3603046, -71.0885573 42.3603322)",,,,,
545539606,2292063721,0,43250967,,footway,,,False,False,12.437,,"LINESTRING (-71.0885573 42.3603322, -71.0884964 42.3602298)",,,,,
545539606,631309604,0,43250967,,footway,,,False,True,18.858,,"LINESTRING (-71.0885573 42.3603322, -71.0886543 42.3604859)",,,,,
545539606,545539617,0,43359293,,footway,,,False,False,21.832,,"LINESTRING (-71.0885573 42.3603322, -71.0883147 42.3604123)",,,,,
545539606,545539137,0,43359293,,footway,,,False,True,7.493,,"LINESTRING (-71.0885573 42.3603322, -71.0886405 42.3603046)",,,,,
545539617,2292063720,0,43250965,,footway,,,False,False,12.518,,"LINESTRING (-71.0883147 42.3604123, -71.0882529 42.3603094)",,,,,
545539617,545540821,0,43250965,,footway,,,False,True,18.371,,"LINESTRING (-71.0883147 42.3604123, -71.0884045 42.3605636)",,,,,
545539617,545539625,0,43359293,,footway,,,False,False,6.797,,"LINESTRING (-71.0883147 42.3604123, -71.0882399 42.3604384)",,,,,
545539617,545539606,0,43359293,,footway,,,False,True,21.832,,"LINESTRING (-71.0883147 42.3604123, -71.0885573 42.3603322)",,,,,
545539625,545539617,0,43359293,,footway,,,False,True,6.797,,"LINESTRING (-71.0882399 42.3604384, -71.0883147 42.3604123)",,,,,
545540821,545539617,0,43250965,,footway,,,False,False,18.371,,"LINESTRING (-71.0884045 42.3605636, -71.0883147 42.3604123)",,,,,
545540821,545542093,0,43250965,,footway,,,False,True,13.471,,"LINESTRING (-71.0884045 42.3605636, -71.0884735 42.3606735)",,,,,
545540821,545540823,0,43359302,,footway,,,False,False,6.685,,"LINESTRING (-71.0884045 42.3605636, -71.0883299 42.3605876)",,,,,
545540821,631309604,0,43359302,,footway,,,False,True,22.269,,"LINESTRING (-71.0884045 42.3605636, -71.0886543 42.3604859)",,,,,
545540823,545540821,0,43359302,,footway,,,False,True,6.685,,"LINESTRING (-71.0883299 42.3605876, -71.0884045 42.3605636)",,,,,
545541533,545542088,0,43359306,,footway,,,False,False,7.113,,"LINESTRING (-71.0887991 42.360569, -71.08872 42.360595)",,,,,
545542088,631309604,0,43250967,,footway,,,False,False,13.278,,"LINESTRING (-71.08872 42.360595, -71.0886543 42.3604859)",,,,,
545542088,542903471,0,43250967,,footway,,,False,True,15.036,,"LINESTRING (-71.08872 42.360595, -71.0888006 42.3607164)",,,,,
545542088,545542093,0,43359306,,footway,,,False,False,22.054,,"LINESTRING (-71.08872 42.360595, -71.0884735 42.3606735)",,,,,
545542088,545541533,0,43359306,,footway,,,False,True,7.113,,"LINESTRING (-71.08872 42.360595, -71.0887991 42.360569)",,,,,
545542093,545540821,0,43250965,,footway,,,False,False,13.471,,"LINESTRING (-71.0884735 42.3606735, -71.0884045 42.3605636)",,,,,
545542093,542903462,0,43250965,,footway,,,False,True,15.272,,"LINESTRING (-71.0884735 42.3606735, -71.0885426 42.360801)",,,,,
545542093,545542098,0,43359306,,footway,,,False,False,6.835,,"LINESTRING (-71.0884735 42.3606735, -71.0883975 42.3606985)",,,,,
545542093,545542088,0,43359306,,footway,,,False,True,22.054,,"LINESTRING (-71.0884735 42.3606735, -71.08872 42.360595)",,,,,
545542098,545542093,0,43359306,,footway,,,False,True,6.835,,"LINESTRING (-71.0883975 42.3606985, -71.0884735 42.3606735)",,,,,
545557136,542905403,0,1262658243,,footway,,,False,False,17.687,,"LINESTRING (-71.089443 42.3608094, -71.0893507 42.3606657)",,,,,
545568689,4013000089,0,"[398551737, 43359506, 43359507, 43359471]",,"['corridor', 'footway']",,,False,True,49.058,,"LINESTRING (-71.0905209 42.3609371, -71.0904317 42.3608397, -71.0902743 42.3606849, -71.0902536 42.3606682, -71.0901935 42.3605705)",,,"['private', 'permissive']",yes,
545568689,4013142494,0,"[398562889, 1006629903]",,"['corridor', 'footway']",,,False,False,54.911,,"LINESTRING (-71.0905209 42.3609371, -71.090554 42.3612245, -71.0906259 42.3614229)",,,permissive,,
545568689,4329091765,0,"[1246879049, 1009149441]",,pedestrian,,,False,False,77.50999999999999,,"LINESTRING (-71.0905209 42.3609371, -71.0904648 42.3609224, -71.090414 42.3609057, -71.0903697 42.3608993, -71.0903255 42.3608987, -71.0897966 42.3610807, -71.089706 42.3611119, -71.0896557 42.3611292)",,,permissive,,
545568689,4329091769,0,1009149441,,pedestrian,,,False,True,29.814,,"LINESTRING (-71.0905209 42.3609371, -71.0906164 42.3609342, -71.0906991 42.3609236, -71.0907863 42.3608987, -71.0908599 42.3608606)",,,permissive,,
545574528,8044609893,0,863566852,,service,,,False,False,50.792,,"LINESTRING (-71.0925072 42.3607303, -71.09232 42.3607891, -71.0921928 42.3608284, -71.0921204 42.3608665, -71.0920822 42.3609021, -71.0920609 42.3609428, -71.09207 42.3609922)",,,permissive,,
545574528,7899258804,0,"[824942624, 824942625, 1011548269]",,service,,,True,False,45.089999999999996,,"LINESTRING (-71.0925072 42.3607303, -71.0925331 42.3607765, -71.0925438 42.3607949, -71.0926254 42.3609341, -71.092684 42.3610305, -71.0927271 42.3611018)",,,permissive,,
579060230,11506955668,0,84473999,,footway,,,False,False,5.098,,"LINESTRING (-71.0935712 42.3590435, -71.0935153 42.3590634)",,,,,
579060230,11506955597,0,84473999,,footway,,,False,True,8.797,,"LINESTRING (-71.0935712 42.3590435, -71.0936654 42.3590059)",,,,,
579060230,579068301,0,1092687153,Massachusetts Avenue,primary,25 mph,24.4,False,False,69.162,4,"LINESTRING (-71.0935712 42.3590435, -71.0936536 42.3591504, -71.0937599 42.359273, -71.0938665 42.3593888, -71.093987 42.3595003, -71.0940347 42.3595402, -71.0940503 42.3595532)",MA 2A,,,,
579060230,7794600778,0,1092687153,Massachusetts Avenue,primary,25 mph,24.4,False,True,90.96,4,"LINESTRING (-71.0935712 42.3590435, -71.0934676 42.358898, -71.0933882 42.3587785, -71.0933085 42.3586437, -71.0932315 42.3584923, -71.093134 42.3582933)",MA 2A,,,,
579062879,9632096433,0,1004778706,,footway,,,False,False,90.222,,"LINESTRING (-71.0965837 42.3580346, -71.0970418 42.358772)",,,,,
579062879,9152392635,0,172058633,,footway,,,False,True,137.836,,"LINESTRING (-71.0965837 42.3580346, -71.0959233 42.3582526, -71.0955511 42.3583755, -71.0950546 42.3585443)",,,,,
579062879,8059138297,0,864640198,,footway,,,False,False,154.71699999999998,,"LINESTRING (-71.0965837 42.3580346, -71.09652 42.3579303, -71.0966191 42.3578971, -71.0976704 42.3575441, -71.0974785 42.3572315)",,,,,
579062881,9661124341,0,758187788,Vassar Street,tertiary,,17.1,False,False,35.143,2,"LINESTRING (-71.0971894 42.3590084, -71.0968347 42.359185)",,,,,
579062881,9632096436,0,758187788,Vassar Street,tertiary,,17.1,False,True,24.831,2,"LINESTRING (-71.0971894 42.3590084, -71.0974419 42.3588857)",,,,,
579062881,7866981455,0,1004778706,,footway,,,False,True,8.282,,"LINESTRING (-71.0971894 42.3590084, -71.0971468 42.3589409)",,,,,
579064852,11506955584,0,45469178,,service,,,True,False,6.424,,"LINESTRING (-71.0943013 42.3597571, -71.0943544 42.3597147)",,,private,,
579064852,4040435533,0,1092687153,Massachusetts Avenue,primary,25 mph,24.4,False,True,9.509,4,"LINESTRING (-71.0943013 42.3597571, -71.0942229 42.3596942)",MA 2A,,,,
579064852,7866981406,0,8615816,Massachusetts Avenue,primary,25 mph,24.4,False,False,51.217999999999996,4,"LINESTRING (-71.0943013 42.3597571, -71.0944344 42.3598564, -71.0946094 42.3599766, -71.0947578 42.3600704)",MA 2A,,,,
579068298,579071549,0,45469212,,service,,,False,True,8.146,,"LINESTRING (-71.0943789 42.3594577, -71.0944691 42.3594273)",,,private,,
579068298,7899317453,0,45469178,,service,,,True,False,17.772000000000002,,"LINESTRING (-71.0943789 42.3594577, -71.0943038 42.3594617, -71.0941769 42.3595071)",,,private,,
579068301,4040435533,0,1092687153,Massachusetts Avenue,primary,25 mph,24.4,False,False,21.142,4,"LINESTRING (-71.0940503 42.3595532, -71.0941734 42.3596544, -71.0942229 42.3596942)",MA 2A,,,,
579068301,579060230,0,1092687153,Massachusetts Avenue,primary,25 mph,24.4,False,True,69.162,4,"LINESTRING (-71.0940503 42.3595532, -71.0940347 42.3595402, -71.093987 42.3595003, -71.0938665 42.3593888, -71.0937599 42.359273, -71.0936536 42.3591504, -71.0935712 42.3590435)",MA 2A,,,,
579069779,579071549,0,45469212,,service,,,False,False,17.831,,"LINESTRING (-71.0946612 42.3593527, -71.0944691 42.3594273)",,,private,,
579070785,1830061703,0,45469053,,footway,,,False,False,4.907,,"LINESTRING (-71.0940942 42.35887, -71.0941479 42.3588507)",,,,,
579070785,3862046849,0,45469053,,footway,,,False,True,34.868,,"LINESTRING (-71.0940942 42.35887, -71.0937046 42.3589943)",,,,,
579070785,4330221313,0,"[45469249, 435077026, 435077027]",,"['steps', 'footway']",,,False,False,17.478,,"LINESTRING (-71.0940942 42.35887, -71.0941703 42.3589845, -71.0941838 42.3590056, -71.0941874 42.3590113)",,,,,
579071549,579068298,0,45469212,,service,,,False,False,8.146,,"LINESTRING (-71.0944691 42.3594273, -71.0943789 42.3594577)",,,private,,
579071549,579069779,0,45469212,,service,,,False,True,17.831,,"LINESTRING (-71.0944691 42.3594273, -71.0946612 42.3593527)",,,private,,
579071549,9633860698,0,"[1184535600, 435077013]",,footway,,,False,False,14.839,,"LINESTRING (-71.0944691 42.3594273, -71.0944825 42.3594418, -71.094528 42.3594911, -71.0945408 42.3595231, -71.0945445 42.3595458)",,,,,
579071549,579072035,0,"[1184535600, 435077011]",,"['steps', 'footway']",,,False,True,5.472,,"LINESTRING (-71.0944691 42.3594273, -71.0944334 42.3594022, -71.0944274 42.3593902)",,,,,
579072035,11014328212,0,435077027,,footway,,,False,True,2.541,,"LINESTRING (-71.0944274 42.3593902, -71.0944143 42.3593695)",,,,,
579072035,579071549,0,"[1184535600, 435077011]",,"['steps', 'footway']",,,False,False,5.472,,"LINESTRING (-71.0944274 42.3593902, -71.0944334 42.3594022, -71.0944691 42.3594273)",,,,,
579072035,9152392635,0,"[990466825, 1052686444, 435077015]",,"['steps', 'footway']",,,False,"[False, True]",156.90200000000002,,"LINESTRING (-71.0944274 42.3593902, -71.0948448 42.3592558, -71.094858 42.3592818, -71.0953876 42.3591149, -71.0950546 42.3585443)",,,,,
621117489,6409214480,0,28631895,Vassar Street,tertiary,,17.1,False,False,13.431,2,"LINESTRING (-71.0915035 42.3618092, -71.0913673 42.361876)",,,,,
621117489,11178027115,0,1006629901,,service,,,False,False,5.925,,"LINESTRING (-71.0915035 42.3618092, -71.0914722 42.3617612)",,,permissive,,
621117489,365389797,0,28631895,Vassar Street,tertiary,,17.1,False,True,105.041,2,"LINESTRING (-71.0915035 42.3618092, -71.0919502 42.3615856, -71.092039 42.3615451, -71.0921589 42.3614859, -71.0925619 42.3612795)",,,,,
631309597,631309604,0,43359302,,footway,,,False,False,7.141,,"LINESTRING (-71.0887347 42.3604615, -71.0886543 42.3604859)",,,,,
631309604,545539606,0,43250967,,footway,,,False,False,18.858,,"LINESTRING (-71.0886543 42.3604859, -71.0885573 42.3603322)",,,,,
631309604,545542088,0,43250967,,footway,,,False,True,13.278,,"LINESTRING (-71.0886543 42.3604859, -71.08872 42.360595)",,,,,
631309604,545540821,0,43359302,,footway,,,False,False,22.269,,"LINESTRING (-71.0886543 42.3604859, -71.0884045 42.3605636)",,,,,
631309604,631309597,0,43359302,,footway,,,False,True,7.141,,"LINESTRING (-71.0886543 42.3604859, -71.0887347 42.3604615)",,,,,
981493486,542904258,0,43250989,,footway,,,False,False,12.609,,"LINESTRING (-71.0905617 42.3601521, -71.0906247 42.3602555)",,,,,
981493486,542904252,0,43250989,,footway,,,False,True,22.438000000000002,,"LINESTRING (-71.0905617 42.3601521, -71.0905018 42.3600533, -71.0904505 42.3599678)",,,,,
981493486,4329135165,0,"[434979488, 236725382, 434979487]",,"['steps', 'footway']",,,False,True,17.016,,"LINESTRING (-71.0905617 42.3601521, -71.0906255 42.3601327, -71.090644 42.3601271, -71.0906217 42.3600908, -71.0906071 42.3600669, -71.090595 42.3600477)",,,,,
1705793320,7890165289,0,845701784,,footway,,,False,False,6.513,,"LINESTRING (-71.1002611 42.3589917, -71.1002016 42.358953)",,,,,
1705793320,7890165290,0,845701785,,footway,,,False,False,6.069,,"LINESTRING (-71.1002611 42.3589917, -71.100203 42.3590254)",,,,,
1705793320,10047579249,0,158366448,,footway,,,False,True,74.346,,"LINESTRING (-71.1002611 42.3589917, -71.1006392 42.3588035, -71.1010123 42.358619)",,,,,
1705793320,7890165283,0,1184542507,,footway,,,False,True,67.138,,"LINESTRING (-71.1002611 42.3589917, -71.100879 42.3593684, -71.1008911 42.3593762)",,,,,
1705822880,6756031135,0,44807924,Albany Street,tertiary,25 mph,14.6,False,False,52.447,2,"LINESTRING (-71.1020089 42.3580644, -71.1014775 42.3583257)",,,,,
1705822880,1705822883,0,158371743,,service,,,False,True,5.895,,"LINESTRING (-71.1020089 42.3580644, -71.1020501 42.3581078)",,driveway,,,
1705822883,10047579243,0,158366448,,footway,,,False,False,6.252,,"LINESTRING (-71.1020501 42.3581078, -71.1019868 42.358139)",,,,,
1705822883,1705822880,0,158371743,,service,,,False,False,5.895,,"LINESTRING (-71.1020501 42.3581078, -71.1020089 42.3580644)",,driveway,,,
1753191542,4037196447,0,43359356,,footway,,,False,True,33.795,,"LINESTRING (-71.0899845 42.3624961, -71.0898883 42.3622006)",,,,,
1753191542,7896983867,0,846430243,,footway,,,False,True,34.972,,"LINESTRING (-71.0899845 42.3624961, -71.0903239 42.3623063)",,,,,
1753191577,1753191617,0,163650326,,footway,,,False,True,75.03099999999999,,"LINESTRING (-71.0882774 42.3624514, -71.0884297 42.3624061, -71.0886321 42.3622449, -71.0888359 42.3620161, -71.0888943 42.3619749)",,,,,
1753191577,7885595504,0,845223984,,footway,,,False,True,150.224,,"LINESTRING (-71.0882774 42.3624514, -71.0884309 42.3612196, -71.0884202 42.361167, -71.088396 42.3611089)",,,,,
1753191577,61283361,0,846659704,,footway,,,False,False,7.433999999999999,,"LINESTRING (-71.0882774 42.3624514, -71.0882563 42.3624492, -71.0881874 42.3624447)",,,,,
1753191582,1828218071,0,43359356,,footway,,,False,False,6.026,,"LINESTRING (-71.089823 42.3619913, -71.0898395 42.3620441)",,,,,
1753191582,2292064315,0,43359356,,footway,,,False,True,31.135,,"LINESTRING (-71.089823 42.3619913, -71.0897418 42.3617178)",,,,,
1753191582,2292064314,0,163650330,,footway,,,False,False,33.401,,"LINESTRING (-71.089823 42.3619913, -71.0897378 42.3619432, -71.0895564 42.3617673)",,,,,
1753191586,2292064137,0,163650330,,footway,,,False,True,15.869,,"LINESTRING (-71.0888839 42.3611139, -71.0889478 42.3611775, -71.088999 42.3612285)",,,,,
1753191586,2292064923,0,220084684,,footway,,,False,False,46.534,,"LINESTRING (-71.0888839 42.3611139, -71.0889503 42.3611544, -71.0893208 42.3613802)",,,,,
1753191586,7885595504,0,434976073,,pedestrian,,,False,False,40.32,,"LINESTRING (-71.0888839 42.3611139, -71.0884995 42.3610942, -71.088396 42.3611089)",,,permissive,,
1753191586,1828218862,0,434976073,,pedestrian,,,False,True,47.04599999999999,,"LINESTRING (-71.0888839 42.3611139, -71.0889545 42.3611202, -71.0890483 42.3611243, -71.0894546 42.3611475)",,,permissive,,
1753191617,2292064700,0,163650326,,footway,,,False,True,39.465,,"LINESTRING (-71.0888943 42.3619749, -71.0893719 42.3620127)",,,,,
1753191617,2292064316,0,163650328,,footway,,,False,False,5.299,,"LINESTRING (-71.0888943 42.3619749, -71.0889364 42.3619388)",,,,,
1753191617,2292064137,0,220084649,,footway,,,False,True,83.441,,"LINESTRING (-71.0888943 42.3619749, -71.088999 42.3612285)",,,,,
1753191617,1753191577,0,163650326,,footway,,,False,False,75.031,,"LINESTRING (-71.0888943 42.3619749, -71.0888359 42.3620161, -71.0886321 42.3622449, -71.0884297 42.3624061, -71.0882774 42.3624514)",,,,,
1828218071,1753191582,0,43359356,,footway,,,False,True,6.026,,"LINESTRING (-71.0898395 42.3620441, -71.089823 42.3619913)",,,,,
1828218071,4037196447,0,43359356,,footway,,,False,False,17.865000000000002,,"LINESTRING (-71.0898395 42.3620441, -71.0898567 42.36209, -71.0898883 42.3622006)",,,,,
1828218071,2292064700,0,163650326,,footway,,,False,False,38.58,,"LINESTRING (-71.0898395 42.3620441, -71.0897368 42.362036, -71.0895467 42.362025, -71.0893719 42.3620127)",,,,,
1828218861,4329091788,0,43359356,,footway,,,False,False,37.155,,"LINESTRING (-71.0895761 42.361155, -71.0896704 42.3614818)",,,,,
1828218861,6898815038,0,43359356,,footway,,,False,True,36.571,,"LINESTRING (-71.0895761 42.361155, -71.0894651 42.3608365)",,,,,
1828218861,436587089,0,434976073,,pedestrian,,,False,False,3.814,,"LINESTRING (-71.0895761 42.361155, -71.0895304 42.361149)",,,permissive,,
