element_type,osmid,geometry,amenity,addr:city,addr:postcode,addr:street,building,name,opening_hours,website,nodes,building:levels,layer,name:en,name:ms,addr:housenumber,internet_access,fixme:zh,name:zh,addr:country,addr:housename,description,name:zh-Hans,name:zh-Hant,operator,phone,source,tourism,healthcare,short_name,landuse,man_made,construction,parking,leisure,sport,wikidata,wikimedia_commons,wikipedia,fixme,access,bench,shelter_type,bin,ways,type,alt_name,start_date
way,453765401,"POLYGON ((103.6863445 1.3449772, 103.686389 1.3451497, 103.6864759 1.3451273, 103.6864622 1.3450742, 103.6864836 1.3450686, 103.6864698 1.3450152, 103.6864484 1.3450207, 103.6864314 1.3449548, 103.6863445 1.3449772))",,,,,yes,,,,"[4504546654, 4504546660, 4504546659, 4504546658, 4504546657, 4504546655, 4504546656, 4504546653, 4504546654]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,480561924,"POLYGON ((103.689288 1.3496021, 103.6896472 1.3495041, 103.6894223 1.34868, 103.6894173 1.3486616, 103.6892663 1.3487028, 103.6890581 1.3487596, 103.689288 1.3496021))",,,,,yes,The Wave Sport Hall,,,"[4735497465, 4735497464, 5264862114, 4735497463, 5264862115, 4735497462, 4735497465]",,,,,,,,,,,,,,,,,,,,,,,,sports_centre,basketball,,,,,,,,,,,,
way,494313867,"POLYGON ((103.6852396 1.3484807, 103.6857196 1.3484537, 103.6857104 1.3482905, 103.6854682 1.3483053, 103.6854598 1.3481576, 103.6856543 1.3481447, 103.6856489 1.348062, 103.6854321 1.3480769, 103.685231 1.3480882, 103.6852312 1.3481706, 103.6853962 1.3481587, 103.6854038 1.3483072, 103.6852304 1.3483175, 103.6852396 1.3484807))",,,,,yes,,,,"[4860904955, 4860904956, 4860904957, 4860904966, 4860904960, 4860904962, 4860904965, 4860904961, 4860904964, 4860904963, 4860904959, 4860904967, 4860904958, 4860904955]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,494313868,"POLYGON ((103.684487 1.3482716, 103.6844029 1.3482702, 103.6843928 1.3488753, 103.6844769 1.3488767, 103.684487 1.3482716))",,,,,yes,Blk 8,,,"[4860904968, 4860904969, 4860904970, 4860904971, 4860904968]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,494313869,"POLYGON ((103.6846675 1.3484255, 103.6845834 1.3484241, 103.6845733 1.3490292, 103.6846574 1.3490306, 103.6846675 1.3484255))",,,,,yes,Blk 7,,,"[4860904972, 4860904973, 4860904974, 4860904975, 4860904972]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,494313870,"POLYGON ((103.6843785 1.3474717, 103.6844539 1.3474831, 103.6843729 1.3480185, 103.6842974 1.3480071, 103.6843785 1.3474717))",,,,,yes,Blk 4,,,"[4860904976, 4860904977, 4860904978, 4860904979, 4860904976]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,494313871,"POLYGON ((103.6861519 1.3483067, 103.6860809 1.3483104, 103.6860288 1.3473119, 103.6860998 1.3473082, 103.6861227 1.3477472, 103.6862431 1.3477423, 103.6862202 1.3473028, 103.6862911 1.3472991, 103.6863432 1.3482976, 103.6862722 1.3483012, 103.6862504 1.3478823, 103.68613 1.3478882, 103.6861519 1.3483067))",,,,,yes,Blk 1,,,"[4860904980, 4860904981, 4860904982, 4860904983, 4860905188, 4860905190, 4860905191, 4860905192, 4860905194, 4860905193, 4860905189, 4860905187, 4860904980]",,,Blk 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,494313872,"POLYGON ((103.6845656 1.3462396, 103.6849614 1.3464581, 103.6848919 1.3465772, 103.6847895 1.3465249, 103.684815 1.3464792, 103.6847724 1.3464573, 103.6847443 1.3465027, 103.6846544 1.3464517, 103.684679 1.3464087, 103.6846342 1.3463836, 103.6846067 1.3464286, 103.6845271 1.3463842, 103.6845501 1.3463446, 103.6845127 1.3463219, 103.6845656 1.3462396))",,,,,apartments,,,,"[4860904993, 4860904994, 4860904995, 4860904996, 4860904997, 4860904998, 4860904999, 4860905000, 4860905001, 4860905002, 4860905003, 4860905004, 4860905005, 4860905006, 4860904993]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,494313873,"POLYGON ((103.6841189 1.3459912, 103.6845147 1.3462097, 103.6844452 1.3463287, 103.6843428 1.3462764, 103.6843683 1.3462308, 103.6843257 1.3462088, 103.6842976 1.3462543, 103.6842077 1.3462033, 103.6842323 1.3461603, 103.6841875 1.3461351, 103.68416 1.3461802, 103.6840803 1.3461358, 103.6841034 1.3460962, 103.684066 1.3460735, 103.6841189 1.3459912))",,,,,apartments,,,,"[4860905007, 4860905008, 4860905009, 4860905010, 4860905011, 4860905012, 4860905013, 4860905014, 4860905015, 4860905016, 4860905017, 4860905018, 4860905019, 4860905020, 4860905007]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,494313874,"POLYGON ((103.6842827 1.3455013, 103.6842046 1.3459464, 103.6840694 1.3459195, 103.6840856 1.3458056, 103.6841371 1.3458149, 103.684144 1.3457675, 103.6840919 1.3457557, 103.6841109 1.3456542, 103.6841596 1.3456635, 103.6841688 1.3456129, 103.6841173 1.3456015, 103.6841334 1.3455118, 103.6841783 1.3455207, 103.6841877 1.345478, 103.6842827 1.3455013))",,,,,apartments,,,,"[4860905121, 4860905122, 4860905123, 4860905124, 4860905125, 4860905126, 4860905127, 4860905128, 4860905129, 4860905130, 4860905131, 4860905132, 4860905133, 4860905134, 4860905121]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,494313875,"POLYGON ((103.6842144 1.3454519, 103.6842873 1.3454646, 103.6843167 1.3452143, 103.6843471 1.3452167, 103.6843615 1.344961, 103.6842958 1.3449584, 103.6842834 1.345183, 103.6842498 1.3451813, 103.6842144 1.3454519))",,,,,yes,,,,"[4860905146, 4860905147, 4860905148, 4860905149, 4860905150, 4860905151, 4860905152, 4860905153, 4860905146]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,494313876,"POLYGON ((103.6840751 1.3469981, 103.6846665 1.347194, 103.6846343 1.3472736, 103.6846081 1.3472656, 103.684595 1.3473115, 103.6845162 1.3472876, 103.68453 1.3472455, 103.6844718 1.3472249, 103.6844591 1.3472681, 103.6843486 1.347236, 103.6843651 1.3471864, 103.6843191 1.3471729, 103.6843001 1.3472228, 103.6842022 1.3471896, 103.6842183 1.3471428, 103.6841695 1.3471265, 103.684151 1.3471759, 103.6840644 1.3471473, 103.6840796 1.3471041, 103.6840385 1.3470888, 103.6840751 1.3469981))",,,,,apartments,,,,"[4860905157, 4860905158, 4860905173, 4860905174, 4860905175, 4860905176, 4860905172, 4860905171, 4860905159, 4860905160, 4860905161, 4860905162, 4860905163, 4860905164, 4860905165, 4860905166, 4860905167, 4860905168, 4860905169, 4860905170, 4860905157]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,494313877,"POLYGON ((103.6845083 1.3476229, 103.6844882 1.3477018, 103.6850224 1.3478376, 103.6850424 1.3477588, 103.6845083 1.3476229))",,,,,yes,Blk 3,,,"[4860905179, 4860905180, 4860905181, 4860905182, 4860905179]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,494313878,"POLYGON ((103.685669 1.3479006, 103.6856713 1.3478193, 103.6851205 1.3478035, 103.6851181 1.3478848, 103.685669 1.3479006))",,,,,yes,Blk 2,,,"[4860905183, 4860905184, 4860905185, 4860905186, 4860905183]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,494313881,"POLYGON ((103.6850134 1.3480865, 103.6851504 1.3480936, 103.6851534 1.3480361, 103.6850164 1.3480289, 103.6850134 1.3480865))",,,,,yes,,,,"[4860905210, 4860905211, 4860905212, 4860905213, 4860905210]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,494321485,"POLYGON ((103.6848345 1.3472988, 103.6847475 1.3472705, 103.684688 1.3474532, 103.6847749 1.3474815, 103.6848345 1.3472988))",,,,Nanyang Terrace,house,,,,"[6508187354, 4860959863, 4860959860, 6508187355, 6508187354]",,,,,67,,,,SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,494321486,"POLYGON ((103.6851837 1.3474002, 103.6850972 1.3473721, 103.6850379 1.3475549, 103.6851244 1.347583, 103.6851837 1.3474002))",,,,Nanyang Terrace,house,,,,"[6508187356, 4860959867, 4860959864, 6508187357, 6508187356]",,,,,71,,,,SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,494321487,"POLYGON ((103.685528 1.3474888, 103.6854412 1.3474603, 103.6853813 1.3476426, 103.6854682 1.3476711, 103.685528 1.3474888))",,,,Nanyang Terrace,house,,,,"[6508187358, 4860959871, 4860959868, 6508187359, 6508187358]",,,,,75,,,,SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,494321488,"POLYGON ((103.6843924 1.3466631, 103.6843574 1.3468521, 103.6844479 1.3468689, 103.6844829 1.3466799, 103.6843924 1.3466631))",,,,Nanyang Terrace,house,,,,"[6508187346, 6508187347, 4860959875, 4860959872, 6508187346]",,,,,60,,,,SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,494321489,"POLYGON ((103.6846871 1.3467356, 103.6846513 1.3469245, 103.6847417 1.3469416, 103.6847775 1.3467528, 103.6846871 1.3467356))",,,,Nanyang Terrace,house,,,,"[6508187348, 6508187349, 4860959879, 4860959876, 6508187348]",,,,,64,,,,SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,494321490,"POLYGON ((103.6849921 1.346828, 103.6849566 1.3470169, 103.6850469 1.3470339, 103.6850824 1.346845, 103.6849921 1.346828))",,,,Nanyang Terrace,house,,,,"[6508187350, 6508187351, 4860959883, 4860959880, 6508187350]",,,,,68,,,,SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,494321491,"POLYGON ((103.6852863 1.3469158, 103.6852508 1.3471047, 103.6853411 1.3471216, 103.6853766 1.3469328, 103.6852863 1.3469158))",,,,Nanyang Terrace,house,,,,"[6508187352, 6508187353, 4860959887, 4860959884, 6508187352]",,,,,72,,,,SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,494321492,"POLYGON ((103.6840627 1.3467366, 103.6841555 1.3467643, 103.6842051 1.3465857, 103.6839419 1.3465064, 103.6839179 1.3465959, 103.684089 1.3466488, 103.6840627 1.3467366))",,,,,yes,,,,"[4860959888, 4860959889, 4860959890, 4860959891, 4860959892, 4860959893, 4860959888]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,494471322,"POLYGON ((103.6870006 1.3472805, 103.6870551 1.3473134, 103.6871108 1.3472827, 103.687112 1.3472191, 103.6870575 1.3471862, 103.6870019 1.3472169, 103.6870006 1.3472805))",,,,,yes,,,,"[4862310878, 4862310879, 4862310880, 4862310881, 4862310882, 4862310883, 4862310878]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,494471323,"POLYGON ((103.6873289 1.3471567, 103.6873834 1.3471896, 103.6874391 1.3471589, 103.6874403 1.3470953, 103.6873858 1.3470624, 103.6873302 1.3470931, 103.6873289 1.3471567))",,,,,yes,,,,"[4862310884, 4862310885, 4862310886, 4862310887, 4862310888, 4862310889, 4862310884]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,494471324,"POLYGON ((103.6872012 1.3472616, 103.6872419 1.3472861, 103.6872818 1.3472597, 103.6872803 1.3472049, 103.6872389 1.3471834, 103.6872006 1.3472083, 103.6872012 1.3472616))",,,,,yes,,,,"[4862310891, 4862310892, 4862310893, 4862310894, 4862310895, 4862310896, 4862310891]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,494471325,"POLYGON ((103.687481 1.3457119, 103.6877344 1.3456592, 103.6877293 1.345479, 103.6878662 1.3454785, 103.6878634 1.3452824, 103.6879788 1.3452803, 103.6879722 1.3450898, 103.6880244 1.3450879, 103.688026 1.3451287, 103.6881011 1.3451245, 103.6880827 1.3447525, 103.687986 1.3447591, 103.6880008 1.345012, 103.6878279 1.3450197, 103.6878335 1.3451015, 103.6878853 1.345099, 103.6878899 1.3452041, 103.6877176 1.3452118, 103.6877237 1.3452971, 103.6877791 1.3452946, 103.6877801 1.3454079, 103.6875956 1.3454109, 103.6875967 1.345482, 103.6876556 1.345481, 103.6876586 1.3455948, 103.687466 1.345638, 103.687481 1.3457119))",,,,,yes,Block 18,,,"[4862310898, 4862310899, 4862310900, 4862310901, 4862310902, 4862310903, 4862310904, 4862310905, 4862310906, 4862310907, 4862310908, 4862310909, 4862310910, 4862310911, 4862310912, 4862310913, 4862310914, 4862310915, 4862310916, 4862310917, 4862310918, 4862310919, 4862310920, 4862311521, 4862311522, 4862311523, 4862310898]",,,Block 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,494471326,"POLYGON ((103.6873152 1.3454514, 103.68737 1.3454846, 103.6876487 1.3450245, 103.6875938 1.3449913, 103.6873152 1.3454514))",,,,,yes,Block 14,,,"[4862311524, 4862311525, 4862311526, 4862311527, 4862311524]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,494471327,"POLYGON ((103.6854269 1.3455634, 103.6854028 1.3452978, 103.6854459 1.3451703, 103.6854766 1.3450794, 103.6856574 1.3449054, 103.685603 1.3448474, 103.6854089 1.3450291, 103.6853121 1.3452871, 103.6853394 1.3455734, 103.6854269 1.3455634))",,,,,yes,Block 12,,,"[4862311528, 4862311529, 4862311530, 4862311531, 4862311532, 4862311533, 4862311534, 4862311535, 4862311536, 4862311528]",,,Block 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,494471328,"POLYGON ((103.6819881 1.3439396, 103.6821507 1.3441014, 103.682536 1.3437144, 103.6823733 1.3435526, 103.6819881 1.3439396))",,,,,university,SAF-NTU Academy,,,"[4862311541, 4862311542, 4862311543, 4862311544, 4862311541]",,,SAF-NTU Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,494471329,"POLYGON ((103.6825967 1.3446081, 103.6827915 1.3448007, 103.6831929 1.3443949, 103.682998 1.3442023, 103.6825967 1.3446081))",,,,,yes,,,,"[4862311545, 4862311546, 4862311547, 4862311548, 4862311545]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,494471332,"POLYGON ((103.6894667 1.3543181, 103.6894911 1.3543632, 103.6895705 1.3543204, 103.6895051 1.3541992, 103.6893096 1.3543047, 103.6893506 1.3543807, 103.6894667 1.3543181))",,,,,yes,Maritime Enegry Testbed,,,"[4862311557, 7213677602, 7213677601, 4862311559, 4862311560, 7213677603, 4862311557]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,498970468,"POLYGON ((103.6852339 1.3547627, 103.685739 1.3547051, 103.6857274 1.354604, 103.6852993 1.3546528, 103.6852885 1.3545581, 103.6854054 1.3545448, 103.6853952 1.3544559, 103.6850488 1.3544953, 103.6850593 1.3545869, 103.6852119 1.3545695, 103.6852339 1.3547627))",,,,,yes,Block 52,,,"[4903028359, 4903028360, 4903028361, 4903028369, 4903028368, 4903028367, 4903028366, 4903028365, 4903028364, 4903028363, 4903028359]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,498970469,"POLYGON ((103.6857442 1.35394, 103.6858302 1.3539385, 103.685828 1.3538166, 103.6859284 1.3538149, 103.685936 1.3542506, 103.6860401 1.3542488, 103.686031 1.3537276, 103.6858261 1.3537312, 103.6858235 1.3535833, 103.685738 1.3535848, 103.6857442 1.35394))",,,,,yes,Block 49,,,"[4903028371, 4903028372, 4903028375, 4903028377, 4903028379, 4903028380, 4903028378, 4903028376, 4903028373, 4903028374, 4903028371]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,498970470,"POLYGON ((103.6854406 1.354287, 103.685449 1.3542903, 103.6854247 1.3543526, 103.6856383 1.3544357, 103.6856501 1.3544053, 103.685777 1.3544547, 103.6857706 1.3544711, 103.6858164 1.3544889, 103.6858343 1.3544429, 103.6858091 1.3544331, 103.685826 1.3543896, 103.6858542 1.3543171, 103.6858729 1.3542692, 103.6858978 1.3542789, 103.6859152 1.3542341, 103.685872 1.3542173, 103.6858677 1.3542284, 103.6857984 1.3542014, 103.6858019 1.3541924, 103.68575 1.3541722, 103.6857445 1.3541864, 103.6855147 1.3540969, 103.6854406 1.354287))",,,,,yes,,,,"[4903028381, 7951620388, 7951620389, 4903028382, 4903028385, 7951610082, 7951610083, 4903028386, 7951610084, 7951620385, 7951610077, 7951610074, 7951620386, 7951620387, 4903028387, 7951610081, 7951610080, 7951610079, 7951610078, 4903028388, 4903028383, 4903028384, 4903028381]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,498970471,"POLYGON ((103.6853721 1.354039, 103.6854555 1.3540703, 103.6855922 1.3537065, 103.6856093 1.3537129, 103.685662 1.3535726, 103.6855659 1.3535365, 103.6855141 1.3536745, 103.6853296 1.3536052, 103.6852097 1.3539245, 103.68529 1.3539546, 103.6853794 1.3537167, 103.6854791 1.3537542, 103.6853721 1.354039))",,,,,yes,Block 50,,,"[4903028389, 4903028390, 7951620391, 7951620390, 4903028391, 4903028392, 4903028394, 4903028398, 4903028397, 4903028396, 4903028395, 4903028393, 4903028389]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,498970472,"POLYGON ((103.6847495 1.3543449, 103.6852834 1.3542748, 103.6852711 1.3541815, 103.6849718 1.3542207, 103.684959 1.3541227, 103.6852137 1.3540893, 103.6852013 1.3539947, 103.6848546 1.3540401, 103.6848632 1.3541056, 103.684875 1.354104, 103.6848924 1.3542371, 103.684738 1.3542574, 103.6847495 1.3543449))",,,,,yes,Block 51,,,"[4903028399, 4903028401, 4903028402, 4903028403, 4903028404, 4903028405, 4903028406, 4903028407, 4903028408, 4903028409, 4903028410, 4903028411, 4903028399]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,498971352,"POLYGON ((103.6855503 1.3555977, 103.6858886 1.3555936, 103.6858885 1.3556155, 103.6858661 1.3556157, 103.6858677 1.3557966, 103.6862681 1.3557949, 103.6862663 1.355395, 103.6858804 1.3553978, 103.6858814 1.3554577, 103.6855615 1.3554674, 103.6854812 1.3554226, 103.6855119 1.3553695, 103.6853813 1.3552872, 103.6852858 1.3554479, 103.6855503 1.3555977))",,,,,yes,,,,"[4903036627, 4903036628, 4903036629, 4903036630, 4903036631, 4903036632, 4903036633, 4903036634, 4903036635, 4903036636, 4903036640, 4903036639, 4903036638, 4903036637, 4903036627]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,498971497,"POLYGON ((103.687104 1.3554701, 103.6872109 1.3553611, 103.687266 1.3553601, 103.6874001 1.3554788, 103.6873981 1.3555233, 103.6873454 1.3555791, 103.6868838 1.3555849, 103.6868838 1.355762, 103.6867997 1.3558334, 103.6866289 1.3556834, 103.6866289 1.3556166, 103.6869308 1.35536, 103.6870139 1.3553545, 103.687104 1.3554701))",,,,,yes,,,,"[4903038021, 4903038022, 4903038023, 4903038024, 4903038025, 4903038026, 4903038027, 4903038028, 4903038029, 4903038030, 4903038031, 4903038032, 4903038033, 4903038021]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,499209549,"POLYGON ((103.68017 1.3409871, 103.6804566 1.3409661, 103.6804525 1.3408903, 103.6806236 1.3408867, 103.6806177 1.3407341, 103.6804362 1.3407403, 103.6804257 1.3405383, 103.6803247 1.3405407, 103.6803329 1.3406994, 103.680257 1.3407023, 103.6802494 1.3405769, 103.6801414 1.3405798, 103.68017 1.3409871))",,,,,yes,,,,"[4905136096, 4905136097, 4905136098, 4905136099, 4905136100, 4905136101, 4905136102, 4905136103, 4905136104, 4905136105, 4905136106, 4905136107, 4905136096]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,499209550,"POLYGON ((103.6799884 1.340604, 103.6799866 1.3404785, 103.6800644 1.3404764, 103.6800695 1.3406795, 103.6798415 1.3406855, 103.6798415 1.3406637, 103.6796545 1.3406654, 103.6796548 1.3406015, 103.6796265 1.3406021, 103.6796259 1.3404936, 103.6797165 1.3404917, 103.6797165 1.3404585, 103.6798055 1.3404556, 103.6798061 1.340523, 103.67973 1.3405242, 103.6797312 1.3405829, 103.6798628 1.3405814, 103.6798628 1.3406071, 103.6799884 1.340604))",,,,,yes,,,,"[4905136108, 4905136109, 4905136110, 4905136111, 4905136112, 4905136113, 4905136114, 4905136115, 4905136116, 4905136117, 4905136118, 4905136119, 4905136120, 4905136621, 4905136622, 4905136623, 4905136624, 4905136625, 4905136108]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,499209551,"POLYGON ((103.6808573 1.3405805, 103.6808551 1.340455, 103.680933 1.3404526, 103.6809387 1.3406557, 103.6807107 1.3406625, 103.6807107 1.3406407, 103.6805237 1.340643, 103.6805238 1.3405791, 103.6804955 1.3405798, 103.6804945 1.3404713, 103.680585 1.3404692, 103.680585 1.3404359, 103.680674 1.3404327, 103.6806748 1.3405002, 103.6805987 1.3405016, 103.6806001 1.3405602, 103.6807316 1.3405583, 103.6807317 1.340584, 103.6808573 1.3405805))",,,,,yes,,,,"[4905136626, 4905136627, 4905136628, 4905136629, 4905136630, 4905136631, 4905136632, 4905136633, 4905136634, 4905136635, 4905136636, 4905136637, 4905136638, 4905136639, 4905136640, 4905136641, 4905136642, 4905136643, 4905136626]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,499209552,"POLYGON ((103.6802322 1.3402106, 103.6802398 1.3403359, 103.6803176 1.3403323, 103.6803075 1.3401294, 103.6800797 1.3401402, 103.6800813 1.340162, 103.6798948 1.3401741, 103.6798998 1.3402379, 103.6798715 1.3402394, 103.679879 1.3403477, 103.6799694 1.3403428, 103.6799719 1.3403759, 103.6800609 1.3403722, 103.6800565 1.3403049, 103.6799805 1.3403094, 103.6799773 1.3402508, 103.6801086 1.3402425, 103.6801067 1.3402169, 103.6802322 1.3402106))",,,,,yes,,,,"[4905136644, 4905136645, 4905136646, 4905136647, 4905136648, 4905136649, 4905136650, 4905136651, 4905136652, 4905136653, 4905136654, 4905136655, 4905136656, 4905136657, 4905136658, 4905136659, 4905136660, 4905136661, 4905136644]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,499209553,"POLYGON ((103.6804915 1.3401994, 103.6804999 1.3403247, 103.6804223 1.3403309, 103.6804065 1.3401284, 103.6806338 1.3401102, 103.680635 1.340132, 103.6808216 1.3401204, 103.6808247 1.3401843, 103.680853 1.3401822, 103.6808593 1.3402905, 103.680769 1.3402971, 103.6807708 1.3403303, 103.680682 1.3403379, 103.6806778 1.3402706, 103.6807537 1.3402654, 103.6807495 1.3402069, 103.6806182 1.3402153, 103.6806168 1.3401897, 103.6804915 1.3401994))",,,,,yes,,,,"[4905136662, 4905136663, 4905136664, 4905136665, 4905136666, 4905136667, 4905136668, 4905136669, 4905136670, 4905136671, 4905136672, 4905136673, 4905136674, 4905136675, 4905136676, 4905136677, 4905136678, 4905136679, 4905136662]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,499209554,"POLYGON ((103.6811925 1.3404042, 103.6810671 1.3404119, 103.6810709 1.3404896, 103.6812738 1.3404794, 103.6812627 1.3402517, 103.681241 1.3402533, 103.6812286 1.3400668, 103.6811649 1.3400719, 103.6811633 1.3400436, 103.6810551 1.3400512, 103.68106 1.3401416, 103.6810269 1.3401441, 103.6810307 1.3402331, 103.681098 1.3402286, 103.6810934 1.3401527, 103.681152 1.3401494, 103.6811605 1.3402807, 103.6811861 1.3402787, 103.6811925 1.3404042))",,,,,yes,,,,"[4905136680, 4905136681, 4905136682, 4905136683, 4905136684, 4905136685, 4905136686, 4905136687, 4905136688, 4905136689, 4905136690, 4905136691, 4905136692, 4905136693, 4905136694, 4905136695, 4905136696, 4905136697, 4905136680]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,499764859,"POLYGON ((103.678543 1.3478644, 103.6788098 1.3479344, 103.6788902 1.347628, 103.6786234 1.347558, 103.678543 1.3478644))",,,,,yes,Nanyang Playhouse,,,"[4909943177, 4909943178, 4909943179, 4909943180, 4909943177]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,499765699,"POLYGON ((103.6794666 1.3504817, 103.6797318 1.3504884, 103.6797387 1.3502127, 103.6794735 1.350206, 103.6794666 1.3504817))",,,,,yes,Green House,,,"[4909949925, 4909949926, 4909949927, 4909949928, 4909949925]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,499767254,"POLYGON ((103.6783181 1.3478731, 103.6784505 1.3478612, 103.67842 1.347523, 103.6782876 1.3475349, 103.6783181 1.3478731))",,,,,yes,Art Gallery,,,"[4909958858, 4909958859, 4909958860, 4909958861, 4909958858]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,500015538,"POLYGON ((103.677737 1.3475497, 103.6775265 1.3474943, 103.6773518 1.3481572, 103.677446 1.348182, 103.6775156 1.3482004, 103.6780028 1.3483287, 103.6789352 1.3485742, 103.6789519 1.3485198, 103.6789664 1.3484559, 103.6791108 1.3479077, 103.6789077 1.3478543, 103.678876 1.3479746, 103.6789204 1.3479863, 103.6788291 1.348333, 103.6785143 1.3482508, 103.6776149 1.3480132, 103.677737 1.3475497))",,,,,yes,Building 3 (Arts),,,"[634982523, 634982524, 634982525, 3922463654, 4094603230, 5251345155, 4094603240, 4911825184, 4911825185, 634982518, 634982520, 4909943173, 4909943174, 634982521, 5251345149, 5232568396, 634982523]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,500015539,"POLYGON ((103.679225 1.3480732, 103.6794222 1.3481371, 103.6793415 1.3484509, 103.6796674 1.3485415, 103.6801837 1.348685, 103.6802544 1.348463, 103.6802154 1.3484497, 103.6802648 1.3483135, 103.6804392 1.3483766, 103.6803854 1.3485469, 103.6804169 1.3485564, 103.6804291 1.3485591, 103.6803559 1.3488119, 103.6803371 1.348877, 103.6803189 1.3489415, 103.6792125 1.3486482, 103.6790848 1.3486143, 103.679099 1.3485595, 103.6791154 1.3484962, 103.679225 1.3480732))",,,,,yes,Building 2 (Education),,,"[634982510, 634982508, 634982506, 7169785190, 634982504, 4909943176, 4909943175, 634982503, 634982501, 4911825182, 1305547051, 4094603241, 4094603249, 4094603253, 4094603257, 5232568391, 4911825181, 4911825183, 4911825186, 634982510]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,500015540,"POLYGON ((103.679099 1.3485595, 103.6789519 1.3485198, 103.6789664 1.3484559, 103.6791154 1.3484962, 103.679099 1.3485595))",,,,,yes,,,,"[4911825183, 4911825184, 4911825185, 4911825186, 4911825183]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
