u,v,key,osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,bridge,ref,service,tunnel,access
360477465,1155472965,0,12155139,Locust Walk,pedestrian,False,True,3.67,,,"LINESTRING (-75.2012023 39.9527731, -75.2012448 39.9527784)",,,,,
360477465,1155472825,0,32119027,,footway,False,False,13.182,,,"LINESTRING (-75.2012023 39.9527731, -75.2010653 39.9528281)",,,,,
360477522,3563991857,0,32119001,Samuel S. Fels 39th Street Walk,pedestrian,False,False,9.885,,,"LINESTRING (-75.2004382 39.953093, -75.2004564 39.9530052)",,,,,
360477522,3563991863,0,32119001,Samuel S. Fels 39th Street Walk,pedestrian,False,True,9.367,,,"LINESTRING (-75.2004382 39.953093, -75.200421 39.9531762)",,,,,
360477522,1155472924,0,32119027,,footway,False,True,25.86,,,"LINESTRING (-75.2004382 39.953093, -75.2007007 39.9529764)",,,,,
360477527,109986319,0,12155139,Locust Walk,pedestrian,False,False,5.721,,,"LINESTRING (-75.2005878 39.9526983, -75.2005217 39.9526894)",,,,,
360477527,360477465,0,12155139,Locust Walk,pedestrian,False,True,53.036,,,"LINESTRING (-75.2005878 39.9526983, -75.2012023 39.9527731)",,,,,
360477527,1155472924,0,32119031,,footway,False,False,32.386,,,"LINESTRING (-75.2005878 39.9526983, -75.2007007 39.9529764)",,,,,
360477527,1155473014,0,32119031,,footway,False,True,12.798,,,"LINESTRING (-75.2005878 39.9526983, -75.2006382 39.9526135, -75.200657 39.952597)",,,,,
360477563,1658147652,0,32119031,,footway,False,False,5.649,,,"LINESTRING (-75.2009548 39.9535168, -75.2009812 39.9535634)",,,,,
360477563,1155472910,0,32119031,,footway,False,True,4.891,,,"LINESTRING (-75.2009548 39.9535168, -75.2009354 39.9534754)",,,,,
360477563,360477574,0,32119034,,footway,False,False,58.285,,,"LINESTRING (-75.2009548 39.9535168, -75.2004177 39.9531924)",,,,,
360477574,3563991863,0,32119001,Samuel S. Fels 39th Street Walk,pedestrian,False,False,1.823,,,"LINESTRING (-75.2004177 39.9531924, -75.200421 39.9531762)",,,,,
360477574,1658147654,0,32119001,Samuel S. Fels 39th Street Walk,pedestrian,False,True,33.404,,,"LINESTRING (-75.2004177 39.9531924, -75.2003563 39.9534891)",,,,,
360477574,360477563,0,32119034,,footway,False,True,58.285,,,"LINESTRING (-75.2004177 39.9531924, -75.2009548 39.9535168)",,,,,
360480427,360480532,0,32119090,South 37th Street,pedestrian,False,False,20.084,,,"LINESTRING (-75.197118 39.9516381, -75.197154 39.9514596)",,,,,
360480427,3564863828,0,32119090,South 37th Street,pedestrian,False,True,24.879,,,"LINESTRING (-75.197118 39.9516381, -75.1970733 39.9518592)",,,,,
360480427,360480515,0,32119311,,footway,False,False,27.142,,,"LINESTRING (-75.197118 39.9516381, -75.1974329 39.9516743)",,,,,
360480505,360480506,0,32119311,,footway,False,False,25.636,,,"LINESTRING (-75.1979744 39.9517366, -75.1982725 39.9517671)",,,,,
360480505,3564863825,0,32119311,,footway,False,True,26.428,,,"LINESTRING (-75.1979744 39.9517366, -75.1976678 39.9517013)",,,,,
360480505,3564863837,0,32119312,,footway,False,False,10.555,,,"LINESTRING (-75.1979744 39.9517366, -75.1979925 39.9516427)",,,,,
360480506,1684021492,0,32119311,,footway,False,False,69.976,,,"LINESTRING (-75.1982725 39.9517671, -75.1981461 39.9523889)",,,,,
360480506,360480505,0,32119311,,footway,False,True,25.636,,,"LINESTRING (-75.1982725 39.9517671, -75.1979744 39.9517366)",,,,,
360480506,3564863838,0,156101759,,footway,False,True,9.79,,,"LINESTRING (-75.1982725 39.9517671, -75.1982946 39.9516807)",,,,,
360480514,360480515,0,32119312,,footway,False,False,19.644,,,"LINESTRING (-75.197468 39.9514997, -75.1974329 39.9516743)",,,,,
360480514,360480532,0,32119314,,footway,False,False,27.135,,,"LINESTRING (-75.197468 39.9514997, -75.197154 39.9514596)",,,,,
360480514,3564863837,0,32119312,,footway,False,True,55.977000000000004,,,"LINESTRING (-75.197468 39.9514997, -75.1980087 39.9515589, -75.1979925 39.9516427)",,,,,
360480515,3564863825,0,32119311,,footway,False,False,20.247,,,"LINESTRING (-75.1974329 39.9516743, -75.1976678 39.9517013)",,,,,
360480515,360480427,0,32119311,,footway,False,True,27.142,,,"LINESTRING (-75.1974329 39.9516743, -75.197118 39.9516381)",,,,,
360480515,360480514,0,32119312,,footway,False,True,19.644,,,"LINESTRING (-75.1974329 39.9516743, -75.197468 39.9514997)",,,,,
360480532,10751019908,0,32119090,South 37th Street,pedestrian,False,False,33.903,,,"LINESTRING (-75.197154 39.9514596, -75.1972149 39.9511583)",,,,,
360480532,360480427,0,32119090,South 37th Street,pedestrian,False,True,20.084,,,"LINESTRING (-75.197154 39.9514596, -75.197118 39.9516381)",,,,,
360480532,360480514,0,32119314,,footway,False,True,27.135,,,"LINESTRING (-75.197154 39.9514596, -75.197468 39.9514997)",,,,,
360480642,110142290,0,32119328,South 36th Street,pedestrian,False,False,44.018,,,"LINESTRING (-75.1949517 39.9523954, -75.1950364 39.9520049)",,,,,
360480642,2011484566,0,32119328,South 36th Street,pedestrian,False,True,5.026,,,"LINESTRING (-75.1949517 39.9523954, -75.1949421 39.95244)",,,,,
360480642,360480708,0,32119342,,footway,False,False,41.036,,,"LINESTRING (-75.1949517 39.9523954, -75.1944758 39.9523397)",,,,,
360480708,1684000554,0,32119342,,footway,False,False,47.385,,,"LINESTRING (-75.1944758 39.9523397, -75.1944013 39.9519174)",,,,,
360480708,360480642,0,32119342,,footway,False,True,41.036,,,"LINESTRING (-75.1944758 39.9523397, -75.1949517 39.9523954)",,,,,
360480708,1684000543,0,"[156097906, 164656750, 156097919]",,"['steps', 'footway']",False,False,35.066,,,"LINESTRING (-75.1944758 39.9523397, -75.194382 39.9523329, -75.1941269 39.9523343, -75.194065 39.9523377)",,,,,
360480710,360481732,0,32119529,,footway,False,True,15.015,,,"LINESTRING (-75.1943059 39.9516936, -75.1941797 39.9517878)",,,,,
360480710,10751019971,0,335523314,,footway,False,False,1.969,,,"LINESTRING (-75.1943059 39.9516936, -75.1942986 39.9516768)",,,,,
360480710,1684000554,0,335523314,,footway,False,True,26.18,,,"LINESTRING (-75.1943059 39.9516936, -75.1944013 39.9519174)",,,,,
360480710,1684000560,0,32119529,,footway,False,False,22.107999999999997,,,"LINESTRING (-75.1943059 39.9516936, -75.194484 39.9516108, -75.1944908 39.951572)",,,,,
360480987,8185907029,0,32119481,,footway,False,True,8.368,,,"LINESTRING (-75.1933742 39.9505588, -75.1933613 39.9506334)",,,,,
360480987,360482018,0,903721719,Spruce Street,secondary,False,True,95.04,2,30 mph,"LINESTRING (-75.1933742 39.9505588, -75.1944743 39.9506978)",,,,,
360480987,3564863922,0,903721719,Spruce Street,secondary,False,False,58.813,2,30 mph,"LINESTRING (-75.1933742 39.9505588, -75.1930424 39.9505203, -75.1926944 39.950469)",,,,,
360481482,1684000552,0,156649536,,footway,False,False,38.691,,,"LINESTRING (-75.193066 39.952092, -75.1930133 39.9524376)",,,,,
360481482,360481589,0,156649536,,footway,False,True,10.463,,,"LINESTRING (-75.193066 39.952092, -75.1930855 39.9519991)",,,,,
360481482,1612613263,0,164656751,,footway,False,True,39.419,,,"LINESTRING (-75.193066 39.952092, -75.1934681 39.9522671)",,,,,
360481589,360481482,0,156649536,,footway,False,False,10.463,,,"LINESTRING (-75.1930855 39.9519991, -75.193066 39.952092)",,,,,
360481589,110191777,0,156649536,,footway,False,True,28.383,,,"LINESTRING (-75.1930855 39.9519991, -75.193136 39.9517468)",,,,,
360481589,7918772143,0,"[190322370, 190509935]",,"['steps', 'footway']",False,False,61.121,,,"LINESTRING (-75.1930855 39.9519991, -75.1925078 39.9519305, -75.1923769 39.951915)",,,,,
360481589,1684021602,0,190322370,,footway,False,True,38.214,,,"LINESTRING (-75.1930855 39.9519991, -75.1935197 39.9520541, -75.1935278 39.9520552)",,,,,
360481653,360481654,0,32119519,,footway,False,False,48.315,,,"LINESTRING (-75.1937158 39.9517179, -75.1931572 39.9516442)",,,,,
360481653,1772840976,0,165752976,,footway,False,True,19.044,,,"LINESTRING (-75.1937158 39.9517179, -75.1936765 39.9518865)",,,,,
360481653,10751019983,0,1156071521,,steps,False,False,3.951,,,"LINESTRING (-75.1937158 39.9517179, -75.1937238 39.9516829)",,,,,
360481653,360481732,0,32119525,,footway,False,False,40.405,,,"LINESTRING (-75.1937158 39.9517179, -75.1941178 39.9517692, -75.1941797 39.9517878)",,,,,
360481654,360481653,0,32119519,,footway,False,True,48.315,,,"LINESTRING (-75.1931572 39.9516442, -75.1937158 39.9517179)",,,,,
360481654,10960207837,0,156649536,,footway,False,False,2.106,,,"LINESTRING (-75.1931572 39.9516442, -75.1931533 39.9516629)",,,,,
360481654,10960215374,0,156649536,,footway,False,True,17.82,,,"LINESTRING (-75.1931572 39.9516442, -75.1931872 39.9514856)",,,,,
360481732,360480710,0,32119529,,footway,False,False,15.015,,,"LINESTRING (-75.1941797 39.9517878, -75.1943059 39.9516936)",,,,,
360481732,1684000554,0,156097917,,footway,False,False,23.759,,,"LINESTRING (-75.1941797 39.9517878, -75.1944013 39.9519174)",,,,,
360481732,360481653,0,32119525,,footway,False,True,40.405,,,"LINESTRING (-75.1941797 39.9517878, -75.1941178 39.9517692, -75.1937158 39.9517179)",,,,,
360481732,360347522,0,32119529,,footway,False,True,46.129000000000005,,,"LINESTRING (-75.1941797 39.9517878, -75.19389 39.95206, -75.1938616 39.9521197)",,,,,
360481965,110142290,0,32108143,Locust Walk,pedestrian,False,False,44.511,,,"LINESTRING (-75.1955524 39.9520663, -75.1950364 39.9520049)",,,,,
360481965,2011484562,0,32108143,Locust Walk,pedestrian,False,True,6.715,,,"LINESTRING (-75.1955524 39.9520663, -75.1956302 39.9520758)",,,,,
360481965,1684021518,0,32119544,,footway,False,True,56.932,,,"LINESTRING (-75.1955524 39.9520663, -75.1956678 39.951562)",,,,,
360482018,8185907030,0,192803582,,footway,False,True,7.884,,,"LINESTRING (-75.1944743 39.9506978, -75.1944596 39.9507678)",,,,,
360482018,360480987,0,903721719,Spruce Street,secondary,False,False,95.04,2,30 mph,"LINESTRING (-75.1944743 39.9506978, -75.1933742 39.9505588)",,,,,
360482018,7874108064,0,903721719,Spruce Street,secondary,False,True,63.284,2,30 mph,"LINESTRING (-75.1944743 39.9506978, -75.1952086 39.9507817)",,,,,
360482820,5947653542,0,32119648,,footway,False,True,10.495,,,"LINESTRING (-75.1912489 39.9507199, -75.1913063 39.9508034)",,,,,
360482820,1684021562,0,50033060,South 33rd Street,secondary,True,False,58.509,2,,"LINESTRING (-75.1912489 39.9507199, -75.190783 39.9511063)",,,,,
360482899,1684021559,0,32119648,,footway,False,False,44.268,,,"LINESTRING (-75.1917314 39.9513629, -75.19147 39.9510189)",,,,,
360482899,1684021557,0,32119648,,footway,False,True,30.521,,,"LINESTRING (-75.1917314 39.9513629, -75.191926 39.9515933)",,,,,
360482899,360482900,0,32119652,,footway,False,False,39.327,,,"LINESTRING (-75.1917314 39.9513629, -75.1918718 39.951026)",,,,,
360482899,1684021445,0,32119652,,footway,False,True,22.653,,,"LINESTRING (-75.1917314 39.9513629, -75.1916931 39.9515645)",,,,,
360482900,360482899,0,32119652,,footway,False,True,39.327,,,"LINESTRING (-75.1918718 39.951026, -75.1917314 39.9513629)",,,,,
360484025,5947653555,0,32119758,,footway,False,True,6.444,,,"LINESTRING (-75.1920065 39.9532198, -75.1919317 39.9532114)",,,,,
360484025,4477512897,0,450844965,South 34th Street,secondary,True,False,34.371,3,25 mph,"LINESTRING (-75.1920065 39.9532198, -75.1920679 39.9529143)",,,,,
360487042,2011484566,0,32119328,South 36th Street,pedestrian,False,False,17.709,,,"LINESTRING (-75.194908 39.9525971, -75.1949421 39.95244)",,,,,
360487042,4709400676,0,32119328,South 36th Street,pedestrian,False,True,17.821,,,"LINESTRING (-75.194908 39.9525971, -75.1948737 39.9527552)",,,,,
360487042,1762667064,0,"[32120090, 156097910]",Class of 1956 Walk,"['steps', 'footway']",False,False,77.79899999999999,,,"LINESTRING (-75.194908 39.9525971, -75.1942321 39.952513, -75.1941826 39.9524584, -75.1940987 39.9523713)",,,,,
360487939,11342268139,0,977459021,,service,False,False,47.487,,,"LINESTRING (-75.1997511 39.9520192, -75.1998399 39.9515976)",,,,,
360487939,10132159295,0,1107328165,,service,False,False,25.107,,,"LINESTRING (-75.1997511 39.9520192, -75.1997025 39.9522419)",,,,,
360487939,109986329,0,157763240,Irving Street,service,False,True,76.12,,,"LINESTRING (-75.1997511 39.9520192, -75.2002484 39.9520896, -75.2003579 39.9521042, -75.2004476 39.9521164, -75.2005155 39.9521238, -75.2005708 39.9521275, -75.2006313 39.9521332)",,,,,
360487941,7918772173,0,977459021,,service,False,True,9.968,,,"LINESTRING (-75.1998891 39.9513601, -75.1998713 39.9514487)",,,,,
360487941,4777004986,0,484953514,Spruce Street,secondary,False,False,42.461999999999996,2,30 mph,"LINESTRING (-75.1998891 39.9513601, -75.1994375 39.9513099, -75.1993963 39.9513044)",,,,,
360487941,635436927,0,1222839571,Spruce Street,secondary,False,True,76.28,2,30 mph,"LINESTRING (-75.1998891 39.9513601, -75.2006654 39.9514542, -75.200773 39.9514672)",,,,,
360488334,7875819302,0,32120212,,footway,False,True,6.874,,,"LINESTRING (-75.203774 39.9530976, -75.2037617 39.9531587)",,,,,
360488334,3559370582,0,1222839583,Locust Street,residential,False,False,72.352,2,,"LINESTRING (-75.203774 39.9530976, -75.2029362 39.9529931)",,,,,
360488334,1688871955,0,1222839584,Locust Street,residential,False,False,29.492,2,,"LINESTRING (-75.203774 39.9530976, -75.2041155 39.9531402)",,,,,
360494570,360494784,0,32120674,,service,False,False,26.738999999999997,,,"LINESTRING (-75.1975287 39.9494622, -75.1975287 39.9493306, -75.1975878 39.9492316)",,,,,
360494580,360494998,0,32120678,,footway,False,True,18.998,,,"LINESTRING (-75.1979235 39.948824, -75.1981381 39.9488701)",,,,,
360494580,8990556237,0,32120674,,service,False,False,20.945,,,"LINESTRING (-75.1979235 39.948824, -75.1979407 39.9487648, -75.1978954 39.9486419)",,,,,
360494580,360494784,0,32120674,,service,False,True,54.033,,,"LINESTRING (-75.1979235 39.948824, -75.1978806 39.9488964, -75.1978205 39.948949, -75.197666 39.9491003, -75.1975878 39.9492316)",,,,,
360494582,8990556237,0,32120674,,service,False,True,9.847,,,"LINESTRING (-75.1978639 39.9485567, -75.1978954 39.9486419)",,,,,
360494582,7009033803,0,531500278,Guardian Drive,service,False,True,114.731,,,"LINESTRING (-75.1978639 39.9485567, -75.1967034 39.9490793)",,,,,
360494582,2009472896,0,"[484842177, 12156412]",Guardian Drive,service,False,True,67.295,,,"LINESTRING (-75.1978639 39.9485567, -75.198323 39.948351, -75.1984327 39.9483146, -75.1985595 39.9482726)",,,,,
360494716,10960092216,0,32110429,,footway,False,False,24.5,,,"LINESTRING (-75.1986051 39.9497219, -75.1986526 39.9495046)",,,,,
360494716,10960155053,0,32110429,,footway,False,True,5.632,,,"LINESTRING (-75.1986051 39.9497219, -75.1985938 39.9497718)",,,,,
360494716,360364561,0,32120676,,footway,False,False,19.085,,,"LINESTRING (-75.1986051 39.9497219, -75.1984284 39.9496165)",,,,,
360494781,10960198694,0,32120676,,footway,False,False,5.729,,,"LINESTRING (-75.1983269 39.9495149, -75.1982635 39.9494978)",,,,,
360494781,360364561,0,32120676,,footway,False,True,14.23,,,"LINESTRING (-75.1983269 39.9495149, -75.1984284 39.9496165)",,,,,
360494781,360371023,0,32120719,,footway,False,False,54.535000000000004,,,"LINESTRING (-75.1983269 39.9495149, -75.1983355 39.9494622, -75.1983287 39.9493944, -75.1984302 39.9494281, -75.1984943 39.9494105, -75.198695 39.9492364)",,,,,
360494784,360494580,0,32120674,,service,False,False,54.032999999999994,,,"LINESTRING (-75.1975878 39.9492316, -75.197666 39.9491003, -75.1978205 39.948949, -75.1978806 39.9488964, -75.1979235 39.948824)",,,,,
360494784,360494570,0,32120674,,service,False,True,26.738999999999997,,,"LINESTRING (-75.1975878 39.9492316, -75.1975287 39.9493306, -75.1975287 39.9494622)",,,,,
360494784,10960198694,0,32120676,,footway,False,True,68.75800000000001,,,"LINESTRING (-75.1975878 39.9492316, -75.1976477 39.9493114, -75.1976918 39.9493701, -75.1978377 39.9493833, -75.1982635 39.9494978)",,,,,
360494997,8990556241,0,32120678,,footway,False,False,13.745,,,"LINESTRING (-75.198387 39.948903, -75.1982281 39.948882)",,,,,
360494997,8990556242,0,971406596,,footway,False,True,16.095,,,"LINESTRING (-75.198387 39.948903, -75.1983348 39.9487639)",,,,,
360494997,10960133621,0,32120678,,footway,False,True,30.829,,,"LINESTRING (-75.198387 39.948903, -75.1984728 39.9489622, -75.1986378 39.9491023)",,,,,
360494998,360494580,0,32120678,,footway,False,False,18.998,,,"LINESTRING (-75.1981381 39.9488701, -75.1979235 39.948824)",,,,,
360494998,8990556241,0,32120678,,footway,False,True,7.785,,,"LINESTRING (-75.1981381 39.9488701, -75.1982281 39.948882)",,,,,
360494998,10960133635,0,1180055702,,footway,False,False,11.517,,,"LINESTRING (-75.1981381 39.9488701, -75.1981329 39.9489736)",,,,,
360498296,635029621,0,238564435,,footway,False,True,6.543,,,"LINESTRING (-75.1992876 39.9503634, -75.1993178 39.9503093)",,,,,
360498296,9314460497,0,844116541,Woodland Walk,pedestrian,False,False,60.772,,,"LINESTRING (-75.1992876 39.9503634, -75.1986264 39.9505678)",,,,,
360498296,7874108074,0,238564435,,footway,False,False,90.15299999999999,,,"LINESTRING (-75.1992876 39.9503634, -75.1992327 39.9505256, -75.1990688 39.9511564)",,,,,
360501414,1746751024,0,32119915,Sansom Street,residential,True,False,9.346,1,25 mph,"LINESTRING (-75.1957375 39.9540337, -75.1958457 39.9540473)",,,,,
360501414,11108334654,0,32121049,Steve Murray's Way,residential,False,True,4.175,,25 mph,"LINESTRING (-75.1957375 39.9540337, -75.19573 39.9540708)",,,,,
362763083,4477512481,0,12134479,Walnut Street,primary,True,False,124.6,2,30 mph,"LINESTRING (-75.1884586 39.9523743, -75.189901 39.9525561)",,,,,
362763083,5947653560,0,328748299,,service,False,False,8.764,,,"LINESTRING (-75.1884586 39.9523743, -75.1884438 39.9524523)",,,,,
362769249,3355718443,0,148165327,,footway,False,False,4.973,,,"LINESTRING (-75.1890878 39.9503624, -75.1890443 39.9503326)",,,,,
362769249,4696697732,0,476000180,,footway,False,True,15.969,,,"LINESTRING (-75.1890878 39.9503624, -75.189224 39.950461)",,,,,
362769249,3355718439,0,32273747,,service,False,True,46.298,,,"LINESTRING (-75.1890878 39.9503624, -75.1888918 39.950315, -75.1887972 39.9503037, -75.1887228 39.9503104, -75.188652 39.950324, -75.1885661 39.9503532)",,,,,
635029122,4777004990,0,51049946,South 38th Street,primary,True,False,10.286,2,25 mph,"LINESTRING (-75.1991429 39.9512689, -75.1991212 39.9513599)",,US 13,,,
635029122,4777004985,0,484953513,Spruce Street,secondary,False,False,11.415,3,30 mph,"LINESTRING (-75.1991429 39.9512689, -75.1990113 39.9512499)",,,,,
635029122,4777004988,0,51050390,Spruce Street,secondary,False,True,11.833,3,30 mph,"LINESTRING (-75.1991429 39.9512689, -75.1992338 39.9512818, -75.1992796 39.9512874)",,,,,
635029219,635436851,0,"[49991657, 283621821]",South University Avenue,primary,True,False,126.27100000000002,"['3', '2']",25 mph,"LINESTRING (-75.1964649 39.9438492, -75.1964859 39.9438804, -75.1965148 39.9439125, -75.1965487 39.9439438, -75.1965848 39.9439729, -75.1966212 39.9439976, -75.1966587 39.94402, -75.1967031 39.9440432, -75.1967555 39.9440644, -75.1968097 39.9440827, -75.1970883 39.9441673, -75.1974303 39.9442812, -75.1974749 39.9442975, -75.1975291 39.9443206, -75.1976035 39.9443555, -75.197662 39.944389, -75.197712 39.9444226)",,,,,
635029561,2874643421,0,484842173,Baltimore Avenue,primary,False,False,16.001,5,25 mph,"LINESTRING (-75.2004539 39.9496624, -75.200282 39.9496046)",,US 13,,,
635029561,3559370522,0,49991666,Baltimore Avenue,primary,True,False,25.56,2,25 mph,"LINESTRING (-75.2004539 39.9496624, -75.2006482 39.9497673, -75.2007053 39.9497862)",,US 13,,,
635029621,360498296,0,238564435,,footway,False,False,6.543,,,"LINESTRING (-75.1993178 39.9503093, -75.1992876 39.9503634)",,,,,
635029621,635029649,0,238564435,,footway,False,True,10.3,,,"LINESTRING (-75.1993178 39.9503093, -75.1993643 39.9502238)",,,,,
635029621,4775923548,0,"[844116552, 629747114]",,footway,False,True,8.179,,,"LINESTRING (-75.1993178 39.9503093, -75.1993411 39.9503133, -75.1994114 39.9503255)",,,,,
635029649,635029621,0,238564435,,footway,False,False,10.3,,,"LINESTRING (-75.1993643 39.9502238, -75.1993178 39.9503093)",,,,,
635029649,360348555,0,844116553,Hamilton Walk,pedestrian,False,False,8.277,,,"LINESTRING (-75.1993643 39.9502238, -75.1992796 39.9501874)",,,,,
635029649,8185907055,0,238564435,,footway,False,True,40.105999999999995,,,"LINESTRING (-75.1993643 39.9502238, -75.1994297 39.9500935, -75.199444 39.9500522, -75.1994764 39.9499324, -75.1994851 39.9498768)",,,,,
635029879,3355718439,0,"[32273747, 12203397]",South 32nd Street,service,False,False,152.083,,,"LINESTRING (-75.1880359 39.9516245, -75.1882666 39.9507033, -75.1883631 39.95051, -75.1884804 39.9504001, -75.1885661 39.9503532)",,,,,
635029879,4477512480,0,12203397,South 32nd Street,service,False,True,102.47399999999999,,,"LINESTRING (-75.1880359 39.9516245, -75.1879662 39.9516861, -75.1879407 39.9517695, -75.1879214 39.9518584, -75.1878422 39.9522035, -75.1877713 39.9525126)",,,,,
